"County","Date","Active_Cases_Cumulative","Active_Cases_Cumulative_NA","Active_Cases_Daily"
"Tarrant",2020-11-26,16401,16401,484
"Tarrant",2020-11-27,16396,16396,-5
"Tarrant",2020-11-28,16389,16389,-7
"Tarrant",2020-11-29,16389,16389,0
"Tarrant",2020-11-30,16076,16076,-313
"Tarrant",2020-12-01,17067,17067,991
"Tarrant",2020-12-02,17369,17369,302
"Tarrant",2020-12-03,17682,17682,313
"Tarrant",2020-12-04,18249,18249,567
"Tarrant",2020-12-05,18754,18754,505
"Tarrant",2020-12-06,18761,18761,7
"Tarrant",2020-12-07,18161,18161,-600
"Tarrant",2020-12-08,18735,18735,574
"Tarrant",2020-12-09,18552,18552,-183
"Tarrant",2020-12-10,18236,18236,-316
"Taylor",2020-04-07,30,30,30
"Taylor",2020-04-08,37,37,7
"Taylor",2020-04-09,42,42,5
"Taylor",2020-04-10,49,49,7
"Taylor",2020-04-11,52,52,3
"Taylor",2020-04-12,52,52,0
"Taylor",2020-04-13,54,54,2
"Taylor",2020-04-14,58,58,4
"Taylor",2020-04-15,62,62,4
"Taylor",2020-04-16,67,67,5
"Taylor",2020-04-17,73,73,6
"Taylor",2020-04-18,106,106,33
"Taylor",2020-04-19,132,132,26
"Taylor",2020-04-20,114,114,-18
"Taylor",2020-04-21,113,113,-1
"Taylor",2020-04-22,132,132,19
"Taylor",2020-04-23,125,125,-7
"Taylor",2020-04-24,126,126,1
"Taylor",2020-04-25,129,129,3
"Taylor",2020-04-26,138,138,9
"Taylor",2020-04-27,144,144,6
"Taylor",2020-04-28,171,171,27
"Taylor",2020-04-29,193,193,22
"Taylor",2020-04-30,189,189,-4
"Taylor",2020-05-01,215,215,26
"Taylor",2020-05-02,214,214,-1
"Taylor",2020-05-03,224,224,10
"Taylor",2020-05-04,215,215,-9
"Taylor",2020-05-05,214,214,-1
"Taylor",2020-05-06,238,238,24
"Taylor",2020-05-07,49,49,-189
"Taylor",2020-05-08,45,45,-4
"Taylor",2020-05-09,49,49,4
"Taylor",2020-05-10,24,24,-25
"Taylor",2020-05-11,18,18,-6
"Taylor",2020-05-12,0,0,-18
"Taylor",2020-05-13,0,0,0
"Taylor",2020-05-14,0,0,0
"Taylor",2020-05-15,45,45,45
"Taylor",2020-05-16,45,45,0
"Taylor",2020-05-17,45,45,0
"Taylor",2020-05-18,45,45,0
"Taylor",2020-05-19,45,45,0
"Taylor",2020-05-20,45,45,0
"Taylor",2020-05-21,45,45,0
"Taylor",2020-05-22,45,45,0
"Taylor",2020-05-23,45,45,0
"Taylor",2020-05-24,45,45,0
"Taylor",2020-05-25,45,45,0
"Taylor",2020-05-26,45,45,0
"Taylor",2020-05-27,45,45,0
"Taylor",2020-05-28,45,45,0
"Taylor",2020-05-29,45,45,0
"Taylor",2020-05-30,45,45,0
"Taylor",2020-05-31,45,45,0
"Taylor",2020-06-01,45,45,0
"Taylor",2020-06-02,45,45,0
"Taylor",2020-06-03,45,45,0
"Taylor",2020-06-04,45,45,0
"Taylor",2020-06-05,45,45,0
"Taylor",2020-06-06,45,45,0
"Taylor",2020-06-07,45,45,0
"Taylor",2020-06-08,45,45,0
"Taylor",2020-06-09,45,45,0
"Taylor",2020-06-10,45,45,0
"Taylor",2020-06-11,45,45,0
"Taylor",2020-06-12,45,45,0
"Taylor",2020-06-13,45,45,0
"Taylor",2020-06-14,45,45,0
"Taylor",2020-06-15,45,45,0
"Taylor",2020-06-16,45,45,0
"Taylor",2020-06-17,45,45,0
"Taylor",2020-06-18,45,45,0
"Taylor",2020-06-19,45,45,0
"Taylor",2020-06-20,45,45,0
"Taylor",2020-06-21,31,31,-14
"Taylor",2020-06-22,37,37,6
"Taylor",2020-06-23,45,45,8
"Taylor",2020-06-24,60,60,15
"Taylor",2020-06-25,62,62,2
"Taylor",2020-06-26,64,64,2
"Taylor",2020-06-27,71,71,7
"Taylor",2020-06-28,68,68,-3
"Taylor",2020-06-29,69,69,1
"Taylor",2020-06-30,76,76,7
"Taylor",2020-07-01,97,97,21
"Taylor",2020-07-02,119,119,22
"Taylor",2020-07-03,140,140,21
"Taylor",2020-07-04,173,173,33
"Taylor",2020-07-05,178,178,5
"Taylor",2020-07-06,206,206,28
"Taylor",2020-07-07,223,223,17
"Taylor",2020-07-08,245,245,22
"Taylor",2020-07-09,264,264,19
"Taylor",2020-07-10,281,281,17
"Taylor",2020-07-11,298,298,17
"Taylor",2020-07-12,352,352,54
"Taylor",2020-07-13,284,284,-68
"Taylor",2020-07-14,393,393,109
"Taylor",2020-07-15,414,414,21
"Taylor",2020-07-16,425,425,11
"Taylor",2020-07-17,428,428,3
"Taylor",2020-07-18,453,453,25
"Taylor",2020-07-19,456,456,3
"Taylor",2020-07-20,432,432,-24
"Taylor",2020-07-21,431,431,-1
"Taylor",2020-07-22,438,438,7
"Taylor",2020-07-23,442,442,4
"Taylor",2020-07-24,458,458,16
"Taylor",2020-07-25,449,449,-9
"Taylor",2020-07-26,461,461,12
"Taylor",2020-07-27,455,455,-6
"Taylor",2020-07-28,436,436,-19
"Taylor",2020-07-29,427,427,-9
"Taylor",2020-07-30,405,405,-22
"Taylor",2020-07-31,389,389,-16
"Taylor",2020-08-01,377,377,-12
"Taylor",2020-08-02,370,370,-7
"Taylor",2020-08-03,357,357,-13
"Taylor",2020-08-04,357,357,0
"Taylor",2020-08-05,316,316,-41
"Taylor",2020-08-06,273,273,-43
"Taylor",2020-08-07,244,244,-29
"Taylor",2020-08-08,217,217,-27
"Taylor",2020-08-09,204,204,-13
"Taylor",2020-08-10,199,199,-5
"Taylor",2020-08-11,175,175,-24
"Taylor",2020-08-12,166,166,-9
"Taylor",2020-08-13,152,152,-14
"Taylor",2020-08-14,142,142,-10
"Taylor",2020-08-15,135,135,-7
"Taylor",2020-08-16,134,134,-1
"Taylor",2020-08-17,129,129,-5
"Taylor",2020-08-18,107,107,-22
"Taylor",2020-08-19,109,109,2
"Taylor",2020-08-20,118,118,9
"Taylor",2020-08-21,113,113,-5
"Taylor",2020-08-22,124,124,11
"Taylor",2020-08-23,135,135,11
"Taylor",2020-08-24,141,141,6
"Taylor",2020-08-25,129,129,-12
"Taylor",2020-08-26,124,124,-5
"Taylor",2020-08-27,121,121,-3
"Taylor",2020-08-28,126,126,5
"Taylor",2020-08-29,148,148,22
"Taylor",2020-08-30,156,156,8
"Taylor",2020-08-31,152,152,-4
"Taylor",2020-09-01,147,147,-5
"Taylor",2020-09-02,146,146,-1
"Taylor",2020-09-03,162,162,16
"Taylor",2020-09-04,155,155,-7
"Taylor",2020-09-05,160,160,5
"Taylor",2020-09-06,174,174,14
"Taylor",2020-09-07,174,174,0
"Taylor",2020-09-08,173,173,-1
"Taylor",2020-09-09,164,164,-9
"Taylor",2020-09-10,166,166,2
"Taylor",2020-09-11,166,166,0
"Taylor",2020-09-12,166,166,0
"Taylor",2020-09-13,170,170,4
"Taylor",2020-09-14,169,169,-1
"Taylor",2020-09-15,168,168,-1
"Taylor",2020-09-16,160,160,-8
"Taylor",2020-09-17,147,147,-13
"Taylor",2020-09-18,146,146,-1
"Taylor",2020-09-19,147,147,1
"Taylor",2020-09-20,140,140,-7
"Taylor",2020-09-21,140,140,0
"Taylor",2020-09-22,139,139,-1
"Taylor",2020-09-23,130,130,-9
"Taylor",2020-09-24,132,132,2
"Taylor",2020-09-25,112,112,-20
"Taylor",2020-09-26,111,111,-1
"Taylor",2020-09-27,111,111,0
"Taylor",2020-09-28,111,111,0
"Taylor",2020-09-29,118,118,7
"Taylor",2020-09-30,113,113,-5
"Taylor",2020-10-01,119,119,6
"Taylor",2020-10-02,120,120,1
"Taylor",2020-10-03,113,113,-7
"Taylor",2020-10-04,113,113,0
"Taylor",2020-10-05,113,113,0
"Taylor",2020-10-06,134,134,21
"Taylor",2020-10-07,128,128,-6
"Taylor",2020-10-08,134,134,6
"Taylor",2020-10-09,145,145,11
"Taylor",2020-10-10,161,161,16
"Taylor",2020-10-11,161,161,0
"Taylor",2020-10-12,161,161,0
"Taylor",2020-10-13,160,160,-1
"Taylor",2020-10-14,180,180,20
"Taylor",2020-10-15,220,220,40
"Taylor",2020-10-16,232,232,12
"Taylor",2020-10-17,240,240,8
"Taylor",2020-10-18,249,249,9
"Taylor",2020-10-19,249,249,0
"Taylor",2020-10-20,250,250,1
"Taylor",2020-10-21,262,262,12
"Taylor",2020-10-22,270,270,8
"Taylor",2020-10-23,283,283,13
"Taylor",2020-10-24,305,305,22
"Taylor",2020-10-25,363,363,58
"Taylor",2020-10-26,420,420,57
"Taylor",2020-10-27,462,462,42
"Taylor",2020-10-28,498,498,36
"Taylor",2020-10-29,516,516,18
"Taylor",2020-10-30,569,569,53
"Taylor",2020-10-31,588,588,19
"Taylor",2020-11-01,644,644,56
"Taylor",2020-11-02,653,653,9
"Taylor",2020-11-03,650,650,-3
"Taylor",2020-11-04,656,656,6
"Taylor",2020-11-05,663,663,7
"Taylor",2020-11-06,685,685,22
"Taylor",2020-11-07,750,750,65
"Taylor",2020-11-08,748,748,-2
"Taylor",2020-11-09,731,731,-17
"Taylor",2020-11-10,725,725,-6
"Taylor",2020-11-11,723,723,-2
"Taylor",2020-11-12,722,722,-1
"Taylor",2020-11-13,721,721,-1
"Taylor",2020-11-14,784,784,63
"Taylor",2020-11-15,851,851,67
"Taylor",2020-11-16,874,874,23
"Taylor",2020-11-17,883,883,9
"Taylor",2020-11-18,850,850,-33
"Taylor",2020-11-19,813,813,-37
"Taylor",2020-11-20,793,793,-20
"Taylor",2020-11-21,766,766,-27
"Taylor",2020-11-22,832,832,66
"Taylor",2020-11-23,868,868,36
"Taylor",2020-11-24,902,902,34
"Taylor",2020-11-25,923,923,21
"Taylor",2020-11-26,974,974,51
"Taylor",2020-11-27,1024,1024,50
"Taylor",2020-11-28,1022,1022,-2
"Taylor",2020-11-29,1022,1022,0
"Taylor",2020-11-30,1021,1021,-1
"Taylor",2020-12-01,921,921,-100
"Taylor",2020-12-02,877,877,-44
"Taylor",2020-12-03,851,851,-26
"Taylor",2020-12-04,820,820,-31
"Taylor",2020-12-05,885,885,65
"Taylor",2020-12-06,847,847,-38
"Taylor",2020-12-07,860,860,13
"Taylor",2020-12-08,849,849,-11
"Taylor",2020-12-09,810,810,-39
"Taylor",2020-12-10,849,849,39
"Terrell",2020-04-07,0,0,0
"Terrell",2020-04-08,0,0,0
"Terrell",2020-04-09,0,0,0
"Terrell",2020-04-10,0,0,0
"Terrell",2020-04-11,0,0,0
"Terrell",2020-04-12,0,0,0
"Terrell",2020-04-13,0,0,0
"Terrell",2020-04-14,0,0,0
"Terrell",2020-04-15,0,0,0
"Terrell",2020-04-16,0,0,0
"Terrell",2020-04-17,0,0,0
"Terrell",2020-04-18,0,0,0
"Terrell",2020-04-19,0,0,0
"Terrell",2020-04-20,0,0,0
"Terrell",2020-04-21,0,0,0
"Terrell",2020-04-22,0,0,0
"Terrell",2020-04-23,0,0,0
"Terrell",2020-04-24,0,0,0
"Terrell",2020-04-25,0,0,0
"Terrell",2020-04-26,0,0,0
"Terrell",2020-04-27,0,0,0
"Terrell",2020-04-28,0,0,0
"Terrell",2020-04-29,0,0,0
"Terrell",2020-04-30,0,0,0
"Terrell",2020-05-01,0,0,0
"Terrell",2020-05-02,0,0,0
"Terrell",2020-05-03,0,0,0
"Terrell",2020-05-04,0,0,0
"Terrell",2020-05-05,0,0,0
"Terrell",2020-05-06,0,0,0
"Terrell",2020-05-07,0,0,0
"Terrell",2020-05-08,0,0,0
"Terrell",2020-05-09,0,0,0
"Terrell",2020-05-10,0,0,0
"Terrell",2020-05-11,0,0,0
"Terrell",2020-05-12,0,0,0
"Terrell",2020-05-13,0,0,0
"Terrell",2020-05-14,0,0,0
"Terrell",2020-05-15,0,0,0
"Terrell",2020-05-16,0,0,0
"Terrell",2020-05-17,0,0,0
"Terrell",2020-05-18,0,0,0
"Terrell",2020-05-19,0,0,0
"Terrell",2020-05-20,0,0,0
"Terrell",2020-05-21,0,0,0
"Terrell",2020-05-22,0,0,0
"Terrell",2020-05-23,0,0,0
"Terrell",2020-05-24,0,0,0
"Terrell",2020-05-25,0,0,0
"Terrell",2020-05-26,0,0,0
"Terrell",2020-05-27,0,0,0
"Terrell",2020-05-28,0,0,0
"Terrell",2020-05-29,0,0,0
"Terrell",2020-05-30,0,0,0
"Terrell",2020-05-31,0,0,0
"Terrell",2020-06-01,0,0,0
"Terrell",2020-06-02,0,0,0
"Terrell",2020-06-03,0,0,0
"Terrell",2020-06-04,0,0,0
"Terrell",2020-06-05,0,0,0
"Terrell",2020-06-06,0,0,0
"Terrell",2020-06-07,0,0,0
"Terrell",2020-06-08,0,0,0
"Terrell",2020-06-09,0,0,0
"Terrell",2020-06-10,0,0,0
"Terrell",2020-06-11,0,0,0
"Terrell",2020-06-12,0,0,0
"Terrell",2020-06-13,0,0,0
"Terrell",2020-06-14,0,0,0
"Terrell",2020-06-15,0,0,0
"Terrell",2020-06-16,0,0,0
"Terrell",2020-06-17,0,0,0
"Terrell",2020-06-18,0,0,0
"Terrell",2020-06-19,0,0,0
"Terrell",2020-06-20,0,0,0
"Terrell",2020-06-21,0,0,0
"Terrell",2020-06-22,0,0,0
"Terrell",2020-06-23,1,1,1
"Terrell",2020-06-24,1,1,0
"Terrell",2020-06-25,1,1,0
"Terrell",2020-06-26,1,1,0
"Terrell",2020-06-27,1,1,0
"Terrell",2020-06-28,1,1,0
"Terrell",2020-06-29,1,1,0
"Terrell",2020-06-30,2,2,1
"Terrell",2020-07-01,3,3,1
"Terrell",2020-07-02,2,2,-1
"Terrell",2020-07-03,2,2,0
"Terrell",2020-07-04,2,2,0
"Terrell",2020-07-05,2,2,0
"Terrell",2020-07-06,2,2,0
"Terrell",2020-07-07,1,1,-1
"Terrell",2020-07-08,1,1,0
"Terrell",2020-07-09,1,1,0
"Terrell",2020-07-10,1,1,0
"Terrell",2020-07-11,1,1,0
"Terrell",2020-07-12,1,1,0
"Terrell",2020-07-13,1,1,0
"Terrell",2020-07-14,0,0,-1
"Terrell",2020-07-15,0,0,0
"Terrell",2020-07-16,0,0,0
"Terrell",2020-07-17,0,0,0
"Terrell",2020-07-18,0,0,0
"Terrell",2020-07-19,0,0,0
"Terrell",2020-07-20,0,0,0
"Terrell",2020-07-21,0,0,0
"Terrell",2020-07-22,0,0,0
"Terrell",2020-07-23,0,0,0
"Terrell",2020-07-24,0,0,0
"Terrell",2020-07-25,0,0,0
"Terrell",2020-07-26,0,0,0
"Terrell",2020-07-27,0,0,0
"Terrell",2020-07-28,0,0,0
"Terrell",2020-07-29,0,0,0
"Terrell",2020-07-30,0,0,0
"Terrell",2020-07-31,0,0,0
"Terrell",2020-08-01,0,0,0
"Terrell",2020-08-02,0,0,0
"Terrell",2020-08-03,0,0,0
"Terrell",2020-08-04,0,0,0
"Terrell",2020-08-05,0,0,0
"Terrell",2020-08-06,0,0,0
"Terrell",2020-08-07,0,0,0
"Terrell",2020-08-08,0,0,0
"Terrell",2020-08-09,0,0,0
"Terrell",2020-08-10,0,0,0
"Terrell",2020-08-11,0,0,0
"Terrell",2020-08-12,0,0,0
"Terrell",2020-08-13,0,0,0
"Terrell",2020-08-14,0,0,0
"Terrell",2020-08-15,0,0,0
"Terrell",2020-08-16,0,0,0
"Terrell",2020-08-17,0,0,0
"Terrell",2020-08-18,1,1,1
"Terrell",2020-08-19,1,1,0
"Terrell",2020-08-20,1,1,0
"Terrell",2020-08-21,1,1,0
"Terrell",2020-08-22,1,1,0
"Terrell",2020-08-23,1,1,0
"Terrell",2020-08-24,1,1,0
"Terrell",2020-08-25,1,1,0
"Terrell",2020-08-26,1,1,0
"Terrell",2020-08-27,1,1,0
"Terrell",2020-08-28,1,1,0
"Terrell",2020-08-29,1,1,0
"Terrell",2020-08-30,1,1,0
"Terrell",2020-08-31,1,1,0
"Terrell",2020-09-01,1,1,0
"Terrell",2020-09-02,1,1,0
"Terrell",2020-09-03,1,1,0
"Terrell",2020-09-04,1,1,0
"Terrell",2020-09-05,1,1,0
"Terrell",2020-09-06,1,1,0
"Terrell",2020-09-07,1,1,0
"Terrell",2020-09-08,1,1,0
"Terrell",2020-09-09,1,1,0
"Terrell",2020-09-10,1,1,0
"Terrell",2020-09-11,1,1,0
"Terrell",2020-09-12,1,1,0
"Terrell",2020-09-13,1,1,0
"Terrell",2020-09-14,1,1,0
"Terrell",2020-09-15,1,1,0
"Terrell",2020-09-16,1,1,0
"Terrell",2020-09-17,1,1,0
"Terrell",2020-09-18,1,1,0
"Terrell",2020-09-19,1,1,0
"Terrell",2020-09-20,0,0,-1
"Terrell",2020-09-21,0,0,0
"Terrell",2020-09-22,0,0,0
"Terrell",2020-09-23,0,0,0
"Terrell",2020-09-24,0,0,0
"Terrell",2020-09-25,0,0,0
"Terrell",2020-09-26,0,0,0
"Terrell",2020-09-27,0,0,0
"Terrell",2020-09-28,0,0,0
"Terrell",2020-09-29,0,0,0
"Terrell",2020-09-30,0,0,0
"Terrell",2020-10-01,0,0,0
"Terrell",2020-10-02,0,0,0
"Terrell",2020-10-03,0,0,0
"Terrell",2020-10-04,0,0,0
"Terrell",2020-10-05,0,0,0
"Terrell",2020-10-06,0,0,0
"Terrell",2020-10-07,0,0,0
"Terrell",2020-10-08,0,0,0
"Terrell",2020-10-09,0,0,0
"Terrell",2020-10-10,0,0,0
"Terrell",2020-10-11,0,0,0
"Terrell",2020-10-12,0,0,0
"Terrell",2020-10-13,0,0,0
"Terrell",2020-10-14,0,0,0
"Terrell",2020-10-15,0,0,0
"Terrell",2020-10-16,1,1,1
"Terrell",2020-10-17,1,1,0
"Terrell",2020-10-18,1,1,0
"Terrell",2020-10-19,1,1,0
"Terrell",2020-10-20,1,1,0
"Terrell",2020-10-21,1,1,0
"Terrell",2020-10-22,1,1,0
"Terrell",2020-10-23,1,1,0
"Terrell",2020-10-24,0,0,-1
"Terrell",2020-10-25,1,1,1
"Terrell",2020-10-26,1,1,0
"Terrell",2020-10-27,1,1,0
"Terrell",2020-10-28,1,1,0
"Terrell",2020-10-29,1,1,0
"Terrell",2020-10-30,1,1,0
"Terrell",2020-10-31,0,0,-1
"Terrell",2020-11-01,0,0,0
"Terrell",2020-11-02,0,0,0
"Terrell",2020-11-03,0,0,0
"Terrell",2020-11-04,0,0,0
"Terrell",2020-11-05,3,3,3
"Terrell",2020-11-06,4,4,1
"Terrell",2020-11-07,4,4,0
"Terrell",2020-11-08,4,4,0
"Terrell",2020-11-09,4,4,0
"Terrell",2020-11-10,4,4,0
"Terrell",2020-11-11,4,4,0
"Terrell",2020-11-12,5,5,1
"Terrell",2020-11-13,5,5,0
"Terrell",2020-11-14,5,5,0
"Terrell",2020-11-15,5,5,0
"Terrell",2020-11-16,5,5,0
"Terrell",2020-11-17,7,7,2
"Terrell",2020-11-18,7,7,0
"Terrell",2020-11-19,7,7,0
"Terrell",2020-11-20,6,6,-1
"Terrell",2020-11-21,6,6,0
"Terrell",2020-11-22,6,6,0
"Terrell",2020-11-23,6,6,0
"Terrell",2020-11-24,6,6,0
"Terrell",2020-11-25,7,7,1
"Terrell",2020-11-26,7,7,0
"Terrell",2020-11-27,8,8,1
"Terrell",2020-11-28,9,9,1
"Terrell",2020-11-29,11,11,2
"Terrell",2020-11-30,11,11,0
"Terrell",2020-12-01,11,11,0
"Terrell",2020-12-02,9,9,-2
"Terrell",2020-12-03,9,9,0
"Terrell",2020-12-04,9,9,0
"Terrell",2020-12-05,7,7,-2
"Terrell",2020-12-06,8,8,1
"Terrell",2020-12-07,10,10,2
"Terrell",2020-12-08,13,13,3
"Terrell",2020-12-09,13,13,0
"Terrell",2020-12-10,15,15,2
"Terry",2020-04-07,4,4,4
"Terry",2020-04-08,5,5,1
"Terry",2020-04-09,5,5,0
"Terry",2020-04-10,5,5,0
"Terry",2020-04-11,5,5,0
"Terry",2020-04-12,4,4,-1
"Terry",2020-04-13,8,8,4
"Terry",2020-04-14,7,7,-1
"Terry",2020-04-15,7,7,0
"Terry",2020-04-16,7,7,0
"Terry",2020-04-17,7,7,0
"Terry",2020-04-18,7,7,0
"Terry",2020-04-19,7,7,0
"Terry",2020-04-20,7,7,0
"Terry",2020-04-21,7,7,0
"Terry",2020-04-22,5,5,-2
"Terry",2020-04-23,5,5,0
"Terry",2020-04-24,5,5,0
"Terry",2020-04-25,5,5,0
"Terry",2020-04-26,5,5,0
"Terry",2020-04-27,2,2,-3
"Terry",2020-04-28,2,2,0
"Terry",2020-04-29,2,2,0
"Terry",2020-04-30,2,2,0
"Terry",2020-05-01,2,2,0
"Terry",2020-05-02,2,2,0
"Terry",2020-05-03,2,2,0
"Terry",2020-05-04,2,2,0
"Terry",2020-05-05,3,3,1
"Terry",2020-05-06,3,3,0
"Terry",2020-05-07,3,3,0
"Terry",2020-05-08,3,3,0
"Terry",2020-05-09,3,3,0
"Terry",2020-05-10,3,3,0
"Terry",2020-05-11,3,3,0
"Terry",2020-05-12,3,3,0
"Terry",2020-05-13,3,3,0
"Terry",2020-05-14,2,2,-1
"Terry",2020-05-15,1,1,-1
"Terry",2020-05-16,1,1,0
"Terry",2020-05-17,1,1,0
"Terry",2020-05-18,1,1,0
"Terry",2020-05-19,1,1,0
"Terry",2020-05-20,1,1,0
"Terry",2020-05-21,1,1,0
"Terry",2020-05-22,1,1,0
"Terry",2020-05-23,1,1,0
"Terry",2020-05-24,1,1,0
"Terry",2020-05-25,1,1,0
"Terry",2020-05-26,1,1,0
"Terry",2020-05-27,1,1,0
"Terry",2020-05-28,1,1,0
"Terry",2020-05-29,1,1,0
"Terry",2020-05-30,1,1,0
"Terry",2020-05-31,1,1,0
"Terry",2020-06-01,1,1,0
"Terry",2020-06-02,0,0,-1
"Terry",2020-06-03,0,0,0
"Terry",2020-06-04,0,0,0
"Terry",2020-06-05,0,0,0
"Terry",2020-06-06,0,0,0
"Terry",2020-06-07,0,0,0
"Terry",2020-06-08,0,0,0
"Terry",2020-06-09,0,0,0
"Terry",2020-06-10,0,0,0
"Terry",2020-06-11,0,0,0
"Terry",2020-06-12,0,0,0
"Terry",2020-06-13,0,0,0
"Terry",2020-06-14,0,0,0
"Terry",2020-06-15,0,0,0
"Terry",2020-06-16,0,0,0
"Terry",2020-06-17,0,0,0
"Terry",2020-06-18,1,1,1
"Terry",2020-06-19,1,1,0
"Terry",2020-06-20,1,1,0
"Terry",2020-06-21,1,1,0
"Terry",2020-06-22,1,1,0
"Terry",2020-06-23,1,1,0
"Terry",2020-06-24,1,1,0
"Terry",2020-06-25,2,2,1
"Terry",2020-06-26,3,3,1
"Terry",2020-06-27,3,3,0
"Terry",2020-06-28,3,3,0
"Terry",2020-06-29,3,3,0
"Terry",2020-06-30,4,4,1
"Terry",2020-07-01,4,4,0
"Terry",2020-07-02,7,7,3
"Terry",2020-07-03,8,8,1
"Terry",2020-07-04,23,23,15
"Terry",2020-07-05,23,23,0
"Terry",2020-07-06,19,19,-4
"Terry",2020-07-07,21,21,2
"Terry",2020-07-08,26,26,5
"Terry",2020-07-09,29,29,3
"Terry",2020-07-10,24,24,-5
"Terry",2020-07-11,25,25,1
"Terry",2020-07-12,25,25,0
"Terry",2020-07-13,16,16,-9
"Terry",2020-07-14,18,18,2
"Terry",2020-07-15,16,16,-2
"Terry",2020-07-16,16,16,0
"Terry",2020-07-17,15,15,-1
"Terry",2020-07-18,19,19,4
"Terry",2020-07-19,19,19,0
"Terry",2020-07-20,19,19,0
"Terry",2020-07-21,10,10,-9
"Terry",2020-07-22,13,13,3
"Terry",2020-07-23,15,15,2
"Terry",2020-07-24,30,30,15
"Terry",2020-07-25,30,30,0
"Terry",2020-07-26,28,28,-2
"Terry",2020-07-27,20,20,-8
"Terry",2020-07-28,33,33,13
"Terry",2020-07-29,32,32,-1
"Terry",2020-07-30,31,31,-1
"Terry",2020-07-31,29,29,-2
"Terry",2020-08-01,35,35,6
"Terry",2020-08-02,34,34,-1
"Terry",2020-08-03,31,31,-3
"Terry",2020-08-04,31,31,0
"Terry",2020-08-05,30,30,-1
"Terry",2020-08-06,31,31,1
"Terry",2020-08-07,28,28,-3
"Terry",2020-08-08,34,34,6
"Terry",2020-08-09,34,34,0
"Terry",2020-08-10,24,24,-10
"Terry",2020-08-11,39,39,15
"Terry",2020-08-12,41,41,2
"Terry",2020-08-13,39,39,-2
"Terry",2020-08-14,26,26,-13
"Terry",2020-08-15,33,33,7
"Terry",2020-08-16,33,33,0
"Terry",2020-08-17,33,33,0
"Terry",2020-08-18,24,24,-9
"Terry",2020-08-19,31,31,7
"Terry",2020-08-20,37,37,6
"Terry",2020-08-21,37,37,0
"Terry",2020-08-22,27,27,-10
"Terry",2020-08-23,26,26,-1
"Terry",2020-08-24,26,26,0
"Terry",2020-08-25,22,22,-4
"Terry",2020-08-26,25,25,3
"Terry",2020-08-27,29,29,4
"Terry",2020-08-28,21,21,-8
"Terry",2020-08-29,22,22,1
"Terry",2020-08-30,22,22,0
"Terry",2020-08-31,21,21,-1
"Terry",2020-09-01,25,25,4
"Terry",2020-09-02,13,13,-12
"Terry",2020-09-03,14,14,1
"Terry",2020-09-04,16,16,2
"Terry",2020-09-05,14,14,-2
"Terry",2020-09-06,14,14,0
"Terry",2020-09-07,14,14,0
"Terry",2020-09-08,14,14,0
"Terry",2020-09-09,14,14,0
"Terry",2020-09-10,14,14,0
"Terry",2020-09-11,14,14,0
"Terry",2020-09-12,14,14,0
"Terry",2020-09-13,14,14,0
"Terry",2020-09-14,14,14,0
"Terry",2020-09-15,16,16,2
"Terry",2020-09-16,13,13,-3
"Terry",2020-09-17,13,13,0
"Terry",2020-09-18,16,16,3
"Terry",2020-09-19,19,19,3
"Terry",2020-09-20,19,19,0
"Terry",2020-09-21,19,19,0
"Terry",2020-09-22,22,22,3
"Terry",2020-09-23,23,23,1
"Terry",2020-09-24,21,21,-2
"Terry",2020-09-25,22,22,1
"Terry",2020-09-26,22,22,0
"Terry",2020-09-27,22,22,0
"Terry",2020-09-28,22,22,0
"Terry",2020-09-29,22,22,0
"Terry",2020-09-30,22,22,0
"Terry",2020-10-01,30,30,8
"Terry",2020-10-02,41,41,11
"Terry",2020-10-03,41,41,0
"Terry",2020-10-04,54,54,13
"Terry",2020-10-05,54,54,0
"Terry",2020-10-06,65,65,11
"Terry",2020-10-07,84,84,19
"Terry",2020-10-08,87,87,3
"Terry",2020-10-09,93,93,6
"Terry",2020-10-10,97,97,4
"Terry",2020-10-11,97,97,0
"Terry",2020-10-12,97,97,0
"Terry",2020-10-13,108,108,11
"Terry",2020-10-14,126,126,18
"Terry",2020-10-15,133,133,7
"Terry",2020-10-16,133,133,0
"Terry",2020-10-17,151,151,18
"Terry",2020-10-18,159,159,8
"Terry",2020-10-19,159,159,0
"Terry",2020-10-20,170,170,11
"Terry",2020-10-21,183,183,13
"Terry",2020-10-22,182,182,-1
"Terry",2020-10-23,182,182,0
"Terry",2020-10-24,181,181,-1
"Terry",2020-10-25,183,183,2
"Terry",2020-10-26,183,183,0
"Terry",2020-10-27,183,183,0
"Terry",2020-10-28,186,186,3
"Terry",2020-10-29,205,205,19
"Terry",2020-10-30,206,206,1
"Terry",2020-10-31,221,221,15
"Terry",2020-11-01,221,221,0
"Terry",2020-11-02,221,221,0
"Terry",2020-11-03,222,222,1
"Terry",2020-11-04,223,223,1
"Terry",2020-11-05,237,237,14
"Terry",2020-11-06,245,245,8
"Terry",2020-11-07,243,243,-2
"Terry",2020-11-08,243,243,0
"Terry",2020-11-09,243,243,0
"Terry",2020-11-10,220,220,-23
"Terry",2020-11-11,238,238,18
"Terry",2020-11-12,231,231,-7
"Terry",2020-11-13,230,230,-1
"Terry",2020-11-14,230,230,0
"Terry",2020-11-15,254,254,24
"Terry",2020-11-16,254,254,0
"Terry",2020-11-17,260,260,6
