County,Gender,Age_Group,Population_2020_04_01,Population_2020_07_01,Population_2021_07_01
Colorado,Male,6 months-4 years,455,459,440
Comal,Female,6 months-4 years,3039,3063,3189
Comal,Male,6 months-4 years,3118,3130,3321
Comanche,Female,6 months-4 years,248,240,251
Comanche,Male,6 months-4 years,278,270,264
Concho,Female,6 months-4 years,53,52,46
Concho,Male,6 months-4 years,65,66,59
Cooke,Female,6 months-4 years,944,941,911
Cooke,Male,6 months-4 years,967,947,924
Coryell,Female,6 months-4 years,1892,1874,1833
Coryell,Male,6 months-4 years,1895,1880,1834
Cottle,Female,6 months-4 years,24,23,21
Cottle,Male,6 months-4 years,23,24,24
Crane,Female,6 months-4 years,106,104,114
Crane,Male,6 months-4 years,123,124,118
Crockett,Female,6 months-4 years,62,62,65
Crockett,Male,6 months-4 years,62,64,67
Crosby,Female,6 months-4 years,109,111,117
Crosby,Male,6 months-4 years,108,105,108
Culberson,Female,6 months-4 years,52,55,52
Culberson,Male,6 months-4 years,50,50,52
Dallam,Female,6 months-4 years,242,246,246
Dallam,Male,6 months-4 years,252,253,262
Dallas,Female,6 months-4 years,63962,63464,61160
Dallas,Male,6 months-4 years,66774,66178,63823
Dawson,Female,6 months-4 years,309,304,300
Dawson,Male,6 months-4 years,316,319,314
DeWitt,Female,6 months-4 years,401,392,390
DeWitt,Male,6 months-4 years,431,421,411
Deaf Smith,Female,6 months-4 years,566,564,556
Deaf Smith,Male,6 months-4 years,552,547,546
Delta,Female,6 months-4 years,121,117,127
Delta,Male,6 months-4 years,125,126,126
Denton,Female,6 months-4 years,18288,18341,18351
Denton,Male,6 months-4 years,19318,19342,19296
Dickens,Female,6 months-4 years,33,33,31
Dickens,Male,6 months-4 years,22,21,24
Dimmit,Female,6 months-4 years,204,202,201
Dimmit,Male,6 months-4 years,209,209,204
Donley,Female,6 months-4 years,48,51,56
Donley,Male,6 months-4 years,63,62,52
Duval,Female,6 months-4 years,245,241,248
Duval,Male,6 months-4 years,249,247,232
Eastland,Female,6 months-4 years,350,357,338
Eastland,Male,6 months-4 years,362,363,374
Ector,Female,6 months-4 years,4974,4985,4850
Ector,Male,6 months-4 years,5203,5196,4964
Edwards,Female,6 months-4 years,31,31,31
Edwards,Male,6 months-4 years,26,24,24
El Paso,Female,6 months-4 years,21188,21078,20244
El Paso,Male,6 months-4 years,21886,21714,21027
Ellis,Female,6 months-4 years,4258,4290,4333
Ellis,Male,6 months-4 years,4508,4530,4653
Erath,Female,6 months-4 years,840,845,846
Erath,Male,6 months-4 years,836,834,869
Falls,Female,6 months-4 years,349,344,349
Falls,Male,6 months-4 years,337,337,360
Fannin,Female,6 months-4 years,609,615,610
Fannin,Male,6 months-4 years,625,623,629
Fayette,Female,6 months-4 years,389,388,369
Fayette,Male,6 months-4 years,454,441,444
Fisher,Female,6 months-4 years,62,64,64
Fisher,Male,6 months-4 years,67,67,63
Floyd,Female,6 months-4 years,125,124,126
Floyd,Male,6 months-4 years,113,111,109
Foard,Female,6 months-4 years,20,20,24
Foard,Male,6 months-4 years,17,19,22
Fort Bend,Female,6 months-4 years,18392,18356,18152
Fort Bend,Male,6 months-4 years,18779,18732,18770
Franklin,Female,6 months-4 years,192,191,200
Franklin,Male,6 months-4 years,211,208,213
Freestone,Female,6 months-4 years,397,394,396
Freestone,Male,6 months-4 years,388,393,365
Frio,Female,6 months-4 years,393,384,390
Frio,Male,6 months-4 years,393,395,396
Gaines,Female,6 months-4 years,739,740,741
Gaines,Male,6 months-4 years,829,835,829
Galveston,Female,6 months-4 years,7246,7198,7077
Galveston,Male,6 months-4 years,7512,7453,7261
Garza,Female,6 months-4 years,74,74,78
Garza,Male,6 months-4 years,83,85,71
Gillespie,Female,6 months-4 years,452,451,465
Gillespie,Male,6 months-4 years,447,447,430
Glasscock,Female,6 months-4 years,28,27,31
Glasscock,Male,6 months-4 years,22,22,27
Goliad,Female,6 months-4 years,124,122,130
Goliad,Male,6 months-4 years,123,115,130
Gonzales,Female,6 months-4 years,461,455,443
Gonzales,Male,6 months-4 years,489,486,478
Gray,Female,6 months-4 years,406,400,392
Gray,Male,6 months-4 years,508,500,462
Grayson,Female,6 months-4 years,2851,2831,2869
Grayson,Male,6 months-4 years,2978,2989,3009
Gregg,Female,6 months-4 years,2866,2843,2815
Gregg,Male,6 months-4 years,2961,2943,2906
Grimes,Female,6 months-4 years,601,604,600
Grimes,Male,6 months-4 years,549,547,568
Guadalupe,Female,6 months-4 years,3537,3534,3417
Guadalupe,Male,6 months-4 years,3669,3647,3571
Hale,Female,6 months-4 years,729,720,682
Hale,Male,6 months-4 years,748,751,714
Hall,Female,6 months-4 years,36,34,38
Hall,Male,6 months-4 years,43,42,41
Hamilton,Female,6 months-4 years,149,145,134
Hamilton,Male,6 months-4 years,163,161,144
Hansford,Female,6 months-4 years,129,128,115
Hansford,Male,6 months-4 years,146,144,142
Hardeman,Female,6 months-4 years,62,65,63
Hardeman,Male,6 months-4 years,61,60,64
Hardin,Female,6 months-4 years,1172,1154,1150
Hardin,Male,6 months-4 years,1219,1221,1247
Harris,Female,6 months-4 years,117311,116231,112229
Harris,Male,6 months-4 years,121352,120240,116275
Harrison,Female,6 months-4 years,1390,1362,1338
Harrison,Male,6 months-4 years,1469,1458,1421
Hartley,Female,6 months-4 years,104,106,113
Hartley,Male,6 months-4 years,117,120,124
Haskell,Female,6 months-4 years,72,72,72
Haskell,Male,6 months-4 years,69,70,80
Hays,Female,6 months-4 years,4818,4826,4930
Hays,Male,6 months-4 years,5198,5221,5240
Hemphill,Female,6 months-4 years,63,62,55
Hemphill,Male,6 months-4 years,86,87,76
Henderson,Female,6 months-4 years,1480,1490,1539
Henderson,Male,6 months-4 years,1613,1614,1634
Hidalgo,Female,6 months-4 years,25038,24842,24024
Hidalgo,Male,6 months-4 years,25876,25647,24809
Hill,Female,6 months-4 years,694,691,703
Hill,Male,6 months-4 years,771,772,752
Hockley,Female,6 months-4 years,501,496,480
Hockley,Male,6 months-4 years,519,510,498
Hood,Female,6 months-4 years,1099,1093,1086
Hood,Male,6 months-4 years,1121,1109,1079
Hopkins,Female,6 months-4 years,793,781,766
Hopkins,Male,6 months-4 years,822,830,855
Houston,Female,6 months-4 years,379,375,377
Houston,Male,6 months-4 years,376,376,386
Howard,Female,6 months-4 years,720,717,665
Howard,Male,6 months-4 years,794,788,716
Hudspeth,Female,6 months-4 years,57,56,55
Hudspeth,Male,6 months-4 years,49,50,66
Hunt,Female,6 months-4 years,2097,2079,2166
Hunt,Male,6 months-4 years,2185,2176,2253
Hutchinson,Female,6 months-4 years,443,433,412
Hutchinson,Male,6 months-4 years,472,475,470
Irion,Female,6 months-4 years,28,30,34
Irion,Male,6 months-4 years,23,24,26
Jack,Female,6 months-4 years,136,135,132
Jack,Male,6 months-4 years,153,155,150
Jackson,Female,6 months-4 years,375,370,370
Jackson,Male,6 months-4 years,358,360,357
Jasper,Female,6 months-4 years,659,640,620
Jasper,Male,6 months-4 years,687,692,678
Jeff Davis,Female,6 months-4 years,11,10,7
Jeff Davis,Male,6 months-4 years,7,5,8
Jefferson,Female,6 months-4 years,5958,5908,5686
Jefferson,Male,6 months-4 years,6327,6241,5974
Jim Hogg,Female,6 months-4 years,104,99,89
Jim Hogg,Male,6 months-4 years,122,127,118
Jim Wells,Female,6 months-4 years,927,924,884
Jim Wells,Male,6 months-4 years,958,946,924
Johnson,Female,6 months-4 years,3928,3922,4060
Johnson,Male,6 months-4 years,4101,4079,4139
Jones,Female,6 months-4 years,313,311,284
Jones,Male,6 months-4 years,271,274,290
Karnes,Female,6 months-4 years,290,288,280
Karnes,Male,6 months-4 years,302,300,289
Kaufman,Female,6 months-4 years,3449,3469,3752
Kaufman,Male,6 months-4 years,3802,3802,4013
Kendall,Female,6 months-4 years,708,704,729
Kendall,Male,6 months-4 years,726,736,803
Kenedy,Female,6 months-4 years,4,4,7
Kenedy,Male,6 months-4 years,4,2,1
Kent,Female,6 months-4 years,13,13,8
Kent,Male,6 months-4 years,15,14,13
Kerr,Female,6 months-4 years,899,888,874
Kerr,Male,6 months-4 years,973,979,946
Kimble,Female,6 months-4 years,80,81,84
Kimble,Male,6 months-4 years,73,71,74
King,Female,6 months-4 years,4,6,6
King,Male,6 months-4 years,6,6,5
Kinney,Female,6 months-4 years,54,55,59
Kinney,Male,6 months-4 years,50,51,53
Kleberg,Female,6 months-4 years,671,673,635
Kleberg,Male,6 months-4 years,757,748,747
Knox,Female,6 months-4 years,69,71,63
Knox,Male,6 months-4 years,89,88,85
La Salle,Female,6 months-4 years,126,122,122
La Salle,Male,6 months-4 years,125,127,121
Lamar,Female,6 months-4 years,1091,1082,1083
Lamar,Male,6 months-4 years,1161,1150,1140
Lamb,Female,6 months-4 years,315,309,285
Lamb,Male,6 months-4 years,312,305,294
Lampasas,Female,6 months-4 years,369,363,359
Lampasas,Male,6 months-4 years,408,421,427
Lavaca,Female,6 months-4 years,411,413,403
Lavaca,Male,6 months-4 years,426,428,435
Lee,Female,6 months-4 years,352,346,334
Lee,Male,6 months-4 years,380,377,355
Leon,Female,6 months-4 years,290,290,283
Leon,Male,6 months-4 years,351,353,357
Liberty,Female,6 months-4 years,2294,2300,2422
Liberty,Male,6 months-4 years,2399,2399,2473
Limestone,Female,6 months-4 years,474,465,424
Limestone,Male,6 months-4 years,442,440,431
Lipscomb,Female,6 months-4 years,58,57,58
Lipscomb,Male,6 months-4 years,63,65,71
Live Oak,Female,6 months-4 years,218,222,197
Live Oak,Male,6 months-4 years,248,246,251
Llano,Female,6 months-4 years,295,288,292
Llano,Male,6 months-4 years,297,295,304
Loving,Female,6 months-4 years,0,0,0
Loving,Male,6 months-4 years,1,2,1
Lubbock,Female,6 months-4 years,6763,6735,6682
Lubbock,Male,6 months-4 years,7046,7062,6982
Lynn,Female,6 months-4 years,121,118,125
Lynn,Male,6 months-4 years,137,142,137
Madison,Female,6 months-4 years,260,258,271
Madison,Male,6 months-4 years,276,272,293
Marion,Female,6 months-4 years,135,135,144
Marion,Male,6 months-4 years,157,158,145
Martin,Female,6 months-4 years,135,131,125
Martin,Male,6 months-4 years,154,155,145
Mason,Female,6 months-4 years,53,53,50
Mason,Male,6 months-4 years,71,71,69
Matagorda,Female,6 months-4 years,899,899,872
Matagorda,Male,6 months-4 years,931,932,911
Maverick,Female,6 months-4 years,1723,1716,1726
Maverick,Male,6 months-4 years,1888,1877,1835
McCulloch,Female,6 months-4 years,141,142,150
McCulloch,Male,6 months-4 years,132,130,130
McLennan,Female,6 months-4 years,5932,5880,5692
McLennan,Male,6 months-4 years,6182,6151,6073
McMullen,Female,6 months-4 years,12,11,11
McMullen,Male,6 months-4 years,11,12,15
Medina,Female,6 months-4 years,1025,1031,1034
Medina,Male,6 months-4 years,1044,1047,1070
Menard,Female,6 months-4 years,22,24,26
Menard,Male,6 months-4 years,32,32,27
Midland,Female,6 months-4 years,4924,4919,4757
Midland,Male,6 months-4 years,5300,5286,5089
Milam,Female,6 months-4 years,455,447,429
Milam,Male,6 months-4 years,486,472,454
Mills,Female,6 months-4 years,63,65,64
Mills,Male,6 months-4 years,67,65,65
Mitchell,Female,6 months-4 years,169,169,160
Mitchell,Male,6 months-4 years,192,196,188
Montague,Female,6 months-4 years,391,388,364
Montague,Male,6 months-4 years,372,369,384
Montgomery,Female,6 months-4 years,13854,13860,13953
Montgomery,Male,6 months-4 years,14364,14388,14536
Moore,Female,6 months-4 years,674,671,627
Moore,Male,6 months-4 years,678,671,650
Morris,Female,6 months-4 years,225,223,230
Morris,Male,6 months-4 years,270,268,261
Motley,Female,6 months-4 years,21,20,20
Motley,Male,6 months-4 years,20,20,19
Nacogdoches,Female,6 months-4 years,1355,1364,1336
Nacogdoches,Male,6 months-4 years,1438,1418,1386
Navarro,Female,6 months-4 years,1284,1274,1246
Navarro,Male,6 months-4 years,1291,1271,1252
Newton,Female,6 months-4 years,190,190,202
Newton,Male,6 months-4 years,186,183,187
Nolan,Female,6 months-4 years,345,342,329
Nolan,Male,6 months-4 years,336,334,333
Nueces,Female,6 months-4 years,7635,7591,7414
Nueces,Male,6 months-4 years,8095,8030,7810
Ochiltree,Female,6 months-4 years,277,269,246
Ochiltree,Male,6 months-4 years,270,264,253
Oldham,Female,6 months-4 years,19,20,15
Oldham,Male,6 months-4 years,22,25,21
Orange,Female,6 months-4 years,1893,1889,1860
Orange,Male,6 months-4 years,1991,1963,1899
Palo Pinto,Female,6 months-4 years,599,590,570
Palo Pinto,Male,6 months-4 years,620,616,608
Panola,Female,6 months-4 years,421,428,436
Panola,Male,6 months-4 years,466,465,485
Parker,Female,6 months-4 years,3009,3023,3101
Parker,Male,6 months-4 years,3272,3292,3373
Parmer,Female,6 months-4 years,244,244,221
Parmer,Male,6 months-4 years,269,262,251
Pecos,Female,6 months-4 years,355,354,342
Pecos,Male,6 months-4 years,323,321,345
Polk,Female,6 months-4 years,915,922,923
Polk,Male,6 months-4 years,907,901,925
Potter,Female,6 months-4 years,2920,2893,2729
Potter,Male,6 months-4 years,2981,2953,2807
Presidio,Female,6 months-4 years,168,166,157
Presidio,Male,6 months-4 years,171,172,185
Rains,Female,6 months-4 years,195,197,196
Rains,Male,6 months-4 years,223,218,220
Randall,Female,6 months-4 years,2929,2920,2872
Randall,Male,6 months-4 years,3023,3006,2953
Reagan,Female,6 months-4 years,94,94,89
Reagan,Male,6 months-4 years,96,96,92
Real,Female,6 months-4 years,41,41,40
Real,Male,6 months-4 years,54,54,53
Red River,Female,6 months-4 years,192,194,200
Red River,Male,6 months-4 years,209,206,210
Reeves,Female,6 months-4 years,322,321,335
Reeves,Male,6 months-4 years,302,298,293
Refugio,Female,6 months-4 years,132,130,124
Refugio,Male,6 months-4 years,127,123,122
Roberts,Female,6 months-4 years,16,15,12
Roberts,Male,6 months-4 years,15,15,13
Robertson,Female,6 months-4 years,353,354,368
Robertson,Male,6 months-4 years,365,362,368
Rockwall,Female,6 months-4 years,2243,2259,2368
Rockwall,Male,6 months-4 years,2365,2362,2463
Runnels,Female,6 months-4 years,185,184,193
Runnels,Male,6 months-4 years,230,231,231
Rusk,Female,6 months-4 years,963,963,998
Rusk,Male,6 months-4 years,1023,1028,1002
Sabine,Female,6 months-4 years,155,151,155
Sabine,Male,6 months-4 years,177,178,170
San Augustine,Female,6 months-4 years,137,139,134
San Augustine,Male,6 months-4 years,148,145,136
San Jacinto,Female,6 months-4 years,481,483,471
San Jacinto,Male,6 months-4 years,529,524,519
San Patricio,Female,6 months-4 years,1622,1609,1579
San Patricio,Male,6 months-4 years,1700,1682,1651
San Saba,Female,6 months-4 years,110,111,105
San Saba,Male,6 months-4 years,107,106,108
Schleicher,Female,6 months-4 years,33,34,35
Schleicher,Male,6 months-4 years,38,38,40
Scurry,Female,6 months-4 years,396,400,374
Scurry,Male,6 months-4 years,396,390,358
Shackelford,Female,6 months-4 years,53,55,59
Shackelford,Male,6 months-4 years,61,62,61
Shelby,Female,6 months-4 years,592,587,568
Shelby,Male,6 months-4 years,603,604,587
Sherman,Female,6 months-4 years,64,62,69
Sherman,Male,6 months-4 years,64,66,74
Smith,Female,6 months-4 years,5212,5201,5080
Smith,Male,6 months-4 years,5402,5358,5256
Somervell,Female,6 months-4 years,145,144,135
Somervell,Male,6 months-4 years,166,168,178
Starr,Female,6 months-4 years,2096,2063,2005
Starr,Male,6 months-4 years,2121,2090,2054
Stephens,Female,6 months-4 years,170,168,169
Stephens,Male,6 months-4 years,187,184,183
Sterling,Female,6 months-4 years,34,34,29
Sterling,Male,6 months-4 years,34,36,37
Stonewall,Female,6 months-4 years,18,21,19
Stonewall,Male,6 months-4 years,30,28,24
Sutton,Female,6 months-4 years,76,78,73
Sutton,Male,6 months-4 years,76,74,69
Swisher,Female,6 months-4 years,136,141,131
Swisher,Male,6 months-4 years,146,141,135
Tarrant,Female,6 months-4 years,48166,47922,46834
Tarrant,Male,6 months-4 years,50144,49911,48659
Taylor,Female,6 months-4 years,3548,3525,3356
Taylor,Male,6 months-4 years,3679,3676,3561
Terrell,Female,6 months-4 years,11,10,11
Terrell,Male,6 months-4 years,16,16,13
Terry,Female,6 months-4 years,304,307,294
Terry,Male,6 months-4 years,328,325,318
Throckmorton,Female,6 months-4 years,27,25,28
Throckmorton,Male,6 months-4 years,30,31,34
Titus,Female,6 months-4 years,815,812,788
Titus,Male,6 months-4 years,835,830,782
Tom Green,Female,6 months-4 years,2598,2587,2551
Tom Green,Male,6 months-4 years,2814,2810,2713
Travis,Female,6 months-4 years,25907,25759,24944
Travis,Male,6 months-4 years,27100,26964,26327
Trinity,Female,6 months-4 years,232,229,225
Trinity,Male,6 months-4 years,239,233,227
Tyler,Female,6 months-4 years,330,323,323
Tyler,Male,6 months-4 years,319,316,333
Upshur,Female,6 months-4 years,820,809,836
Upshur,Male,6 months-4 years,809,812,804
Upton,Female,6 months-4 years,83,85,76
Upton,Male,6 months-4 years,78,76,76
Uvalde,Female,6 months-4 years,629,629,643
Uvalde,Male,6 months-4 years,610,622,652
Val Verde,Female,6 months-4 years,1331,1320,1283
Val Verde,Male,6 months-4 years,1331,1329,1316
Van Zandt,Female,6 months-4 years,1158,1149,1150
Van Zandt,Male,6 months-4 years,1266,1256,1231
Victoria,Female,6 months-4 years,2071,2069,2042
Victoria,Male,6 months-4 years,2214,2191,2144
Walker,Female,6 months-4 years,1040,1043,992
Walker,Male,6 months-4 years,1160,1170,1138
Waller,Female,6 months-4 years,1218,1224,1252
Waller,Male,6 months-4 years,1297,1305,1348
Ward,Female,6 months-4 years,330,330,311
Ward,Male,6 months-4 years,342,344,343
Washington,Female,6 months-4 years,685,673,649
Washington,Male,6 months-4 years,664,655,639
Webb,Female,6 months-4 years,7917,7858,7694
Webb,Male,6 months-4 years,8290,8196,7913
Wharton,Female,6 months-4 years,996,987,996
Wharton,Male,6 months-4 years,1056,1058,1035
Wheeler,Female,6 months-4 years,101,98,85
Wheeler,Male,6 months-4 years,98,96,90
Wichita,Female,6 months-4 years,2724,2711,2714
Wichita,Male,6 months-4 years,2839,2838,2857
Wilbarger,Female,6 months-4 years,262,258,260
Wilbarger,Male,6 months-4 years,274,274,265
Willacy,Female,6 months-4 years,435,430,415
Willacy,Male,6 months-4 years,410,407,393
Williamson,Female,6 months-4 years,12933,12937,13059
Williamson,Male,6 months-4 years,13354,13374,13556
Wilson,Female,6 months-4 years,923,921,944
Wilson,Male,6 months-4 years,1016,1011,1000
Winkler,Female,6 months-4 years,211,204,197
Winkler,Male,6 months-4 years,202,201,200
Wise,Female,6 months-4 years,1399,1394,1434
Wise,Male,6 months-4 years,1504,1491,1499
Wood,Female,6 months-4 years,705,713,709
Wood,Male,6 months-4 years,766,761,746
Yoakum,Female,6 months-4 years,242,236,227
Yoakum,Male,6 months-4 years,266,265,252
Young,Female,6 months-4 years,344,342,347
Young,Male,6 months-4 years,365,365,379
Zapata,Female,6 months-4 years,387,380,361
Zapata,Male,6 months-4 years,398,396,382
Zavala,Female,6 months-4 years,227,226,227
Zavala,Male,6 months-4 years,247,247,251
Anderson,Female,5-11 years,2063,2060,2037
Anderson,Male,5-11 years,2256,2238,2207
Andrews,Female,5-11 years,1155,1151,1152
Andrews,Male,5-11 years,1209,1206,1178
Angelina,Female,5-11 years,4375,4360,4303
Angelina,Male,5-11 years,4468,4456,4464
Aransas,Female,5-11 years,803,812,864
Aransas,Male,5-11 years,885,887,925
Archer,Female,5-11 years,374,375,397
Archer,Male,5-11 years,373,371,376
Armstrong,Female,5-11 years,86,86,86
Armstrong,Male,5-11 years,93,91,84
Atascosa,Female,5-11 years,2662,2655,2646
Atascosa,Male,5-11 years,2697,2693,2760
Austin,Female,5-11 years,1477,1454,1400
Austin,Male,5-11 years,1496,1486,1475
Bailey,Female,5-11 years,385,377,362
Bailey,Male,5-11 years,409,403,381
Bandera,Female,5-11 years,701,705,717
Bandera,Male,5-11 years,734,742,758
Bastrop,Female,5-11 years,4888,4934,5157
Bastrop,Male,5-11 years,5055,5074,5261
Baylor,Female,5-11 years,157,154,156
Baylor,Male,5-11 years,184,183,173
Bee,Female,5-11 years,1280,1282,1259
Bee,Male,5-11 years,1342,1338,1299
Bell,Female,5-11 years,19878,19952,20383
Bell,Male,5-11 years,20571,20635,21016
Bexar,Female,5-11 years,98999,98979,98667
Bexar,Male,5-11 years,103455,103429,102940
Blanco,Female,5-11 years,384,383,408
Blanco,Male,5-11 years,401,399,394
Borden,Female,5-11 years,25,24,23
Borden,Male,5-11 years,29,30,32
Bosque,Female,5-11 years,758,761,751
Bosque,Male,5-11 years,810,807,796
Bowie,Female,5-11 years,4318,4310,4330
Bowie,Male,5-11 years,4486,4489,4463
Brazoria,Female,5-11 years,19294,19273,19319
Brazoria,Male,5-11 years,20299,20307,20373
Brazos,Female,5-11 years,9463,9482,9655
Brazos,Male,5-11 years,9740,9762,9777
Brewster,Female,5-11 years,322,319,318
Brewster,Male,5-11 years,355,357,329
Briscoe,Female,5-11 years,65,62,59
Briscoe,Male,5-11 years,65,65,65
Brooks,Female,5-11 years,380,378,391
Brooks,Male,5-11 years,441,441,438
Brown,Female,5-11 years,1538,1518,1455
Brown,Male,5-11 years,1616,1601,1560
Burleson,Female,5-11 years,765,765,796
Burleson,Male,5-11 years,778,777,803
Burnet,Female,5-11 years,1974,1986,2032
Burnet,Male,5-11 years,2135,2147,2184
Caldwell,Female,5-11 years,1988,1975,1983
Caldwell,Male,5-11 years,2039,2021,1997
Calhoun,Female,5-11 years,933,932,905
Calhoun,Male,5-11 years,961,956,935
Callahan,Female,5-11 years,559,558,596
Callahan,Male,5-11 years,629,630,656
Cameron,Female,5-11 years,24435,24385,24138
Cameron,Male,5-11 years,25657,25585,25353
Camp,Female,5-11 years,649,646,639
Camp,Male,5-11 years,650,646,639
Carson,Female,5-11 years,278,278,280
Carson,Male,5-11 years,298,295,285
Cass,Female,5-11 years,1232,1225,1249
Cass,Male,5-11 years,1304,1307,1338
Castro,Female,5-11 years,404,401,393
Castro,Male,5-11 years,463,459,451
Chambers,Female,5-11 years,2592,2634,2738
Chambers,Male,5-11 years,2713,2742,2802
Cherokee,Female,5-11 years,2427,2430,2437
Cherokee,Male,5-11 years,2606,2606,2620
Childress,Female,5-11 years,249,247,240
Childress,Male,5-11 years,268,264,261
Clay,Female,5-11 years,414,411,409
Clay,Male,5-11 years,405,401,411
Cochran,Female,5-11 years,128,128,117
Cochran,Male,5-11 years,148,149,139
Coke,Female,5-11 years,147,147,142
Coke,Male,5-11 years,135,134,138
Coleman,Female,5-11 years,320,320,313
Coleman,Male,5-11 years,324,323,317
Collin,Female,5-11 years,54158,54381,55142
Collin,Male,5-11 years,56210,56446,57241
Collingsworth,Female,5-11 years,157,156,155
Collingsworth,Male,5-11 years,153,152,130
Colorado,Female,5-11 years,967,974,995
Colorado,Male,5-11 years,1020,1021,1020
Comal,Female,5-11 years,7115,7187,7577
Comal,Male,5-11 years,7473,7554,8058
Comanche,Female,5-11 years,584,587,586
Comanche,Male,5-11 years,650,654,653
Concho,Female,5-11 years,100,97,93
Concho,Male,5-11 years,114,112,111
Cooke,Female,5-11 years,1862,1853,1872
Cooke,Male,5-11 years,1951,1954,1967
Coryell,Female,5-11 years,3689,3698,3747
Coryell,Male,5-11 years,3936,3929,3929
Cottle,Female,5-11 years,54,53,56
Cottle,Male,5-11 years,58,54,54
Crane,Female,5-11 years,283,284,280
Crane,Male,5-11 years,263,266,286
Crockett,Female,5-11 years,159,160,152
Crockett,Male,5-11 years,175,177,169
Crosby,Female,5-11 years,258,247,243
Crosby,Male,5-11 years,286,284,273
Culberson,Female,5-11 years,85,86,84
Culberson,Male,5-11 years,107,108,111
Dallam,Female,5-11 years,428,429,427
Dallam,Male,5-11 years,457,457,456
Dallas,Female,5-11 years,129990,129256,125703
Dallas,Male,5-11 years,135868,135112,131527
Dawson,Female,5-11 years,622,622,621
Dawson,Male,5-11 years,667,660,643
DeWitt,Female,5-11 years,880,880,876
DeWitt,Male,5-11 years,939,939,958
Deaf Smith,Female,5-11 years,1125,1118,1096
Deaf Smith,Male,5-11 years,1173,1159,1113
Delta,Female,5-11 years,233,233,254
Delta,Male,5-11 years,226,222,236
Denton,Female,5-11 years,42803,42880,43514
Denton,Male,5-11 years,44852,44977,45389
Dickens,Female,5-11 years,54,53,54
Dickens,Male,5-11 years,58,56,47
Dimmit,Female,5-11 years,495,488,473
Dimmit,Male,5-11 years,517,513,493
Donley,Female,5-11 years,128,128,123
Donley,Male,5-11 years,140,140,135
Duval,Female,5-11 years,514,513,522
Duval,Male,5-11 years,500,503,507
Eastland,Female,5-11 years,695,696,722
Eastland,Male,5-11 years,720,725,732
Ector,Female,5-11 years,9834,9836,9550
Ector,Male,5-11 years,10343,10358,10027
Edwards,Female,5-11 years,54,55,59
Edwards,Male,5-11 years,73,72,69
El Paso,Female,5-11 years,45232,45152,44865
El Paso,Male,5-11 years,46943,46824,46565
Ellis,Female,5-11 years,9969,10019,10424
Ellis,Male,5-11 years,10656,10726,11061
Erath,Female,5-11 years,1736,1742,1768
Erath,Male,5-11 years,1806,1804,1815
Falls,Female,5-11 years,726,733,737
Falls,Male,5-11 years,733,730,721
Fannin,Female,5-11 years,1478,1469,1501
Fannin,Male,5-11 years,1626,1629,1639
Fayette,Female,5-11 years,1016,1019,999
Fayette,Male,5-11 years,971,971,964
Fisher,Female,5-11 years,173,170,172
Fisher,Male,5-11 years,166,168,173
Floyd,Female,5-11 years,285,281,270
Floyd,Male,5-11 years,285,283,280
Foard,Female,5-11 years,44,44,43
Foard,Male,5-11 years,36,33,36
Fort Bend,Female,5-11 years,44601,44816,46513
Fort Bend,Male,5-11 years,47248,47479,48685
Franklin,Female,5-11 years,475,469,464
Franklin,Male,5-11 years,486,488,467
Freestone,Female,5-11 years,859,856,878
Freestone,Male,5-11 years,905,904,911
Frio,Female,5-11 years,814,809,793
Frio,Male,5-11 years,882,876,879
Gaines,Female,5-11 years,1552,1558,1535
Gaines,Male,5-11 years,1504,1517,1569
Galveston,Female,5-11 years,16651,16655,16743
Galveston,Male,5-11 years,17439,17436,17418
Garza,Female,5-11 years,185,184,187
Garza,Male,5-11 years,200,195,187
Gillespie,Female,5-11 years,1055,1050,1060
Gillespie,Male,5-11 years,1101,1101,1110
Glasscock,Female,5-11 years,54,54,57
Glasscock,Male,5-11 years,63,62,61
Goliad,Female,5-11 years,299,299,296
Goliad,Male,5-11 years,277,278,291
Gonzales,Female,5-11 years,974,973,955
Gonzales,Male,5-11 years,1122,1125,1094
Gray,Female,5-11 years,1043,1027,985
Gray,Male,5-11 years,1134,1134,1168
Grayson,Female,5-11 years,6281,6312,6385
Grayson,Male,5-11 years,6696,6709,6827
Gregg,Female,5-11 years,6357,6343,6292
Gregg,Male,5-11 years,6620,6591,6527
Grimes,Female,5-11 years,1250,1255,1301
Grimes,Male,5-11 years,1363,1363,1359
Guadalupe,Female,5-11 years,8447,8483,8631
Guadalupe,Male,5-11 years,8831,8856,8890
Hale,Female,5-11 years,1812,1799,1714
Hale,Male,5-11 years,1787,1762,1729
Hall,Female,5-11 years,137,133,135
Hall,Male,5-11 years,117,114,117
Hamilton,Female,5-11 years,333,334,346
Hamilton,Male,5-11 years,389,390,392
Hansford,Female,5-11 years,281,282,277
Hansford,Male,5-11 years,331,329,316
Hardeman,Female,5-11 years,141,138,151
Hardeman,Male,5-11 years,174,173,169
Hardin,Female,5-11 years,2754,2767,2796
Hardin,Male,5-11 years,2908,2899,2929
Harris,Female,5-11 years,244336,243791,241193
Harris,Male,5-11 years,253097,252509,249797
Harrison,Female,5-11 years,3459,3449,3415
Harrison,Male,5-11 years,3556,3535,3490
Hartley,Female,5-11 years,215,212,201
Hartley,Male,5-11 years,220,219,212
Haskell,Female,5-11 years,198,197,202
