"TSA","Date","Cases_Raw","Cases_Daily","CI_Lower","CI_Upper","Order_AutoReg","Order_Moving_Avg","Order_Seasonal_Autoreg","Order_Seasonal_Moving_Avg","Period","Differencing","Differencing_Seasonal"
"Q - Greater Houston",2020-05-26,126,237.285714285714,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-05-27,561,261.571428571429,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-05-28,463,303.857142857143,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-05-29,262,306.571428571429,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-05-30,379,319.571428571429,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-05-31,752,387.714285714286,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-01,83,375.142857142857,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-02,526,432.285714285714,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-03,603,438.285714285714,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-04,375,425.714285714286,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-05,484,457.428571428571,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-06,446,467,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-07,489,429.428571428571,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-08,163,440.857142857143,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-09,416,425.142857142857,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-10,424,399.571428571429,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-11,455,411,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-12,385,396.857142857143,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-13,427,394.142857142857,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-14,415,383.571428571429,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-15,221,391.857142857143,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-16,572,414.142857142857,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-17,606,440.142857142857,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-18,708,476.285714285714,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-19,544,499,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-20,1443,644.142857142857,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-21,1224,759.714285714286,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-22,305,771.714285714286,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-23,2187,1002.42857142857,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-24,1581,1141.71428571429,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-25,1575,1265.57142857143,NA,NA,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-26,NA,1453.07719342189,1422.23686561393,1483.91752122985,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-27,NA,1594.04540539373,1547.38317095679,1640.70763983066,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-28,NA,1740.22404828468,1675.20640146856,1805.2416951008,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-29,NA,1907.50596766437,1815.6057391354,1999.40619619334,2,0,0,0,1,2,0
"Q - Greater Houston",2020-06-30,NA,2053.67596004007,1936.2256657654,2171.12625431473,2,0,0,0,1,2,0
"Q - Greater Houston",2020-07-01,NA,2206.48586747572,2060.87290542754,2352.09882952389,2,0,0,0,1,2,0
"Q - Greater Houston",2020-07-02,NA,2365.17238124878,2187.83268360293,2542.51207889463,2,0,0,0,1,2,0
"Q - Greater Houston",2020-07-03,NA,2515.12457430969,2305.46031965721,2724.78882896216,2,0,0,0,1,2,0
"Q - Greater Houston",2020-07-04,NA,2669.39432833367,2425.21070121923,2913.57795544811,2,0,0,0,1,2,0
"Q - Greater Houston",2020-07-05,NA,2824.73752383895,2543.93815082228,3105.53689685563,2,0,0,0,1,2,0
"R - East Texas Gulf Coast",2020-03-04,0,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-05,0,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-06,0,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-07,NA,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-08,NA,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-09,0,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-10,0,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-11,0,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-12,0,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-13,0,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-14,NA,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-15,3,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-16,0,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-17,0,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-18,1,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-19,0,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-20,3,NA,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-21,9,2.28571428571429,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-22,6,2.71428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-23,6,3.57142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-24,10,5,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-25,11,6.42857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-26,24,9.85714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-27,23,12.7142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-28,29,15.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-29,16,17,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-30,29,20.2857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-03-31,46,25.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-01,45,30.2857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-02,34,31.7142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-03,38,33.8571428571429,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-04,14,31.7142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-05,138,49.1428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-06,26,48.7142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-07,76,53,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-08,43,52.7142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-09,39,53.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-10,47,54.7142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-11,71,62.8571428571429,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-12,55,51,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-13,36,52.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-14,47,48.2857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-15,39,47.7142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-16,31,46.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-17,50,47,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-18,49,43.8571428571429,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-19,24,39.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-20,30,38.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-21,72,42.1428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-22,46,43.1428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-23,68,48.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-24,43,47.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-25,52,47.8571428571429,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-26,70,54.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-27,8,51.2857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-28,47,47.7142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-29,39,46.7142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-04-30,39,42.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-01,53,44,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-02,66,46,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-03,22,39.1428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-04,23,41.2857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-05,51,41.8571428571429,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-06,22,39.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-07,35,38.8571428571429,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-08,47,38,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-09,60,37.1428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-10,37,39.2857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-11,18,38.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-12,21,34.2857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-13,30,35.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-14,25,34,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-15,46,33.8571428571429,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-16,23,28.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-17,12,25,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-18,41,28.2857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-19,44,31.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-20,37,32.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-21,25,32.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-22,43,32.1428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-23,32,33.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-24,34,36.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-25,14,32.7142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-26,11,28,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-27,24,26.1428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-28,38,28,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-29,51,29.1428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-30,34,29.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-05-31,40,30.2857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-01,26,32,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-02,54,38.1428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-03,44,41,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-04,47,42.2857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-05,66,44.4285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-06,42,45.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-07,76,50.7142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-08,25,50.5714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-09,0,42.8571428571429,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-10,584,120,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-11,63,122.285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-12,108,128.285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-13,71,132.428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-14,113,137.714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-15,47,140.857142857143,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-16,744,247.142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-17,187,190.428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-18,180,207.142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-19,150,213.142857142857,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-20,233,236.285714285714,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-21,221,251.714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-22,124,262.714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-23,273,195.428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-24,175,193.714285714286,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-25,360,219.428571428571,NA,NA,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-26,NA,214.330409796139,198.411769436607,230.249050155671,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-27,NA,204.196043848779,185.889795234526,222.502292463031,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-28,NA,193.985033100636,173.802856610537,214.167209590735,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-29,NA,185.821179122781,162.950520798596,208.691837446966,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-06-30,NA,180.190303018306,153.503894706111,206.876711330502,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-07-01,NA,176.783009280726,145.436371401316,208.129647160136,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-07-02,NA,175.014891126764,138.634714020812,211.395068232717,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-07-03,NA,174.303670584627,132.892185065984,215.715156103271,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-07-04,NA,174.186570571054,127.961881279861,220.411259862247,2,2,0,0,1,1,0
"R - East Texas Gulf Coast",2020-07-05,NA,174.345867522375,123.616585162433,225.075149882318,2,2,0,0,1,1,0
"S - Golden Crescent",2020-03-04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-03-31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-01,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-02,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-03,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-04,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-05,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-06,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-07,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-08,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-09,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-14,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-23,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-25,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-04-30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-01,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-02,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-03,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-05,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-06,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-08,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-09,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-05-31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-02,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-03,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-04,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-05,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-06,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-07,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-09,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-18,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-19,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-20,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S - Golden Crescent",2020-06-21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
