"Level_Name","Date","Cases_Daily","CI_Lower","CI_Upper"
"Brown",2020-06-25,0.59047619047617,-3.02244794208013,4.20340032303247
"Brown",2020-06-26,0.59047619047617,-3.02244794208013,4.20340032303247
"Brown",2020-06-27,0.59047619047617,-3.02244794208013,4.20340032303247
"Brown",2020-06-28,0.59047619047617,-3.02244794208013,4.20340032303247
"Brown",2020-06-29,0.59047619047617,-3.02244794208013,4.20340032303247
"Burleson",2020-03-04,0,NA,NA
"Burleson",2020-03-05,0,NA,NA
"Burleson",2020-03-06,0,NA,NA
"Burleson",2020-03-07,NA,NA,NA
"Burleson",2020-03-08,NA,NA,NA
"Burleson",2020-03-09,0,NA,NA
"Burleson",2020-03-10,0,NA,NA
"Burleson",2020-03-11,0,NA,NA
"Burleson",2020-03-12,0,NA,NA
"Burleson",2020-03-13,0,NA,NA
"Burleson",2020-03-14,NA,NA,NA
"Burleson",2020-03-15,0,NA,NA
"Burleson",2020-03-16,0,NA,NA
"Burleson",2020-03-17,0,NA,NA
"Burleson",2020-03-18,0,NA,NA
"Burleson",2020-03-19,0,NA,NA
"Burleson",2020-03-20,0,NA,NA
"Burleson",2020-03-21,0,NA,NA
"Burleson",2020-03-22,0,NA,NA
"Burleson",2020-03-23,0,NA,NA
"Burleson",2020-03-24,0,NA,NA
"Burleson",2020-03-25,0,NA,NA
"Burleson",2020-03-26,0,NA,NA
"Burleson",2020-03-27,0,NA,NA
"Burleson",2020-03-28,1,NA,NA
"Burleson",2020-03-29,0,NA,NA
"Burleson",2020-03-30,0,NA,NA
"Burleson",2020-03-31,0,NA,NA
"Burleson",2020-04-01,0,NA,NA
"Burleson",2020-04-02,0,NA,NA
"Burleson",2020-04-03,0,NA,NA
"Burleson",2020-04-04,1,NA,NA
"Burleson",2020-04-05,0,NA,NA
"Burleson",2020-04-06,0,NA,NA
"Burleson",2020-04-07,3,NA,NA
"Burleson",2020-04-08,0,NA,NA
"Burleson",2020-04-09,0,NA,NA
"Burleson",2020-04-10,1,NA,NA
"Burleson",2020-04-11,0,NA,NA
"Burleson",2020-04-12,0,NA,NA
"Burleson",2020-04-13,0,NA,NA
"Burleson",2020-04-14,0,NA,NA
"Burleson",2020-04-15,2,NA,NA
"Burleson",2020-04-16,0,NA,NA
"Burleson",2020-04-17,1,NA,NA
"Burleson",2020-04-18,0,NA,NA
"Burleson",2020-04-19,0,NA,NA
"Burleson",2020-04-20,0,NA,NA
"Burleson",2020-04-21,1,NA,NA
"Burleson",2020-04-22,1,NA,NA
"Burleson",2020-04-23,1,NA,NA
"Burleson",2020-04-24,0,NA,NA
"Burleson",2020-04-25,0,NA,NA
"Burleson",2020-04-26,0,NA,NA
"Burleson",2020-04-27,0,NA,NA
"Burleson",2020-04-28,1,NA,NA
"Burleson",2020-04-29,0,NA,NA
"Burleson",2020-04-30,0,NA,NA
"Burleson",2020-05-01,1,NA,NA
"Burleson",2020-05-02,1,NA,NA
"Burleson",2020-05-03,0,NA,NA
"Burleson",2020-05-04,0,NA,NA
"Burleson",2020-05-05,0,NA,NA
"Burleson",2020-05-06,0,NA,NA
"Burleson",2020-05-07,0,NA,NA
"Burleson",2020-05-08,1,NA,NA
"Burleson",2020-05-09,0,NA,NA
"Burleson",2020-05-10,0,NA,NA
"Burleson",2020-05-11,0,NA,NA
"Burleson",2020-05-12,1,NA,NA
"Burleson",2020-05-13,0,NA,NA
"Burleson",2020-05-14,1,NA,NA
"Burleson",2020-05-15,0,NA,NA
"Burleson",2020-05-16,1,NA,NA
"Burleson",2020-05-17,0,NA,NA
"Burleson",2020-05-18,0,NA,NA
"Burleson",2020-05-19,2,NA,NA
"Burleson",2020-05-20,0,NA,NA
"Burleson",2020-05-21,0,NA,NA
"Burleson",2020-05-22,2,NA,NA
"Burleson",2020-05-23,0,NA,NA
"Burleson",2020-05-24,0,NA,NA
"Burleson",2020-05-25,0,NA,NA
"Burleson",2020-05-26,0,NA,NA
"Burleson",2020-05-27,0,NA,NA
"Burleson",2020-05-28,1,NA,NA
"Burleson",2020-05-29,1,NA,NA
"Burleson",2020-05-30,0,NA,NA
"Burleson",2020-05-31,0,NA,NA
"Burleson",2020-06-01,1,NA,NA
"Burleson",2020-06-02,0,NA,NA
"Burleson",2020-06-03,1,NA,NA
"Burleson",2020-06-04,2,NA,NA
"Burleson",2020-06-05,1,NA,NA
"Burleson",2020-06-06,3,NA,NA
"Burleson",2020-06-07,0,NA,NA
"Burleson",2020-06-08,0,NA,NA
"Burleson",2020-06-09,3,NA,NA
"Burleson",2020-06-10,4,NA,NA
"Burleson",2020-06-11,0,NA,NA
"Burleson",2020-06-12,1,NA,NA
"Burleson",2020-06-13,1,NA,NA
"Burleson",2020-06-14,0,NA,NA
"Burleson",2020-06-15,0,NA,NA
"Burleson",2020-06-16,4,NA,NA
"Burleson",2020-06-17,3,NA,NA
"Burleson",2020-06-18,5,NA,NA
"Burleson",2020-06-19,0,NA,NA
"Burleson",2020-06-20,1.55928915130627,-0.270563555863731,3.38914185847628
"Burleson",2020-06-21,1.54476218848499,-0.295703907693341,3.38522828466333
"Burleson",2020-06-22,1.5304751014267,-0.320198863525979,3.38114906637937
"Burleson",2020-06-23,1.51642392919458,-0.344070289267218,3.37691814765638
"Burleson",2020-06-24,1.50260477625662,-0.367338994709123,3.37254854722236
"Burleson",2020-06-25,1.48901381140556,-0.390024806600901,3.36805242941203
"Burleson",2020-06-26,1.4756472666968,-0.412146634959556,3.36344116835315
"Burleson",2020-06-27,1.46250143640369,-0.433722533394088,3.35872540620147
"Burleson",2020-06-28,1.44957267599026,-0.454769754112838,3.35391510609336
"Burleson",2020-06-29,1.43685740110073,-0.475304798195586,3.34901960039704
"Burnet",2020-03-04,0,NA,NA
"Burnet",2020-03-05,0,NA,NA
"Burnet",2020-03-06,0,NA,NA
"Burnet",2020-03-07,NA,NA,NA
"Burnet",2020-03-08,NA,NA,NA
"Burnet",2020-03-09,0,NA,NA
"Burnet",2020-03-10,0,NA,NA
"Burnet",2020-03-11,0,NA,NA
"Burnet",2020-03-12,0,NA,NA
"Burnet",2020-03-13,0,NA,NA
"Burnet",2020-03-14,NA,NA,NA
"Burnet",2020-03-15,0,NA,NA
"Burnet",2020-03-16,0,NA,NA
"Burnet",2020-03-17,0,NA,NA
"Burnet",2020-03-18,0,NA,NA
"Burnet",2020-03-19,0,NA,NA
"Burnet",2020-03-20,0,NA,NA
"Burnet",2020-03-21,0,NA,NA
"Burnet",2020-03-22,0,NA,NA
"Burnet",2020-03-23,0,NA,NA
"Burnet",2020-03-24,1,NA,NA
"Burnet",2020-03-25,0,NA,NA
"Burnet",2020-03-26,0,NA,NA
"Burnet",2020-03-27,0,NA,NA
"Burnet",2020-03-28,0,NA,NA
"Burnet",2020-03-29,0,NA,NA
"Burnet",2020-03-30,1,NA,NA
"Burnet",2020-03-31,0,NA,NA
"Burnet",2020-04-01,1,NA,NA
"Burnet",2020-04-02,1,NA,NA
"Burnet",2020-04-03,0,NA,NA
"Burnet",2020-04-04,0,NA,NA
"Burnet",2020-04-05,0,NA,NA
"Burnet",2020-04-06,0,NA,NA
"Burnet",2020-04-07,1,NA,NA
"Burnet",2020-04-08,0,NA,NA
"Burnet",2020-04-09,0,NA,NA
"Burnet",2020-04-10,1,NA,NA
"Burnet",2020-04-11,0,NA,NA
"Burnet",2020-04-12,0,NA,NA
"Burnet",2020-04-13,0,NA,NA
"Burnet",2020-04-14,0,NA,NA
"Burnet",2020-04-15,1,NA,NA
"Burnet",2020-04-16,0,NA,NA
"Burnet",2020-04-17,1,NA,NA
"Burnet",2020-04-18,0,NA,NA
"Burnet",2020-04-19,0,NA,NA
"Burnet",2020-04-20,1,NA,NA
"Burnet",2020-04-21,4,NA,NA
"Burnet",2020-04-22,0,NA,NA
"Burnet",2020-04-23,1,NA,NA
"Burnet",2020-04-24,0,NA,NA
"Burnet",2020-04-25,0,NA,NA
"Burnet",2020-04-26,0,NA,NA
"Burnet",2020-04-27,1,NA,NA
"Burnet",2020-04-28,0,NA,NA
"Burnet",2020-04-29,1,NA,NA
"Burnet",2020-04-30,3,NA,NA
"Burnet",2020-05-01,0,NA,NA
"Burnet",2020-05-02,1,NA,NA
"Burnet",2020-05-03,0,NA,NA
"Burnet",2020-05-04,4,NA,NA
"Burnet",2020-05-05,1,NA,NA
"Burnet",2020-05-06,0,NA,NA
"Burnet",2020-05-07,0,NA,NA
"Burnet",2020-05-08,1,NA,NA
"Burnet",2020-05-09,1,NA,NA
"Burnet",2020-05-10,0,NA,NA
"Burnet",2020-05-11,0,NA,NA
"Burnet",2020-05-12,2,NA,NA
"Burnet",2020-05-13,0,NA,NA
"Burnet",2020-05-14,0,NA,NA
"Burnet",2020-05-15,0,NA,NA
"Burnet",2020-05-16,0,NA,NA
"Burnet",2020-05-17,0,NA,NA
"Burnet",2020-05-18,0,NA,NA
"Burnet",2020-05-19,0,NA,NA
"Burnet",2020-05-20,0,NA,NA
"Burnet",2020-05-21,1,NA,NA
"Burnet",2020-05-22,0,NA,NA
"Burnet",2020-05-23,0,NA,NA
"Burnet",2020-05-24,0,NA,NA
"Burnet",2020-05-25,0,NA,NA
"Burnet",2020-05-26,0,NA,NA
"Burnet",2020-05-27,1,NA,NA
"Burnet",2020-05-28,2,NA,NA
"Burnet",2020-05-29,3,NA,NA
"Burnet",2020-05-30,1,NA,NA
"Burnet",2020-05-31,1,NA,NA
"Burnet",2020-06-01,1,NA,NA
"Burnet",2020-06-02,1,NA,NA
"Burnet",2020-06-03,6,NA,NA
"Burnet",2020-06-04,4,NA,NA
"Burnet",2020-06-05,0,NA,NA
"Burnet",2020-06-06,2,NA,NA
"Burnet",2020-06-07,3,NA,NA
"Burnet",2020-06-08,0,NA,NA
"Burnet",2020-06-09,1,NA,NA
"Burnet",2020-06-10,0,NA,NA
"Burnet",2020-06-11,1,NA,NA
"Burnet",2020-06-12,0,NA,NA
"Burnet",2020-06-13,5,NA,NA
"Burnet",2020-06-14,1,NA,NA
"Burnet",2020-06-15,0,NA,NA
"Burnet",2020-06-16,0,NA,NA
"Burnet",2020-06-17,4,NA,NA
"Burnet",2020-06-18,9,NA,NA
"Burnet",2020-06-19,4,NA,NA
"Burnet",2020-06-20,1.96566163211952,-0.726882409979683,4.65820567421872
"Burnet",2020-06-21,1.21022768316956,-1.66196647826338,4.08242184460249
"Burnet",2020-06-22,0.929703823306109,-1.96638891337866,3.82579655999088
"Burnet",2020-06-23,0.825533715433582,-2.0738390462569,3.72490647712407
"Burnet",2020-06-24,0.786851047301694,-2.11297372038234,3.68667581498573
"Burnet",2020-06-25,0.772486573227876,-2.12740051802202,3.67237366447777
"Burnet",2020-06-26,0.767152450082236,-2.13274323513303,3.6670481352975
"Burnet",2020-06-27,0.765171669610454,-2.13472520066247,3.66506853988338
"Burnet",2020-06-28,0.764436123922761,-2.13546090976294,3.66433315760846
"Burnet",2020-06-29,0.764162985396615,-2.13573407082279,3.66406004161602
"Caldwell",2020-03-04,0,NA,NA
"Caldwell",2020-03-05,0,NA,NA
"Caldwell",2020-03-06,0,NA,NA
"Caldwell",2020-03-07,NA,NA,NA
"Caldwell",2020-03-08,NA,NA,NA
"Caldwell",2020-03-09,0,NA,NA
"Caldwell",2020-03-10,0,NA,NA
"Caldwell",2020-03-11,0,NA,NA
"Caldwell",2020-03-12,0,NA,NA
"Caldwell",2020-03-13,0,NA,NA
"Caldwell",2020-03-14,NA,NA,NA
"Caldwell",2020-03-15,0,NA,NA
"Caldwell",2020-03-16,0,NA,NA
"Caldwell",2020-03-17,0,NA,NA
"Caldwell",2020-03-18,0,NA,NA
"Caldwell",2020-03-19,0,NA,NA
"Caldwell",2020-03-20,0,NA,NA
"Caldwell",2020-03-21,0,NA,NA
"Caldwell",2020-03-22,0,NA,NA
"Caldwell",2020-03-23,0,NA,NA
"Caldwell",2020-03-24,0,NA,NA
"Caldwell",2020-03-25,0,NA,NA
"Caldwell",2020-03-26,0,NA,NA
"Caldwell",2020-03-27,0,NA,NA
"Caldwell",2020-03-28,1,NA,NA
"Caldwell",2020-03-29,0,NA,NA
"Caldwell",2020-03-30,0,NA,NA
"Caldwell",2020-03-31,0,NA,NA
"Caldwell",2020-04-01,0,NA,NA
"Caldwell",2020-04-02,0,NA,NA
"Caldwell",2020-04-03,1,NA,NA
"Caldwell",2020-04-04,1,NA,NA
"Caldwell",2020-04-05,0,NA,NA
"Caldwell",2020-04-06,1,NA,NA
"Caldwell",2020-04-07,1,NA,NA
"Caldwell",2020-04-08,0,NA,NA
"Caldwell",2020-04-09,0,NA,NA
"Caldwell",2020-04-10,1,NA,NA
"Caldwell",2020-04-11,0,NA,NA
"Caldwell",2020-04-12,0,NA,NA
"Caldwell",2020-04-13,0,NA,NA
"Caldwell",2020-04-14,0,NA,NA
"Caldwell",2020-04-15,0,NA,NA
"Caldwell",2020-04-16,1,NA,NA
"Caldwell",2020-04-17,0,NA,NA
"Caldwell",2020-04-18,0,NA,NA
"Caldwell",2020-04-19,0,NA,NA
"Caldwell",2020-04-20,1,NA,NA
"Caldwell",2020-04-21,1,NA,NA
"Caldwell",2020-04-22,0,NA,NA
"Caldwell",2020-04-23,2,NA,NA
"Caldwell",2020-04-24,0,NA,NA
"Caldwell",2020-04-25,0,NA,NA
"Caldwell",2020-04-26,1,NA,NA
"Caldwell",2020-04-27,0,NA,NA
"Caldwell",2020-04-28,0,NA,NA
"Caldwell",2020-04-29,0,NA,NA
"Caldwell",2020-04-30,3,NA,NA
"Caldwell",2020-05-01,0,NA,NA
"Caldwell",2020-05-02,6,NA,NA
"Caldwell",2020-05-03,0,NA,NA
"Caldwell",2020-05-04,1,NA,NA
"Caldwell",2020-05-05,2,NA,NA
"Caldwell",2020-05-06,1,NA,NA
"Caldwell",2020-05-07,1,NA,NA
"Caldwell",2020-05-08,0,NA,NA
"Caldwell",2020-05-09,1,NA,NA
"Caldwell",2020-05-10,1,NA,NA
"Caldwell",2020-05-11,3,NA,NA
"Caldwell",2020-05-12,1,NA,NA
"Caldwell",2020-05-13,2,NA,NA
"Caldwell",2020-05-14,0,NA,NA
"Caldwell",2020-05-15,2,NA,NA
"Caldwell",2020-05-16,1,NA,NA
"Caldwell",2020-05-17,0,NA,NA
"Caldwell",2020-05-18,0,NA,NA
"Caldwell",2020-05-19,3,NA,NA
"Caldwell",2020-05-20,0,NA,NA
"Caldwell",2020-05-21,2,NA,NA
"Caldwell",2020-05-22,8,NA,NA
"Caldwell",2020-05-23,1,NA,NA
"Caldwell",2020-05-24,0,NA,NA
"Caldwell",2020-05-25,0,NA,NA
"Caldwell",2020-05-26,1,NA,NA
"Caldwell",2020-05-27,1,NA,NA
"Caldwell",2020-05-28,5,NA,NA
"Caldwell",2020-05-29,6,NA,NA
"Caldwell",2020-05-30,1,NA,NA
"Caldwell",2020-05-31,1,NA,NA
"Caldwell",2020-06-01,1,NA,NA
"Caldwell",2020-06-02,1,NA,NA
"Caldwell",2020-06-03,6,NA,NA
"Caldwell",2020-06-04,0,NA,NA
"Caldwell",2020-06-05,1,NA,NA
"Caldwell",2020-06-06,2,NA,NA
"Caldwell",2020-06-07,1,NA,NA
"Caldwell",2020-06-08,0,NA,NA
"Caldwell",2020-06-09,2,NA,NA
"Caldwell",2020-06-10,2,NA,NA
"Caldwell",2020-06-11,4,NA,NA
"Caldwell",2020-06-12,2,NA,NA
"Caldwell",2020-06-13,8,NA,NA
"Caldwell",2020-06-14,52,NA,NA
"Caldwell",2020-06-15,0,NA,NA
"Caldwell",2020-06-16,10,NA,NA
"Caldwell",2020-06-17,13,NA,NA
"Caldwell",2020-06-18,20,NA,NA
"Caldwell",2020-06-19,7,NA,NA
"Caldwell",2020-06-20,10.1752294346383,-0.250778658400707,20.6012375276773
"Caldwell",2020-06-21,10.0334510102886,-0.524750106913528,20.5916521274907
"Caldwell",2020-06-22,9.89364808160117,-0.791519784914692,20.578815948117
"Caldwell",2020-06-23,9.75579312264516,-1.05139770531308,20.5629839506034
"Caldwell",2020-06-24,9.61985899102725,-1.30467121104856,20.5443891931031
"Caldwell",2020-06-25,9.48581892254767,-1.55160742348135,20.5232452685767
"Caldwell",2020-06-26,9.35364652593052,-1.79245534931855,20.4997484011796
"Caldwell",2020-06-27,9.22331577762756,-2.02744770321205,20.4740792584672
"Caldwell",2020-06-28,9.09480101669446,-2.25680249214321,20.4464045255321
"Caldwell",2020-06-29,8.96807693973835,-2.48072439907941,20.4168782785561
"Calhoun",2020-03-04,0,NA,NA
"Calhoun",2020-03-05,0,NA,NA
"Calhoun",2020-03-06,0,NA,NA
"Calhoun",2020-03-07,NA,NA,NA
"Calhoun",2020-03-08,NA,NA,NA
"Calhoun",2020-03-09,0,NA,NA
"Calhoun",2020-03-10,0,NA,NA
"Calhoun",2020-03-11,0,NA,NA
"Calhoun",2020-03-12,0,NA,NA
"Calhoun",2020-03-13,0,NA,NA
"Calhoun",2020-03-14,NA,NA,NA
"Calhoun",2020-03-15,0,NA,NA
"Calhoun",2020-03-16,0,NA,NA
"Calhoun",2020-03-17,0,NA,NA
"Calhoun",2020-03-18,0,NA,NA
"Calhoun",2020-03-19,0,NA,NA
"Calhoun",2020-03-20,0,NA,NA
"Calhoun",2020-03-21,0,NA,NA
"Calhoun",2020-03-22,0,NA,NA
"Calhoun",2020-03-23,0,NA,NA
"Calhoun",2020-03-24,0,NA,NA
"Calhoun",2020-03-25,0,NA,NA
"Calhoun",2020-03-26,2,NA,NA
"Calhoun",2020-03-27,0,NA,NA
"Calhoun",2020-03-28,1,NA,NA
"Calhoun",2020-03-29,0,NA,NA
"Calhoun",2020-03-30,0,NA,NA
"Calhoun",2020-03-31,0,NA,NA
"Calhoun",2020-04-01,4,NA,NA
"Calhoun",2020-04-02,1,NA,NA
"Calhoun",2020-04-03,0,NA,NA
"Calhoun",2020-04-04,0,NA,NA
"Calhoun",2020-04-05,3,NA,NA
"Calhoun",2020-04-06,1,NA,NA
"Calhoun",2020-04-07,0,NA,NA
"Calhoun",2020-04-08,0,NA,NA
"Calhoun",2020-04-09,1,NA,NA
"Calhoun",2020-04-10,1,NA,NA
"Calhoun",2020-04-11,0,NA,NA
"Calhoun",2020-04-12,1,NA,NA
"Calhoun",2020-04-13,0,NA,NA
"Calhoun",2020-04-14,4,NA,NA
"Calhoun",2020-04-15,0,NA,NA
"Calhoun",2020-04-16,0,NA,NA
"Calhoun",2020-04-17,2,NA,NA
"Calhoun",2020-04-18,0,NA,NA
"Calhoun",2020-04-19,0,NA,NA
"Calhoun",2020-04-20,0,NA,NA
"Calhoun",2020-04-21,0,NA,NA
"Calhoun",2020-04-22,1,NA,NA
"Calhoun",2020-04-23,1,NA,NA
"Calhoun",2020-04-24,0,NA,NA
"Calhoun",2020-04-25,3,NA,NA
"Calhoun",2020-04-26,0,NA,NA
"Calhoun",2020-04-27,3,NA,NA
"Calhoun",2020-04-28,1,NA,NA
"Calhoun",2020-04-29,0,NA,NA
"Calhoun",2020-04-30,0,NA,NA
"Calhoun",2020-05-01,0,NA,NA
"Calhoun",2020-05-02,1,NA,NA
"Calhoun",2020-05-03,1,NA,NA
"Calhoun",2020-05-04,1,NA,NA
"Calhoun",2020-05-05,1,NA,NA
"Calhoun",2020-05-06,0,NA,NA
"Calhoun",2020-05-07,0,NA,NA
"Calhoun",2020-05-08,2,NA,NA
"Calhoun",2020-05-09,0,NA,NA
"Calhoun",2020-05-10,0,NA,NA
"Calhoun",2020-05-11,0,NA,NA
"Calhoun",2020-05-12,0,NA,NA
"Calhoun",2020-05-13,0,NA,NA
"Calhoun",2020-05-14,0,NA,NA
"Calhoun",2020-05-15,0,NA,NA
"Calhoun",2020-05-16,0,NA,NA
"Calhoun",2020-05-17,0,NA,NA
"Calhoun",2020-05-18,0,NA,NA
"Calhoun",2020-05-19,0,NA,NA
"Calhoun",2020-05-20,1,NA,NA
"Calhoun",2020-05-21,0,NA,NA
"Calhoun",2020-05-22,0,NA,NA
"Calhoun",2020-05-23,0,NA,NA
"Calhoun",2020-05-24,0,NA,NA
"Calhoun",2020-05-25,0,NA,NA
"Calhoun",2020-05-26,0,NA,NA
"Calhoun",2020-05-27,0,NA,NA
"Calhoun",2020-05-28,0,NA,NA
"Calhoun",2020-05-29,0,NA,NA
"Calhoun",2020-05-30,0,NA,NA
"Calhoun",2020-05-31,0,NA,NA
"Calhoun",2020-06-01,0,NA,NA
"Calhoun",2020-06-02,0,NA,NA
"Calhoun",2020-06-03,0,NA,NA
"Calhoun",2020-06-04,0,NA,NA
"Calhoun",2020-06-05,0,NA,NA
"Calhoun",2020-06-06,1,NA,NA
"Calhoun",2020-06-07,1,NA,NA
"Calhoun",2020-06-08,0,NA,NA
"Calhoun",2020-06-09,2,NA,NA
"Calhoun",2020-06-10,1,NA,NA
"Calhoun",2020-06-11,3,NA,NA
"Calhoun",2020-06-12,1,NA,NA
"Calhoun",2020-06-13,0,NA,NA
"Calhoun",2020-06-14,0,NA,NA
"Calhoun",2020-06-15,0,NA,NA
"Calhoun",2020-06-16,0,NA,NA
"Calhoun",2020-06-17,0,NA,NA
"Calhoun",2020-06-18,0,NA,NA
"Calhoun",2020-06-19,6,NA,NA
"Calhoun",2020-06-20,0.495238095238096,-1.54095982824102,2.53143601871721
"Calhoun",2020-06-21,0.495238095238096,-1.54095982824102,2.53143601871721
"Calhoun",2020-06-22,0.495238095238096,-1.54095982824102,2.53143601871721
"Calhoun",2020-06-23,0.495238095238096,-1.54095982824102,2.53143601871721
"Calhoun",2020-06-24,0.495238095238096,-1.54095982824102,2.53143601871721
"Calhoun",2020-06-25,0.495238095238096,-1.54095982824102,2.53143601871721
"Calhoun",2020-06-26,0.495238095238096,-1.54095982824102,2.53143601871721
"Calhoun",2020-06-27,0.495238095238096,-1.54095982824102,2.53143601871721
"Calhoun",2020-06-28,0.495238095238096,-1.54095982824102,2.53143601871721
"Calhoun",2020-06-29,0.495238095238096,-1.54095982824102,2.53143601871721
"Callahan",2020-03-04,0,NA,NA
"Callahan",2020-03-05,0,NA,NA
"Callahan",2020-03-06,0,NA,NA
"Callahan",2020-03-07,NA,NA,NA
"Callahan",2020-03-08,NA,NA,NA
"Callahan",2020-03-09,0,NA,NA
"Callahan",2020-03-10,0,NA,NA
"Callahan",2020-03-11,0,NA,NA
"Callahan",2020-03-12,0,NA,NA
"Callahan",2020-03-13,0,NA,NA
"Callahan",2020-03-14,NA,NA,NA
"Callahan",2020-03-15,0,NA,NA
"Callahan",2020-03-16,0,NA,NA
"Callahan",2020-03-17,0,NA,NA
"Callahan",2020-03-18,0,NA,NA
"Callahan",2020-03-19,0,NA,NA
"Callahan",2020-03-20,0,NA,NA
"Callahan",2020-03-21,0,NA,NA
"Callahan",2020-03-22,0,NA,NA
"Callahan",2020-03-23,0,NA,NA
"Callahan",2020-03-24,0,NA,NA
"Callahan",2020-03-25,0,NA,NA
"Callahan",2020-03-26,0,NA,NA
"Callahan",2020-03-27,0,NA,NA
"Callahan",2020-03-28,0,NA,NA
"Callahan",2020-03-29,0,NA,NA
"Callahan",2020-03-30,0,NA,NA
"Callahan",2020-03-31,0,NA,NA
"Callahan",2020-04-01,0,NA,NA
"Callahan",2020-04-02,0,NA,NA
"Callahan",2020-04-03,0,NA,NA
"Callahan",2020-04-04,0,NA,NA
"Callahan",2020-04-05,0,NA,NA
"Callahan",2020-04-06,0,NA,NA
"Callahan",2020-04-07,1,NA,NA
"Callahan",2020-04-08,0,NA,NA
"Callahan",2020-04-09,0,NA,NA
"Callahan",2020-04-10,0,NA,NA
"Callahan",2020-04-11,0,NA,NA
"Callahan",2020-04-12,0,NA,NA
"Callahan",2020-04-13,0,NA,NA
"Callahan",2020-04-14,0,NA,NA
"Callahan",2020-04-15,0,NA,NA
"Callahan",2020-04-16,0,NA,NA
"Callahan",2020-04-17,0,NA,NA
"Callahan",2020-04-18,0,NA,NA
"Callahan",2020-04-19,0,NA,NA
"Callahan",2020-04-20,0,NA,NA
"Callahan",2020-04-21,0,NA,NA
"Callahan",2020-04-22,0,NA,NA
"Callahan",2020-04-23,0,NA,NA
"Callahan",2020-04-24,0,NA,NA
"Callahan",2020-04-25,0,NA,NA
"Callahan",2020-04-26,0,NA,NA
"Callahan",2020-04-27,0,NA,NA
"Callahan",2020-04-28,1,NA,NA
"Callahan",2020-04-29,0,NA,NA
"Callahan",2020-04-30,0,NA,NA
"Callahan",2020-05-01,0,NA,NA
"Callahan",2020-05-02,0,NA,NA
"Callahan",2020-05-03,0,NA,NA
"Callahan",2020-05-04,0,NA,NA
"Callahan",2020-05-05,0,NA,NA
"Callahan",2020-05-06,0,NA,NA
"Callahan",2020-05-07,3,NA,NA
"Callahan",2020-05-08,1,NA,NA
"Callahan",2020-05-09,0,NA,NA
"Callahan",2020-05-10,0,NA,NA
"Callahan",2020-05-11,0,NA,NA
"Callahan",2020-05-12,0,NA,NA
"Callahan",2020-05-13,1,NA,NA
"Callahan",2020-05-14,1,NA,NA
"Callahan",2020-05-15,0,NA,NA
"Callahan",2020-05-16,0,NA,NA
"Callahan",2020-05-17,0,NA,NA
"Callahan",2020-05-18,0,NA,NA
"Callahan",2020-05-19,0,NA,NA
"Callahan",2020-05-20,0,NA,NA
"Callahan",2020-05-21,0,NA,NA
"Callahan",2020-05-22,0,NA,NA
"Callahan",2020-05-23,0,NA,NA
"Callahan",2020-05-24,0,NA,NA
"Callahan",2020-05-25,0,NA,NA
"Callahan",2020-05-26,1,NA,NA
"Callahan",2020-05-27,0,NA,NA
"Callahan",2020-05-28,0,NA,NA
"Callahan",2020-05-29,0,NA,NA
"Callahan",2020-05-30,0,NA,NA
"Callahan",2020-05-31,0,NA,NA
"Callahan",2020-06-01,0,NA,NA
"Callahan",2020-06-02,0,NA,NA
"Callahan",2020-06-03,0,NA,NA
"Callahan",2020-06-04,1,NA,NA
"Callahan",2020-06-05,0,NA,NA
"Callahan",2020-06-06,0,NA,NA
"Callahan",2020-06-07,0,NA,NA
"Callahan",2020-06-08,0,NA,NA
"Callahan",2020-06-09,0,NA,NA
"Callahan",2020-06-10,0,NA,NA
"Callahan",2020-06-11,2,NA,NA
"Callahan",2020-06-12,0,NA,NA
"Callahan",2020-06-13,1,NA,NA
"Callahan",2020-06-14,0,NA,NA
"Callahan",2020-06-15,0,NA,NA
"Callahan",2020-06-16,0,NA,NA
"Callahan",2020-06-17,0,NA,NA
"Callahan",2020-06-18,0,NA,NA
"Callahan",2020-06-19,0,NA,NA
"Callahan",2020-06-20,NA,NA,NA
"Callahan",2020-06-21,NA,NA,NA
"Callahan",2020-06-22,NA,NA,NA
"Callahan",2020-06-23,NA,NA,NA
"Callahan",2020-06-24,NA,NA,NA
"Callahan",2020-06-25,NA,NA,NA
"Callahan",2020-06-26,NA,NA,NA
"Callahan",2020-06-27,NA,NA,NA
"Callahan",2020-06-28,NA,NA,NA
"Callahan",2020-06-29,NA,NA,NA
"Cameron",2020-03-04,0,NA,NA
"Cameron",2020-03-05,0,NA,NA
"Cameron",2020-03-06,0,NA,NA
"Cameron",2020-03-07,NA,NA,NA
"Cameron",2020-03-08,NA,NA,NA
"Cameron",2020-03-09,0,NA,NA
"Cameron",2020-03-10,0,NA,NA
"Cameron",2020-03-11,0,NA,NA
"Cameron",2020-03-12,0,NA,NA
"Cameron",2020-03-13,0,NA,NA
"Cameron",2020-03-14,NA,NA,NA
"Cameron",2020-03-15,0,NA,NA
"Cameron",2020-03-16,0,NA,NA
"Cameron",2020-03-17,0,NA,NA
"Cameron",2020-03-18,0,NA,NA
"Cameron",2020-03-19,0,NA,NA
"Cameron",2020-03-20,1,NA,NA
"Cameron",2020-03-21,0,NA,NA
"Cameron",2020-03-22,5,NA,NA
"Cameron",2020-03-23,0,NA,NA
"Cameron",2020-03-24,0,NA,NA
