NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE
Lifecare of Brownfield LLC,Other,,706 E Felt Street,Brownfield,,706 E FELT ST Brownfield 79316,79316,04/16/2021      ,17:49:59        ,0,100,0,50,0,100,50,,
Walgreens Pharmacy 04340,Pharmacy,,,Garland,,2614 LAVON DR,75040,04/16/2021      ,16:51:39        ,0,200,0,0,165,365,0,(972) 530-1438,https://www.walgreens.com/locator/walgreens-2614+lavon+dr-garland-tx-75040/id=4340
Walgreens Pharmacy 04013,Pharmacy,,18207 Midway Rd,Dallas,Denton,18207 Midway Rd,75287,04/16/2021      ,20:34:16        ,30,100,0,0,130,260,0,(972) 307-7556,https://www.walgreens.com/locator/walgreens-18207+midway+rd-dallas-tx-75287/id=4013
Amarillo Pharmacy,Other,,,Amarillo,Randall,6010 S Western St,79110,04/17/2021      ,10:53:47        ,0,0,0,0,270,270,0,(806) 803-9401,
Walgreens Pharmacy 09810,Pharmacy,,1357 E Court St,Seguin,Guadalupe,1357 E Court St,78155,04/14/2021      ,18:18:05        ,0,0,0,0,120,120,0,(830) 372-3360,Walgreens.com/covid19vac
Walgreens Pharmacy 04078,Pharmacy,,,Katy ,,5161 Franz Rd ,77493,04/16/2021      ,19:48:45        ,0,0,0,0,125,125,0,,
Walgreens Pharmacy 16261,Pharmacy,,,,,"6486 WEST LITTLE YORK RD Houston, TX 77091",,04/16/2021      ,21:43:51        ,0,0,0,0,140,140,0,(713) 957-8185,https://www.walgreens.com/locator/walgreens-6486+west+little+york+rd-houston-tx-77091/id=16261
Walgreens Pharmacy 09143,Pharmacy,,504 Highway 71 W,Bastrop,Bastrop,504 Highway 71 W,78602,04/16/2021      ,18:27:42        ,24,0,0,0,0,24,0,(512) 321-4008,Walgreens.com/covid19vac
Walgreens Pharmacy 10787,Pharmacy,,,,,"12352 FM 1957 San Antonio, TX 78253",,04/16/2021      ,10:48:49        ,0,0,0,0,150,150,0,(210) 679-0130,https://www.walgreens.com/locator/walgreens-12352+fm+1957-san+antonio-tx-78253/id=10787
Walgreens Pharmacy 15226,Pharmacy,,,,,"255 WESTLAKE PARK BLVD Houston, TX 77079",,04/17/2021      ,07:56:36        ,0,0,0,0,140,140,0,(281) 496-1751,https://www.walgreens.com/locator/walgreens-255+westlake+park+blvd-houston-tx-77079/id=15226
Walgreens Pharmacy 15967,Pharmacy,,750 W Wheatland Rd,Duncanville,Dallas,"750 West Wheatland Road, Duncanville, TX, USA",4521,04/17/2021      ,10:08:26        ,8,0,0,0,145,153,0,,
Walgreens Pharmacy 05611,Pharmacy,,,,,"801 N FILLMORE ST Amarillo, TX 79107",,04/16/2021      ,20:04:59        ,0,5,0,4,200,205,4,(806) 371-8116,https://www.walgreens.com/locator/walgreens-801+n+fillmore+st-amarillo-tx-79107/id=5611
Walgreens Pharmacy 09163,Other,,, Houston ,,"29.60204236580727, -95.24736164718088",77075,04/16/2021      ,21:01:20        ,84,0,0,0,90,174,0,,
Walgreens Pharmacy 07560,Pharmacy,,,,,"8207 BARKER CYPRESS RD Cypress, TX 77433",,04/16/2021      ,17:32:24        ,90,0,0,0,140,230,0,(281) 858-0573,https://www.walgreens.com/locator/walgreens-8207+barker+cypress+rd-cypress-tx-77433/id=7560
Walgreens Pharmacy 09394,Pharmacy,,1210 N Ih 35, New Braunfels,Comal,"1210 N Ih 35 New Braunfels, Texas  78130",78130,04/13/2021      ,08:43:20        ,0,0,0,0,235,235,0,8306263364,https://www.walgreens.com/locator/walgreens-1210+n+business+ih+35-new+braunfels-tx-78130/id=9394
SAN ANTONIO STATE HOSPITAL BH,Local Health Department,P,6711 S New Braunfels Ave,San Antonio,Bexar,"6711 S New Braunfels Ave, San Antonio, TX 78223",78223,04/15/2021      ,07:38:37        ,0,0,0,180,0,0,180,(210) 532-8811,http://www.dshs.texas.gov/mhhospitals/
Komedix Medical Associates,Other,,,New Braunfels,Comal,955 Loop 337,78130,04/15/2021      ,17:00:05        ,0,64,0,0,0,64,0,,
East Texas Community Clinic Inc,Community Clinic,,,Mabank,Henderson,2415 West Main Street,75156,04/13/2021      ,09:32:13        ,0,490,0,0,0,490,0,(903) 887-1011,https://www.easttexascc.org/
Walgreens Pharmacy 10846,Pharmacy,,, Houston,,6400 Fannin St Ste 102, 77030,04/16/2021      ,08:21:28        ,0,0,0,0,100,100,0,,
"OCEAN BLUE HOLDINGS, LLC",Community Clinic,,,Burleson,,113 NE JOHNSON AVE STE 300 ,76028,04/16/2021      ,21:45:34        ,0,0,0,0,10,10,0,,
Haskell Memorial Hospital Clinic,Other,,1400 South 1st Street,Haskell,Haskell,1400 South 1st Street,79521,04/16/2021      ,16:04:50        ,0,100,0,20,20,120,20,940-864-8513,
COSTCO PHARMACY 693,Federal Allocation,,,,,1201 N LOOP 1604 E SAN ANTONIO 78232,,04/16/2021      ,09:11:22        ,0,76,0,0,200,276,0,210-403-4703,http://costco.com/
GLEN ROSE MEDICAL CENTER,Hospital,E,1021 Holden St., Glen Rose,Somervell,"1021 Holden St., Glen Rose, TX, 76043",76043,04/16/2021      ,07:14:59        ,0,220,0,0,0,220,0,(254) 897-2215,http://www.glenrosemedicalcenter.com/
Medina Regional Hospital,Hospital,P,3100 Avenue E,Hondo,Medina,3100 Avenue E,78861,04/16/2021      ,11:30:09        ,0,100,0,0,0,100,0,(830) 426-7700,http://www.medinahospital.net/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing
Walgreens Pharmacy 04632,Pharmacy,,,Austi,,1910 W BRAKER LN,78758,04/16/2021      ,19:39:04        ,0,0,0,0,130,130,0,(512) 837-0819,https://www.walgreens.com/locator/walgreens-1910+w+braker+ln-austin-tx-78758/id=4632
COSTCO PHARMACY 641,Federal Allocation,,,,,4301 W. WILLIAM CANNON DR. AUSTIN 78749,,04/16/2021      ,15:44:38        ,0,100,0,0,160,260,0,512-382-3020,http://www.costco.com/warehouse-locations/s-austin-south-austin-tx-641.html
Liberty Dialysis South Lewisville,Other,,101 E Southwest Pkwy,Lewisville,Denton,101 East Southwest Parkway #110,75067,04/16/2021      ,21:38:38        ,0,0,0,0,10,10,0,,
Arlington Family Practice PA,Other,,2415 Matlock Rd,Arlington,,2415 Matlock Rd ,76015,04/13/2021      ,16:36:40        ,0,259,0,0,0,259,0,(817) 277-6444,arlingtonfp.com
City of Brownsville Fire Department  /  EMS,Other,,62 E Alton Gloor Blvd,Brownsville,Cameron,"62 East Alton Gloor Boulevard, Brownsville, TX, USA",78526,04/15/2021      ,22:55:16        ,0,6500,0,0,0,6500,0,,
Collingsworth Family Medicine,Community Clinic,,1011 15th St,Wellington,Collingsworth,1011 15th St,79095,04/16/2021      ,09:51:42        ,0,300,0,85,55,355,85,(806) 447-5311,https://culbersonhospital.org/clinic/
Midwestern State University Vinson Student Health Center,Other,,3410 Taft Blvd,Wichita Falls,Wichita Falls,3410 Taft Blvd Wichita Falls 76308,76308,04/16/2021      ,09:10:02        ,0,0,0,0,1170,1170,0, (940) 397-4231,https://msutexas.edu/healthcenter/
Family Care Clinic Of Bushland,Medical Practice,,1600 S Fm 2381,Amarillo,Potter,1600 S Fm 2381,79124,04/15/2021      ,06:07:37        ,0,150,0,30,0,150,30,(806) 310-9855,http://www.familycarepanhandle.com/
Providence Family Care,Medical Practice,,21 Alpine St,Coldspring,San Jacinto,21 Alpine St,77331,04/15/2021      ,16:40:06        ,0,188,0,100,85,273,100,(936) 647-2227,http://www.providencephysicians-sc.com/our-practices/providence-family-medicine/providence-family-medicine-in-lexington
Gulf Coast Family Medicine,Other,,,WHARTON ,,10119 US 59 HWY ,77488,04/16/2021      ,17:04:44        ,0,40,0,0,0,40,0,,
Providence Family Health Clinic Lacy Lakeview,Other,,,WACO,,1130 N LOOP 340,76705,04/14/2021      ,16:17:56        ,0,0,0,0,5,5,0,,
South Plains Public Health District-Lamesa office,Local Health Department,,"503 S. 1st St., Lamesa, TX 79331",Lamesa,Dawson,503 S. 1st St.,79331,04/16/2021      ,08:09:20        ,0,0,0,100,0,0,100,,
Crockett Clinic,Community Clinic,,,Crockett ,,1122 E Loop 304 ,75835,04/16/2021      ,11:18:43        ,0,20,0,60,0,20,60,,
Pine Medical PLLC,Other,,1412 S Front St,Bellville,Austin,"1412 S Front St, Bellville, TX 77418",77418,04/15/2021      ,18:38:39        ,136,0,0,0,0,136,0,+19792274151,
Glen Rose Healthcare Inc,Other,,409 Glenwood St,Glen Rose,Somervell,409 Glenwood St,76043,04/16/2021      ,13:31:39        ,0,43,0,0,0,43,0,+12548972202,http://www.glenrosehealthcare.com/
Walgreens Pharmacy 12569,Pharmacy,,,Georgetown ,,1220 W University Ave ,78628,04/14/2021      ,14:29:36        ,0,0,0,0,100,100,0,,
Vital Med Urgent Care,Other,,3120 Pita Mangana Road,Laredo,Webb,3120 PITA MANGANA RD STE 100 Laredo 78046,78046,04/16/2021      ,10:40:21        ,0,30,0,0,0,30,0,956-568-1350,
LPISD-VSHSI Community & School Based Clinic,Community Clinic,P,117 E Us Hwy 57,La Pryor,Zavala,117 E Us Hwy 57,78872,04/14/2021      ,09:14:43        ,0,100,0,100,0,100,100,(830) 365-4526,http://www.communityschools.org/
Payne Family Pharmacy,Pharmacy,,200 S Main St,Floydada,Floyd,200 S Main St,79235,04/15/2021      ,17:45:15        ,0,600,0,330,75,675,330,(806) 983-5111,https://www.mygnp.com/pharmacies/payne-family-pharmacy-floydada-tx-79235/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=4590851
Family Care Clinic of Boys Ranch,Community Clinic,A,74 Patterson Circle,Boys Ranch,Oldham,74 Patterson Circle,79010,04/15/2021      ,06:16:38        ,0,280,0,280,0,280,280,806-533-1300,https://www.familycarepanhandle.com/copy-of-bushland
TERRELL STATE HOSPITAL,Hospital,E,1200 E Brin St,Terrell,Kaufman,1200 E Brin St,75160,04/16/2021      ,10:58:52        ,0,170,0,200,0,170,200,972-524-6452,https://hhs.texas.gov/services/mental-health-substance-use/state-hospitals/terrell-state-hospital
Crawford Pharmacy Of Pleasanton LLC,Pharmacy,,145 W Hart Ave,San Antonio,Bexar,145 W Hart Ave,78214,04/15/2021      ,18:14:06        ,0,0,0,0,95,95,0,(210) 932-1200,
Northeast Texas Public Health District,Vaccine Hub,,815 N Broadway,Tyler,Smith,815 N Broadway,75702,04/17/2021      ,06:37:25        ,7782,0,4586,0,915,8697,4586,(903) 535-0020,https://www.nethealthcovid19.org/
COSTCO PHARMACY 668,Federal Allocation,,600 West Arbrook Blvd,Arlington,Tarrant,600 W ARBROOK BLVD ARLINGTON 76014,76014,04/17/2021      ,09:03:27        ,0,90,0,0,190,280,0,,
Shadow Creek Medical Clinic,Medical Practice,,11021 Shadow Creek Pkwy,Pearland,Brazoria,11021 Shadow Creek Pkwy,77584,04/16/2021      ,08:14:40        ,0,0,0,0,190,190,0,(713) 340-1977,http://shadowcreekmedicalclinic.com/
TRS Health Inc,Other,,12805 CAPRICORN ST Stafford 77477,Stafford,Fort Bend,12805 CAPRICORN ST Stafford 77477,77477,04/13/2021      ,14:06:58        ,0,0,0,0,300,300,0,(281) 385-8554,
Brazos Family Clinic,Other,,,Graham,Young,618 Oak St,76450,04/15/2021      ,16:54:18        ,0,90,0,0,0,90,0,(940) 549-6953,
Dow Family Health  Center,Other,,270 Abner Jackson Pkwy,Lake Jackson,Brazoria,270 Abner Jackson Pkwy Lake Jackson 77566,77566,04/14/2021      ,09:57:50        ,0,0,0,0,35,35,0,,
COSTCO PHARMACY 664,Federal Allocation,,3800 Cenral Expressway,East Plano,Collin,3800 Cenral Expressway,75074,04/17/2021      ,09:00:32        ,0,100,0,0,375,475,0,,
Red's Pharmacy,Federal Allocation,,3102 Garrett Drive,Perryton,Ochiltree,3102 Garrett Drive,79070,04/16/2021      ,12:05:38        ,0,270,0,400,0,270,400,,
CK Pharmacy,Federal Allocation,,KINGWOOD DR # 108 ,Kingwood ,Harris,1110 KINGWOOD DR # 108 ,77339,04/17/2021      ,11:18:39        ,0,0,0,0,260,260,0,,
"Borger Pharmacy, LLC",Pharmacy,,524 W 10th,Borger,Hutchinson,524 W 10th,79007,04/16/2021      ,17:28:31        ,1158,360,106,350,0,1518,456,(806) 274-9635,https://stores.healthmart.com/borgerpharmacy
Doctors Hospital at Renaissance,Vaccine Hub,V,5501 South Mccoll Road,Edinburg,Hidalgo,5501 South Mccoll Road,78539,04/17/2021      ,11:31:05        ,1632,0,478,0,0,1632,478,956-362-8800,https://www.dhrhealth.com/patients-and-visitors/coronavirus-advisory
LAMPASAS DRUG COMPANY,Pharmacy,,202 N Key Ave,Lampasas,Lampasas,"202 North Key Avenue, Lampasas, TX, USA",76550,04/16/2021      ,09:24:31        ,0,0,0,40,165,165,40,,
Family Care Clinic Shamrock,Other,,1010 S Main St,Shamrock,Wheeler,1010 S Main St,79079,04/16/2021      ,09:22:21        ,0,40,0,60,0,40,60,(806) 256-5148,
STEPHENS MEMORIAL HOSPITAL,Hospital,D,200 S Geneva St, Breckenridge,Stephens,"200 S Geneva St, Breckenridge, TX, 76424",76424,04/16/2021      ,14:57:01        ,0,400,0,80,150,550,80,(254) 559-2241,http://www.smhtx.com/
Adonis Zuniga Goldwater MD,Other,,2412 Jacaman Rd,Laredo,Webb,2412 JACAMAN RD STE 103 Laredo 78041,78041,04/15/2021      ,08:48:55        ,0,14,0,0,0,14,0,19567260647,
TTUHSC Family Medicine Amarillo,Other,,1400 S Coulter St # 5100,Amarillo,Potter,1400 S Coulter St # 5100,79106,04/16/2021      ,13:00:45        ,0,0,0,0,120,120,0,(806) 743-1000,
Tarrant County Public Health District,Vaccine Hub,,1101 S Main St Ste 1350,Fort Worth,Tarrant,1101 S Main St Suite. 1350,76104,04/16/2021      ,10:20:11        ,0,8950,7524,10000,0,8950,17524,817-248-6299 Option 7,www.tarrantcounty.com/COVIDshot
Kelsey-Seybold Clinic - West Grand Parkway,Other,,2510 W GRAND PKWY N,Katy,,2510 W GRAND PKWY N,77449,04/13/2021      ,09:32:14        ,0,0,0,0,240,240,0,,
Old Corner Drug,Pharmacy,,200 N MAIN ST,West,McLennan,200 N MAIN ST,76691,04/15/2021      ,18:47:59        ,0,510,0,0,0,510,0,,
HCA HOUSTON HEALTHCARE TOMBALL,Hospital,Q,605 Holderreith Blvd,Tomball,Harris,605 Holderreith Blvd,77375,04/16/2021      ,11:55:00        ,0,40,0,80,0,40,80,(281) 401-7500,https://hcahoustonhealthcare.com/locations/tomball?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing
Highland Drug,Federal Allocation,,504 E AVENUE E, ALPINE,Brewster,"504 E AVENUE E,  Alpine, Texas 79830",79830,04/16/2021      ,17:55:55        ,0,90,0,0,190,280,0,432-837-3931,
Walgreens Pharmacy 10817,Pharmacy,,451 Fm 548,Forney,Kaufman,451 Fm 548,75126,04/16/2021      ,08:41:48        ,0,0,0,0,300,300,0,(972) 552-1633,Walgreens.com/covid19vac
United Pharmacy 539,Pharmacy,,1414 West Wilson,Borger,Hutchinson,1414 West Wilson,79007,04/17/2021      ,09:07:16        ,0,200,0,0,580,780,0,,
HCA HOUSTON HEALTHCARE PEARLAND,Hospital,R,11100 Shadow Creek Parkway,Pearland,Brazoria,11100 Shadow Creek Parkway,77584,04/16/2021      ,07:54:01        ,0,0,0,0,100,100,0,(713) 770-7000,https://hcahoustonhealthcare.com/locations/pearland?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing
COSTCO PHARMACY 1330,Federal Allocation,,1310 Jasmine Ave,Webster,Harris,1310 Jasmine Ave,77598,04/16/2021      ,19:15:25        ,0,100,0,0,80,180,0,,
UT Southwestern Medical Center - ZALE LIPSHY,Vaccine Hub,E,5151 Harry Hines Blvd,Dallas,Dallas,5151 Harry Hines Blvd,75390,04/07/2021      ,10:41:29        ,0,0,0,0,0,0,0,214-633-2021,https://utswmed.org/covid-19/covid-19-vaccination/
POST ACUTE MEDICAL REHAB HOSPITAL HUMBLE,Hospital,Q,18839 McKay Drive, Humble,Harris,"18839 McKay Drive, Humble, TX, 77338",77338,04/15/2021      ,17:13:04        ,0,0,0,40,0,0,40,(281) 446-3655,https://www.postacutemedical.com/
Purple Hearts Primary Care Services Pllc,Other,,688 W Pioneer Pkwy,Grand Prairie,Dallas,688 W Pioneer Pkwy ste 120,75051,04/15/2021      ,09:12:17        ,860,0,0,0,0,860,0,817-969-4651,https://purpleheartspc.com/
Save Mart Pharmacy,Federal Allocation,,733 East Quinlan Parkway,Quinlan,Hunt,733 E QUINLAN PKWY QUINLAN 75474,75474,04/16/2021      ,15:03:42        ,0,0,0,0,285,285,0,,
City of Garland Health Department,Vaccine Hub,,206 Carver Dr,Garland,Dallas,206 Carver Dr,75040,04/17/2021      ,06:36:29        ,0,0,0,0,0,0,0,972-205-3900,http://garlandtx.gov/
WARM SPRINGS SPECIALTY HOSPITAL OF SAN ANTONIO,Hospital,,5418 N Loop 1604 W,San Antonio,Bexar,5418 North Loop 1604 West,78249,04/16/2021      ,16:12:40        ,0,0,0,80,0,0,80,,
Edinburg Cisd Health Services Department,Local Health Department,,411 N 8th ave,EDINBURG,hildago,411 N 8TH AVE  ,78541,04/12/2021      ,09:44:56        ,0,350,0,0,0,350,0,,
Briargrove Pharmacy,Community Clinic,,6435 San Felipe St,Houston,Harris,"6435 San Felipe St, Houston, Tx 77057",77057,04/17/2021      ,11:21:17        ,0,120,0,0,0,120,0,,
DR. HUSNA IQBAL,Other,,2801 Duke Of Gloucester,Desoto,Dallas,2801 DUKE OF GLOUCESTER ST STE 101 STE 101 Desoto 75115,75115,04/16/2021      ,15:49:18        ,542,0,0,0,0,542,0,(972) 572-8150,
Tyler Family Circle of Care - Glenwood,Community Clinic,,928 N Glenwood Blvd,Tyler,Smith,928 North Glenwood Boulevard,75702,04/13/2021      ,17:32:09        ,0,300,0,0,0,300,0,(903) 535-9041,
Clearsky Rehabilitation Hospital Of Flowers mound,Hospital,E,3100 Peters Colony Road,Flower Mound,Denton,3100 Peters Colony Road,75022,04/16/2021      ,10:59:15        ,0,10,0,12,0,10,12,469-933-2855,
Nuestra Clinica Del Valle - Edcouch,Community Clinic,,,Edcouch,,1518 E Santa Rosa Ave,78538,04/16/2021      ,08:47:31        ,0,0,0,0,120,120,0,(956) 262-1363,
AMERICO M BACA MD PA,Other,,,SAN JUAN,,722 S NEBRASKA AVE SAN JUAN 78589,78589,04/16/2021      ,17:01:23        ,0,169,0,0,110,279,0,,
"Hewitt Drug, LLC",Other,,N HEWITT DR STE 1 ,Hewitt ,,511 N HEWITT DR STE 1 ,76643,04/15/2021      ,08:06:55        ,0,150,0,150,200,350,150,,
Ellis County Medical Associates,Other,,, Ennis ,,802 W Lampasas St Ste 100 ,75119,04/15/2021      ,15:31:22        ,60,930,2340,0,0,990,2340,,
Guardian Pharmacy,Pharmacy,,, Arlington ,,610 MAGIC MILE ST,76011,04/16/2021      ,10:23:27        ,0,200,0,0,0,200,0,,
NOCONA GENERAL HOSPITAL,Community Clinic,C,100 Park Rd,Nocona,Montague,100 Park Rd,76255,04/14/2021      ,07:39:42        ,0,10,0,0,0,10,0,(940) 825-3235,http://www.noconageneral.com/
UNIVERSITY OF TEXAS MEDICAL BRANCH,Vaccine Hub,R,301 University Blvd,Galveston,Galveston,301 University Blvd,77555,04/16/2021      ,15:18:25        ,0,0,0,0,0,0,0,800-917-8906,https://www.utmb.edu/covid-19/vaccine/patient-info
MEMORIAL MEDICAL CENTER,Hospital,P,815 N Virginia St,Port Lavaca,Calhoun,815 N Virginia St,77979,04/16/2021      ,15:40:11        ,0,1020,30,0,240,1260,30,361-552-0397,https://www.memorialmedical.com/
Internal Medicine Associates Of Houston,Medical Practice,,10970 Shadow Creek Pkwy,Pearland,Brazoria,10970 Shadow Creek Pkwy,77584,04/17/2021      ,09:51:07        ,0,0,0,0,30,30,0,713-436-4566,http://www.internalmedhouston.com/
Brazos County Vaccination Hub - CHI St Joseph Health College Station Hospital,Vaccine Hub,N,Franciscan Drive,Bryan,Brazos,"2801 Franciscan Drive, Bryan TX 77802",77802,04/17/2021      ,08:22:02        ,0,5120,0,120,0,5120,120,979-776-3777,https://st-joseph.org/covidvaccine
S Tx Rhs Inc,Other,,606 W Leona St,Dilley,FRIO,606 W Leona St,78017,04/16/2021      ,08:12:20        ,0,180,0,10,0,180,10,,
Parkland Employee Physicians Office,Community Clinic,,7920 Elmbrook Dr Ste 120,Dallas,Dallas,7920 Elmbrook Dr Ste 120,75247,04/16/2021      ,10:28:29        ,0,220,0,2300,0,220,2300,(214) 590-2800,http://www.parklandhospital.com/
St. Hope Foundation -  Conroe,Other,,1414 S Frazier St Ste 105,Conroe,MONTGOMERY,1414 S Frazier St Ste 105,77301,04/16/2021      ,09:06:57        ,0,80,0,0,0,80,0,(936) 441-2440,http://offeringhope.org/
Emergency Operations Center,Community Clinic,,West 10th,Del Rio,Val Verde,1051 West 10th,78840,04/15/2021      ,10:21:46        ,5680,970,0,0,970,7620,0,,
"Renal Care Group Texas, Inc",Community Clinic,,S Palestine,Athens,Henderson,1220 S Palestine,75751,04/15/2021      ,14:53:32        ,0,0,0,10,0,0,10,,
Hyland's Pharmacy - Shamrock,Pharmacy,,Bill Mack Rd,Shamrock,Wheeler,1814 Bill Mack Rd,79079,04/16/2021      ,17:33:04        ,0,180,0,180,285,465,180,,
Colleyville Fire Department,Other,,Colleyville Blvd,Colleyville,Tarrant,5209 Colleyville Blvd,76034,04/15/2021      ,17:31:14        ,410,0,0,0,0,410,0,,
Walgreens Pharmacy 00553,Pharmacy,,,Houston ,,5300 N Braeswood Blvd ,77096,04/16/2021      ,19:06:06        ,84,0,0,0,70,154,0,713-721-1516,https://www.walgreens.com/locator/walgreens-5300+n+braeswood+blvd-houston-tx-77096/id=553
Walgreens Pharmacy 05765,Pharmacy,,,,,"1223 S MAIN ST Boerne, TX 78006",,04/16/2021      ,19:24:17        ,0,0,0,0,60,60,0,(830) 249-9565,https://www.walgreens.com/locator/walgreens-1223+s+main+st-boerne-tx-78006/id=5765
Walgreens Pharmacy 07492,Pharmacy,,,,,"6402 CYPRESS CREEK PKWY Houston, TX 77069",,04/15/2021      ,12:59:11        ,0,0,0,0,60,60,0,(281) 631-9736,https://www.walgreens.com/locator/walgreens-6402+cypress+creek+pkwy-houston-tx-77069/id=7492
Walgreens Pharmacy 06758,Pharmacy,,,,,"2420 W ARKANSAS LN Arlington, TX 76013",,04/11/2021      ,15:48:18        ,0,0,0,0,100,100,0,(817) 795-8166,https://www.walgreens.com/locator/walgreens-2420+w+arkansas+ln-arlington-tx-76013/id=6758
Health One Pharmacy,Federal Allocation,,Main St,The Colony,,3800 Main St Suite# 102,75056,04/16/2021      ,16:38:17        ,0,0,0,0,85,85,0,,
CASH SAVER PHARMACY #6,Federal Allocation,,655 LAVACA ST ,BEAUMONT ,,655 LAVACA ST BEAUMONT 77705,77705,04/10/2021      ,17:35:00        ,0,0,0,0,200,200,0,,
Walgreens Pharmacy 04823,Pharmacy,,,Round Rock,,901 E PALM VALLEY BLVD,78664,04/13/2021      ,21:26:39        ,0,0,0,0,60,60,0,(512) 248-8742,https://www.walgreens.com/locator/walgreens-901+e+palm+valley+blvd-round+rock-tx-78664/id=4823
Walgreens Pharmacy 05100,Pharmacy,,,,,"22202 WESTHEIMER PKWY Katy, TX 77450",,04/13/2021      ,09:04:55        ,0,0,0,0,60,60,0,(281) 693-6808,https://www.walgreens.com/locator/walgreens-22202+westheimer+pkwy-katy-tx-77450/id=5100
Walgreens Pharmacy 05476,Pharmacy,,,,,"1470 KELLER PKWY Keller, TX 76248",,04/12/2021      ,14:53:40        ,24,0,0,0,255,279,0,(817) 431-5305,https://www.walgreens.com/locator/walgreens-1470+keller+pkwy-keller-tx-76248/id=5476
CANTU'S PHARMACY,Pharmacy,V,504 S Closner Blvd,Edinburg,Hidalgo,504 S Closner Blvd,78539,04/16/2021      ,23:53:04        ,1170,0,0,0,0,1170,0,956-383-1239,
Walgreens Pharmacy 03236,Pharmacy,,,El Paso,,800 N ZARAGOZA RD,79907,04/17/2021      ,09:08:09        ,90,0,0,0,65,155,0,(915) 860-1670,https://www.walgreens.com/locator/walgreens-800+n+zaragoza+rd-el+paso-tx-79907/id=3236
Walgreens Pharmacy 04679,Pharmacy,,,,,"2879 MONTANA AVE El Paso, TX 79903",,04/17/2021      ,08:53:15        ,174,0,0,0,100,274,0,(915) 566-4464,https://www.walgreens.com/locator/walgreens-2879+montana+ave-el+paso-tx-79903/id=4679
Walgreens Pharmacy 03878,Pharmacy,,,Fort Worth,,3425 SYCAMORE SCHOOL RD,76123,04/17/2021      ,08:52:42        ,42,0,0,0,90,132,0,(817) 370-0505,https://www.walgreens.com/locator/walgreens-3425+sycamore+school+rd-fort+worth-tx-76123/id=3878
PharmaVida Rx,Federal Allocation,,,Palmview,Hidalgo,1337 E Palma Vista Dr Ste B,78572,04/16/2021      ,10:03:06        ,0,0,0,0,40,40,0,,
Walgreens Pharmacy 04901,Pharmacy,,,Cypress,,12407 GRANT RD,77429,04/15/2021      ,20:51:11        ,0,0,0,0,65,65,0,(281) 655-0478,https://www.walgreens.com/locator/walgreens-12407+grant+rd-cypress-tx-77429/id=4901
Rite Away Pharmacy,Federal Allocation,,,San Antonio,Bexar,2235 Thousand Oaks Dr,78232,04/17/2021      ,08:24:56        ,1122,0,0,0,315,1437,0,,
Walgreens Pharmacy 21238,Pharmacy,,1501 W Church St,Livingston,,1501 W Church St Ste 500 Livingston 77351,77351,04/16/2021      ,18:44:19        ,21,0,21,0,110,131,21,,
Walgreens Pharmacy 07178,Pharmacy,,, Dickinson ,,100 FM 646 RD N,77539,04/15/2021      ,20:17:21        ,0,0,0,0,150,150,0,,
Walgreens Pharmacy 09368,Pharmacy,,,,,"12390 EDGEMERE BLVD El Paso, TX 79938",,04/17/2021      ,10:48:57        ,0,0,0,0,120,120,0,(915) 849-6849,https://www.walgreens.com/locator/walgreens-12390+edgemere+blvd-el+paso-tx-79938/id=9368
Walgreens Pharmacy 10392,Pharmacy,,,,,"100 LAKE RD Belton, TX 76513",,04/16/2021      ,14:17:10        ,0,0,0,0,100,100,0,(254) 939-5628,https://www.walgreens.com/locator/walgreens-100+lake+rd-belton-tx-76513/id=10392
Walgreens Pharmacy 13988,Pharmacy,,,Houston ,,11445 Compaq Center West Dr ,77070,04/13/2021      ,10:34:58        ,0,0,0,0,125,125,0,(281) 251-2384,https://www.walgreens.com/locator/walgreens-11445+compaq+center+west+dr-houston-tx-77070/id=13988
Walgreens Pharmacy 07774,Pharmacy,,,,,"12225 HIGHWAY 6 Fresno, TX 77545",,04/12/2021      ,22:33:57        ,0,0,0,0,130,130,0,(281) 431-4248,https://www.walgreens.com/locator/walgreens-12225+highway+6-fresno-tx-77545/id=7774
Walgreens Pharmacy 11926,Pharmacy,,200 W Commerce St,Brownwood,Brown,200 W Commerce St,76801,04/17/2021      ,09:50:55        ,0,200,0,0,195,395,0,(325) 646-8923,Walgreens.com/covid19vac
Walgreens Pharmacy 07019,Pharmacy,,,,,"3120 N FRY RD Katy, TX 77449",,04/16/2021      ,19:38:43        ,56,210,0,0,100,366,0,(281) 829-5080,https://www.walgreens.com/locator/walgreens-3120+n+fry+rd-katy-tx-77449/id=7019
