NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE
Crockett Clinic,Community Clinic,,,Crockett ,,1122 E Loop 304 ,75835,04/14/2021      ,15:44:23        ,0,20,0,90,0,20,90,,
Glen Rose Healthcare Inc,Other,,409 Glenwood St,Glen Rose,Somervell,409 Glenwood St,76043,04/13/2021      ,20:46:58        ,0,60,0,0,0,60,0,+12548972202,http://www.glenrosehealthcare.com/
"Vital Med Urgent Care, Llc",Other,,5711 Mcpherson Rd,Webb,Laredo,5711 MCPHERSON RD STE 103 LAREDO 78041,78041,04/14/2021      ,08:31:36        ,0,60,0,0,0,60,0,956-602-8595,
Walgreens Pharmacy 12569,Pharmacy,,,Georgetown ,,1220 W University Ave ,78628,04/14/2021      ,14:29:36        ,0,0,0,0,100,100,0,,
Vital Med Urgent Care,Other,,3120 Pita Mangana Road,Laredo,Webb,3120 PITA MANGANA RD STE 100 Laredo 78046,78046,04/14/2021      ,08:38:25        ,0,60,0,0,0,60,0,956-568-1350,
LPISD-VSHSI Community & School Based Clinic,Community Clinic,P,117 E Us Hwy 57,La Pryor,Zavala,117 E Us Hwy 57,78872,04/14/2021      ,09:14:43        ,0,100,0,100,0,100,100,(830) 365-4526,http://www.communityschools.org/
Payne Family Pharmacy,Pharmacy,,200 S Main St,Floydada,Floyd,200 S Main St,79235,04/14/2021      ,16:22:00        ,0,600,0,350,75,675,350,(806) 983-5111,https://www.mygnp.com/pharmacies/payne-family-pharmacy-floydada-tx-79235/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=4590851
North East ISD,Other,,,San Antonio,,10333 BROADWAY ST,78217,04/14/2021      ,11:24:58        ,0,360,0,0,0,360,0,,
TERRELL STATE HOSPITAL,Hospital,E,1200 E Brin St,Terrell,Kaufman,1200 E Brin St,75160,04/14/2021      ,09:20:29        ,0,170,0,200,0,170,200,972-524-6452,https://hhs.texas.gov/services/mental-health-substance-use/state-hospitals/terrell-state-hospital
Crawford Pharmacy Of Pleasanton LLC,Pharmacy,,145 W Hart Ave,San Antonio,Bexar,145 W Hart Ave,78214,04/14/2021      ,18:02:52        ,0,0,0,0,95,95,0,(210) 932-1200,
S & J PHARMACY SANGER,Federal Allocation,,,SANGER,Denton,801 W CHAPMAN DR STE 100,76266,04/13/2021      ,07:39:23        ,0,0,0,0,385,385,0,(940) 458-4448,
Northeast Texas Public Health District,Vaccine Hub,,815 N Broadway,Tyler,Smith,815 N Broadway,75702,04/14/2021      ,06:35:52        ,8427,0,5964,0,915,9342,5964,(903) 535-0020,https://www.nethealthcovid19.org/
COSTCO PHARMACY 668,Federal Allocation,,600 West Arbrook Blvd,Arlington,Tarrant,600 W ARBROOK BLVD ARLINGTON 76014,76014,04/14/2021      ,08:39:04        ,0,0,0,0,141,141,0,,
Shadow Creek Medical Clinic,Medical Practice,,11021 Shadow Creek Pkwy,Pearland,Brazoria,11021 Shadow Creek Pkwy,77584,04/12/2021      ,10:56:45        ,0,0,0,0,190,190,0,(713) 340-1977,http://shadowcreekmedicalclinic.com/
TRS Health Inc,Other,,12805 CAPRICORN ST Stafford 77477,Stafford,Fort Bend,12805 CAPRICORN ST Stafford 77477,77477,04/13/2021      ,14:06:58        ,0,0,0,0,300,300,0,(281) 385-8554,
Brazos Family Clinic,Other,,,Graham,Young,618 Oak St,76450,04/14/2021      ,15:58:39        ,0,90,0,0,0,90,0,(940) 549-6953,
Dow Family Health  Center,Other,,270 Abner Jackson Pkwy,Lake Jackson,Brazoria,270 Abner Jackson Pkwy Lake Jackson 77566,77566,04/14/2021      ,09:57:50        ,0,0,0,0,35,35,0,,
COSTCO PHARMACY 664,Federal Allocation,,3800 Cenral Expressway,East Plano,Collin,3800 Cenral Expressway,75074,04/14/2021      ,14:58:22        ,0,0,0,0,375,375,0,,
Red's Pharmacy,Federal Allocation,,3102 Garrett Drive,Perryton,Ochiltree,3102 Garrett Drive,79070,04/13/2021      ,10:22:02        ,0,188,0,389,0,188,389,,
CK Pharmacy,Federal Allocation,,KINGWOOD DR # 108 ,Kingwood ,Harris,1110 KINGWOOD DR # 108 ,77339,04/14/2021      ,07:08:22        ,0,0,0,0,260,260,0,,
"Borger Pharmacy, LLC",Pharmacy,,524 W 10th,Borger,Hutchinson,524 W 10th,79007,04/14/2021      ,16:39:57        ,1164,360,118,370,0,1524,488,(806) 274-9635,https://stores.healthmart.com/borgerpharmacy
Doctors Hospital at Renaissance,Vaccine Hub,V,5501 South Mccoll Road,Edinburg,Hidalgo,5501 South Mccoll Road,78539,04/13/2021      ,13:38:35        ,0,0,0,100,0,0,100,956-362-8800,https://www.dhrhealth.com/patients-and-visitors/coronavirus-advisory
LAMPASAS DRUG COMPANY,Pharmacy,,202 N Key Ave,Lampasas,Lampasas,"202 North Key Avenue, Lampasas, TX, USA",76550,04/14/2021      ,08:41:57        ,0,0,0,80,165,165,80,,
Family Care Clinic Shamrock,Other,,1010 S Main St,Shamrock,Wheeler,1010 S Main St,79079,04/14/2021      ,08:09:23        ,0,40,0,70,0,40,70,(806) 256-5148,
STEPHENS MEMORIAL HOSPITAL,Hospital,D,200 S Geneva St, Breckenridge,Stephens,"200 S Geneva St, Breckenridge, TX, 76424",76424,04/14/2021      ,10:08:06        ,0,410,0,100,150,560,100,(254) 559-2241,http://www.smhtx.com/
Terrell Fire Department,Other,,201 East Nash Street,Terrell,Kaufman,201 East Nash Street,75160,04/14/2021      ,11:08:10        ,0,1500,0,500,0,1500,500,,
Adonis Zuniga Goldwater MD,Other,,2412 Jacaman Rd,Laredo,Webb,2412 JACAMAN RD STE 103 Laredo 78041,78041,04/14/2021      ,11:34:27        ,0,16,0,0,0,16,0,19567260647,
TTUHSC Family Medicine Amarillo,Other,,1400 S Coulter St # 5100,Amarillo,Potter,1400 S Coulter St # 5100,79106,04/14/2021      ,09:23:20        ,0,0,0,0,120,120,0,(806) 743-1000,
Tarrant County Public Health District,Vaccine Hub,,1101 S Main St Ste 1350,Fort Worth,Tarrant,1101 S Main St Suite. 1350,76104,04/14/2021      ,08:47:55        ,0,21310,9756,10170,0,21310,19926,817-248-6299 Option 7,www.tarrantcounty.com/COVIDshot
Kelsey-Seybold Clinic - West Grand Parkway,Other,,2510 W GRAND PKWY N,Katy,,2510 W GRAND PKWY N,77449,04/13/2021      ,09:32:14        ,0,0,0,0,240,240,0,,
Old Corner Drug,Pharmacy,,200 N MAIN ST,West,McLennan,200 N MAIN ST,76691,04/13/2021      ,18:37:48        ,0,340,0,0,0,340,0,,
HCA HOUSTON HEALTHCARE TOMBALL,Hospital,Q,605 Holderreith Blvd,Tomball,Harris,605 Holderreith Blvd,77375,04/14/2021      ,08:14:43        ,0,50,0,80,0,50,80,(281) 401-7500,https://hcahoustonhealthcare.com/locations/tomball?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing
Highland Drug,Federal Allocation,,504 E AVENUE E, ALPINE,Brewster,"504 E AVENUE E,  Alpine, Texas 79830",79830,04/14/2021      ,18:34:17        ,0,0,0,0,190,190,0,432-837-3931,
HCA HOUSTON HEALTHCARE PEARLAND,Hospital,R,11100 Shadow Creek Parkway,Pearland,Brazoria,11100 Shadow Creek Parkway,77584,04/14/2021      ,08:41:13        ,0,0,0,0,100,100,0,(713) 770-7000,https://hcahoustonhealthcare.com/locations/pearland?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing
COSTCO PHARMACY 1330,Federal Allocation,,1310 Jasmine Ave,Webster,Harris,1310 Jasmine Ave,77598,04/14/2021      ,19:05:10        ,0,0,0,0,80,80,0,,
UT Southwestern Medical Center - ZALE LIPSHY,Vaccine Hub,E,5151 Harry Hines Blvd,Dallas,Dallas,5151 Harry Hines Blvd,75390,04/07/2021      ,10:41:29        ,0,0,0,0,0,0,0,214-633-2021,https://utswmed.org/covid-19/covid-19-vaccination/
POST ACUTE MEDICAL REHAB HOSPITAL HUMBLE,Hospital,Q,18839 McKay Drive, Humble,Harris,"18839 McKay Drive, Humble, TX, 77338",77338,04/13/2021      ,08:51:38        ,0,0,0,70,0,0,70,(281) 446-3655,https://www.postacutemedical.com/
Purple Hearts Primary Care Services Pllc,Other,,688 W Pioneer Pkwy,Grand Prairie,Dallas,688 W Pioneer Pkwy ste 120,75051,04/14/2021      ,17:12:30        ,860,0,0,0,0,860,0,817-969-4651,https://purpleheartspc.com/
Modern Health & Wellness,Other,,Republic Dr,Plano,Collin,555 Republic Dr,75074,04/12/2021      ,07:28:25        ,0,140,0,0,0,140,0,,
Collegiate Academy Teen Health Center,Other,,7100 Stewart Rd Rm 177b,Galveston,Galveston,7100 STEWART RD RM 177B GALVESTON 77551,77551,04/12/2021      ,10:15:31        ,0,80,0,0,0,80,0,,
Save Mart Pharmacy,Federal Allocation,,733 East Quinlan Parkway,Quinlan,Hunt,733 E QUINLAN PKWY QUINLAN 75474,75474,04/14/2021      ,16:28:37        ,0,0,0,0,285,285,0,,
City of Garland Health Department,Vaccine Hub,,206 Carver Dr,Garland,Dallas,206 Carver Dr,75040,04/14/2021      ,08:23:47        ,0,0,0,0,0,0,0,972-205-3900,http://garlandtx.gov/
WARM SPRINGS SPECIALTY HOSPITAL OF SAN ANTONIO,Hospital,,5418 N Loop 1604 W,San Antonio,Bexar,5418 North Loop 1604 West,78249,04/14/2021      ,08:28:12        ,0,0,0,100,0,0,100,,
Kk Pharmacy,Pharmacy,,1411 West American Blvd,Muleshoe,Bailey,1411 West American Blvd,79347,04/13/2021      ,09:22:52        ,170,0,1080,0,0,170,1080,(806) 272-7511,https://www.mygnp.com/pharmacies/kks-pharmacy-51-dallas-tx-75233/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=5904493
Edinburg Cisd Health Services Department,Local Health Department,,411 N 8th ave,EDINBURG,hildago,411 N 8TH AVE  ,78541,04/12/2021      ,09:44:56        ,0,350,0,0,0,350,0,,
Angelina County And Cities Health District,Vaccine Hub,,503 Hill Street,Lufkin,Angelina,503 Hill Street,75904,04/14/2021      ,15:02:55        ,0,0,0,0,0,0,0,(936) 632-1139,http://www.acchd.us/
Briargrove Pharmacy,Community Clinic,,6435 San Felipe St,Houston,Harris,"6435 San Felipe St, Houston, Tx 77057",77057,04/14/2021      ,14:37:21        ,0,180,0,0,0,180,0,,
DR. HUSNA IQBAL,Other,,2801 Duke Of Gloucester,Desoto,Dallas,2801 DUKE OF GLOUCESTER ST STE 101 STE 101 Desoto 75115,75115,04/14/2021      ,17:11:59        ,570,0,0,0,0,570,0,(972) 572-8150,
Harlingen Pharmacy LLC,Pharmacy,,1616 N Ed Carey Dr,Harlingen,Cameron,"1616 N Ed Carey Dr, Harlingen, TX 78550, USA",8286,04/12/2021      ,09:39:46        ,0,100,0,100,0,100,100,,
COSTCO PHARMACY 689,Federal Allocation,,,,,5611 UTSA BLVD SAN ANTONIO 78249,,04/13/2021      ,08:36:55        ,0,0,0,0,9,9,0,210-200-2022,http://www.costco.com/
Tyler Family Circle of Care - Glenwood,Community Clinic,,928 N Glenwood Blvd,Tyler,Smith,928 North Glenwood Boulevard,75702,04/13/2021      ,17:32:09        ,0,300,0,0,0,300,0,(903) 535-9041,
Clearsky Rehabilitation Hospital Of Flowers mound,Hospital,E,3100 Peters Colony Road,Flower Mound,Denton,3100 Peters Colony Road,75022,04/13/2021      ,15:40:38        ,0,10,0,12,0,10,12,469-933-2855,
Nuestra Clinica Del Valle - Edcouch,Community Clinic,,,Edcouch,,1518 E Santa Rosa Ave,78538,04/14/2021      ,16:51:56        ,0,0,0,0,120,120,0,(956) 262-1363,
AMERICO M BACA MD PA,Other,,,SAN JUAN,,722 S NEBRASKA AVE SAN JUAN 78589,78589,04/14/2021      ,09:16:56        ,0,0,0,0,110,110,0,,
"Hewitt Drug, LLC",Other,,N HEWITT DR STE 1 ,Hewitt ,,511 N HEWITT DR STE 1 ,76643,04/14/2021      ,08:08:06        ,0,50,0,50,200,250,50,,
Ellis County Medical Associates,Other,,, Ennis ,,802 W Lampasas St Ste 100 ,75119,04/13/2021      ,08:14:37        ,80,1000,0,0,0,1080,0,,
"Maxhealth Family, Internal And Sports Medicine",Medical Practice,,5207 Heritage Ave,Colleyville,Tarrant,"5207 Heritage Ave, Colleyville, TX, USA",76034,04/14/2021      ,07:56:22        ,0,700,0,0,0,700,0,,
Guardian Pharmacy,Pharmacy,,, Arlington ,,610 MAGIC MILE ST,76011,04/14/2021      ,09:26:24        ,0,460,0,0,0,460,0,,
NOCONA GENERAL HOSPITAL,Community Clinic,C,100 Park Rd,Nocona,Montague,100 Park Rd,76255,04/14/2021      ,07:39:42        ,0,10,0,0,0,10,0,(940) 825-3235,http://www.noconageneral.com/
UNIVERSITY OF TEXAS MEDICAL BRANCH,Vaccine Hub,R,301 University Blvd,Galveston,Galveston,301 University Blvd,77555,04/13/2021      ,14:55:50        ,0,0,0,0,0,0,0,800-917-8906,https://www.utmb.edu/covid-19/vaccine/patient-info
MEMORIAL MEDICAL CENTER,Hospital,P,815 N Virginia St,Port Lavaca,Calhoun,815 N Virginia St,77979,04/13/2021      ,08:14:14        ,0,1000,0,0,240,1240,0,361-552-0397,https://www.memorialmedical.com/
Internal Medicine Associates Of Houston,Medical Practice,,10970 Shadow Creek Pkwy,Pearland,Brazoria,10970 Shadow Creek Pkwy,77584,04/14/2021      ,08:36:31        ,0,0,0,0,30,30,0,713-436-4566,http://www.internalmedhouston.com/
Brazos County Vaccination Hub - CHI St Joseph Health College Station Hospital,Vaccine Hub,N,Franciscan Drive,Bryan,Brazos,"2801 Franciscan Drive, Bryan TX 77802",77802,04/14/2021      ,09:36:18        ,0,4400,0,0,0,4400,0,979-776-3777,https://st-joseph.org/covidvaccine
S Tx Rhs Inc,Other,,606 W Leona St,Dilley,FRIO,606 W Leona St,78017,04/14/2021      ,08:08:33        ,0,180,0,10,0,180,10,,
Parkland Employee Physicians Office,Community Clinic,,7920 Elmbrook Dr Ste 120,Dallas,Dallas,7920 Elmbrook Dr Ste 120,75247,04/14/2021      ,14:29:10        ,0,270,0,2300,0,270,2300,(214) 590-2800,http://www.parklandhospital.com/
St. Hope Foundation -  Conroe,Other,,1414 S Frazier St Ste 105,Conroe,MONTGOMERY,1414 S Frazier St Ste 105,77301,04/14/2021      ,09:46:37        ,0,100,0,0,0,100,0,(936) 441-2440,http://offeringhope.org/
Harris County Public Health,Vaccine Hub,,2223 W Loop S,Houston,Harris,2223 W Loop South,77027,04/14/2021      ,08:04:24        ,0,0,0,0,3065,3065,0,832-927-8787,https://vacstrac.hctx.net
Emergency Operations Center,Community Clinic,,West 10th,Del Rio,Val Verde,1051 West 10th,78840,04/13/2021      ,11:04:21        ,0,0,0,0,970,970,0,,
"Renal Care Group Texas, Inc",Community Clinic,,S Palestine,Athens,Henderson,1220 S Palestine,75751,04/14/2021      ,11:31:18        ,0,0,0,20,0,0,20,,
Hyland's Pharmacy - Shamrock,Pharmacy,,Bill Mack Rd,Shamrock,Wheeler,1814 Bill Mack Rd,79079,04/14/2021      ,17:52:06        ,0,180,0,180,285,465,180,,
Kickapoo Tribe - Eagle Pass,Federal Allocation,,,Eagle Pass,Maverick,2212 Rosita Valley Road,78852,04/12/2021      ,16:51:01        ,0,1460,0,0,0,1460,0,,
Walgreens Pharmacy 00553,Pharmacy,,,Houston ,,5300 N Braeswood Blvd ,77096,04/13/2021      ,22:12:02        ,0,0,0,0,70,70,0,713-721-1516,https://www.walgreens.com/locator/walgreens-5300+n+braeswood+blvd-houston-tx-77096/id=553
Walgreens Pharmacy 05765,Pharmacy,,,,,"1223 S MAIN ST Boerne, TX 78006",,04/14/2021      ,09:10:39        ,0,0,0,0,60,60,0,(830) 249-9565,https://www.walgreens.com/locator/walgreens-1223+s+main+st-boerne-tx-78006/id=5765
Walgreens Pharmacy 05390,Pharmacy,,, Houston ,,8300 Wilcrest Dr,77072,04/14/2021      ,19:15:34        ,0,0,0,0,45,45,0,,
Walgreens Pharmacy 07492,Pharmacy,,,,,"6402 CYPRESS CREEK PKWY Houston, TX 77069",,04/12/2021      ,12:34:04        ,0,0,0,0,60,60,0,(281) 631-9736,https://www.walgreens.com/locator/walgreens-6402+cypress+creek+pkwy-houston-tx-77069/id=7492
Walgreens Pharmacy 06758,Pharmacy,,,,,"2420 W ARKANSAS LN Arlington, TX 76013",,04/11/2021      ,15:48:18        ,0,0,0,0,100,100,0,(817) 795-8166,https://www.walgreens.com/locator/walgreens-2420+w+arkansas+ln-arlington-tx-76013/id=6758
Health One Pharmacy,Federal Allocation,,Main St,The Colony,,3800 Main St Suite# 102,75056,04/13/2021      ,14:04:46        ,0,0,0,0,85,85,0,,
CASH SAVER PHARMACY #6,Federal Allocation,,655 LAVACA ST ,BEAUMONT ,,655 LAVACA ST BEAUMONT 77705,77705,04/10/2021      ,17:35:00        ,0,0,0,0,200,200,0,,
Walgreens Pharmacy 04823,Pharmacy,,,Round Rock,,901 E PALM VALLEY BLVD,78664,04/13/2021      ,21:26:39        ,0,0,0,0,60,60,0,(512) 248-8742,https://www.walgreens.com/locator/walgreens-901+e+palm+valley+blvd-round+rock-tx-78664/id=4823
Walgreens Pharmacy 05100,Pharmacy,,,,,"22202 WESTHEIMER PKWY Katy, TX 77450",,04/13/2021      ,09:04:55        ,0,0,0,0,60,60,0,(281) 693-6808,https://www.walgreens.com/locator/walgreens-22202+westheimer+pkwy-katy-tx-77450/id=5100
Walgreens Pharmacy 03407,Other,,, Houston,,12550 Westheimer Rd, 77077,04/14/2021      ,18:54:49        ,0,0,0,0,65,65,0,,
Walgreens Pharmacy 05476,Pharmacy,,,,,"1470 KELLER PKWY Keller, TX 76248",,04/12/2021      ,14:53:40        ,24,0,0,0,255,279,0,(817) 431-5305,https://www.walgreens.com/locator/walgreens-1470+keller+pkwy-keller-tx-76248/id=5476
Walgreens Pharmacy 03236,Pharmacy,,,El Paso,,800 N ZARAGOZA RD,79907,04/14/2021      ,08:42:52        ,0,0,0,0,65,65,0,(915) 860-1670,https://www.walgreens.com/locator/walgreens-800+n+zaragoza+rd-el+paso-tx-79907/id=3236
Walgreens Pharmacy 04679,Pharmacy,,,,,"2879 MONTANA AVE El Paso, TX 79903",,04/14/2021      ,08:50:50        ,90,0,0,0,100,190,0,(915) 566-4464,https://www.walgreens.com/locator/walgreens-2879+montana+ave-el+paso-tx-79903/id=4679
Walgreens Pharmacy 03878,Pharmacy,,,Fort Worth,,3425 SYCAMORE SCHOOL RD,76123,04/13/2021      ,21:31:19        ,13,0,0,0,0,13,0,(817) 370-0505,https://www.walgreens.com/locator/walgreens-3425+sycamore+school+rd-fort+worth-tx-76123/id=3878
Internal Medicine Associates Of Plano,Medical Practice,,6124 W Parker Rd Ste 234,Plano,Collin,6124 W Parker Rd Ste 234,75093,03/25/2021      ,08:22:55        ,0,600,0,10,0,600,10,(972) 468-9999,http://www.planointernist.com/
Walgreens Pharmacy 15621,Pharmacy,,,San Antonio ,,25215 W Interstate 10 ,78257,04/14/2021      ,17:51:34        ,0,50,0,0,0,50,0,+12106982540,https://www.walgreens.com/locator/walgreens-25215+w+interstate+10-san+antonio-tx-78257/id=15621
Rite Away Pharmacy,Federal Allocation,,,San Antonio,Bexar,2235 Thousand Oaks Dr,78232,04/14/2021      ,09:47:01        ,1164,0,0,0,315,1479,0,,
Walgreens Pharmacy 21238,Pharmacy,,1501 W Church St,Livingston,,1501 W Church St Ste 500 Livingston 77351,77351,04/14/2021      ,17:42:12        ,18,0,18,0,110,128,18,,
Walgreens Pharmacy 10392,Pharmacy,,,,,"100 LAKE RD Belton, TX 76513",,04/14/2021      ,18:58:01        ,0,0,0,0,100,100,0,(254) 939-5628,https://www.walgreens.com/locator/walgreens-100+lake+rd-belton-tx-76513/id=10392
Walgreens Pharmacy 13988,Pharmacy,,,Houston ,,11445 Compaq Center West Dr ,77070,04/13/2021      ,10:34:58        ,0,0,0,0,125,125,0,(281) 251-2384,https://www.walgreens.com/locator/walgreens-11445+compaq+center+west+dr-houston-tx-77070/id=13988
Walgreens Pharmacy 07774,Pharmacy,,,,,"12225 HIGHWAY 6 Fresno, TX 77545",,04/12/2021      ,22:33:57        ,0,0,0,0,130,130,0,(281) 431-4248,https://www.walgreens.com/locator/walgreens-12225+highway+6-fresno-tx-77545/id=7774
Walgreens Pharmacy 07328,Pharmacy,,,,,"9428 DYER ST El Paso, TX 79924",,04/14/2021      ,09:46:09        ,0,0,0,0,135,135,0,(915) 751-4415,https://www.walgreens.com/locator/walgreens-9428+dyer+st-el+paso-tx-79924/id=7328
Walgreens Pharmacy 11926,Pharmacy,,200 W Commerce St,Brownwood,Brown,200 W Commerce St,76801,04/14/2021      ,09:46:28        ,0,0,0,0,195,195,0,(325) 646-8923,Walgreens.com/covid19vac
15rx Pharmacy2,Pharmacy,,11212 State Hwy 151 Plaza2,San Antonio,Bexar,11212 State Hwy 151 Plaza2,78251,04/14/2021      ,10:32:48        ,0,20,0,0,195,215,0,(210) 543-1579,http://www.15rx.com/
COSTCO PHARMACY 636,Federal Allocation,,250 West Highway 67,Duncanville,Dallas,250 West Highway 67,75137,04/14/2021      ,19:55:47        ,0,30,0,0,0,30,0,,
Hometown Healthcare Orange Grove,Other,U,101 S Eugenia St,Orange Grove,Jim Wells,101 S Eugenia St Orange Grove 78372,78372,04/14/2021      ,08:27:55        ,630,150,0,0,0,780,0,,
Walgreens Pharmacy 07354,Pharmacy,,,,,"1330 N BELT LINE RD Irving, TX 75061",,04/13/2021      ,19:54:52        ,126,0,0,0,0,126,0,(469) 417-0358,https://www.walgreens.com/locator/walgreens-1330+n+belt+line+rd-irving-tx-75061/id=7354
Walgreens Pharmacy 03083,Pharmacy,,,Converse,,10650 TOEPPERWEIN RD,78109,04/14/2021      ,17:35:47        ,0,0,0,0,125,125,0,210-659-8177,https://www.walgreens.com/locator/walgreens-10650+toepperwein+rd-converse-tx-78109/id=3083
Walgreens Pharmacy 09721,Pharmacy,,1481 E Main St,Midlothian,Ellis,1481 E Main St,76065,04/14/2021      ,10:30:46        ,66,0,0,0,155,221,0,(972) 723-8408,Walgreens.com/covid19vac
Walgreens Pharmacy 06865,Pharmacy,,,,,"12097 VETERANS MEMORIAL DR Houston, TX 77067",,04/12/2021      ,21:30:49        ,0,0,0,0,130,130,0,281-444-6304,https://www.walgreens.com/locator/walgreens-12097+veterans+memorial+dr-houston-tx-77067/id=6865
Walgreens Pharmacy 11910,Pharmacy,,1130 S Broadway St,Sulphur Springs,Hopkins,1130 S Broadway St,75482,04/14/2021      ,11:31:32        ,0,0,0,0,165,165,0,(903) 438-2435,Walgreens.com/covid19vac
Walgreens Pharmacy 21249,Other,,S Jackson St,Jacksonville,Cherokee,1329 S Jackson St,75766,04/14/2021      ,17:38:40        ,13,0,0,0,270,283,0,,
Canadian Pharmacy Management,Federal Allocation,,,Canadian ,Hemphill,200 Cheyenne Ave,79014,04/14/2021      ,13:51:02        ,0,0,0,0,180,180,0,18063238882,
Gator Hope Clinic,Other,,3800 Baker Dr,Dickinson,Galveston,3800 Baker Dr Dickinson 77539,77539,04/14/2021      ,15:48:12        ,0,350,0,0,0,350,0,(281) 229-6455,
United Pharmacy 501,Pharmacy,,2523 48th Street,Lubbock,Lubbock,2523 48th Street,79413,04/14/2021      ,18:33:41        ,48,0,48,0,295,343,48,,
BAYLOR SCOTT WHITE MC - WAXAHACHIE,Vaccine Hub,E,2400 N I35e,Waxahachie,Ellis,2400 N I35e,75165,04/14/2021      ,08:53:43        ,0,0,0,0,0,0,0,(972) 579-8100,https://www.bswhealth.com/locations/irving/?y_source=1_MTM0MTE3MDAtNzE1LWxvY2F0aW9uLndlYnNpdGU=
Kleberg County Sheriff's Office,Vaccine Hub,,1500 East King Avenue,Kingsville,Kleberg,1500 East King,78363,04/14/2021      ,21:06:52        ,0,0,0,0,0,0,0,361-595-8500,https://www.klebergcoso.org/
Pharmacy 2 Plus LLC,Federal Allocation,,9026 Culebra Rd Ste 107,San Antonio,Bexar,9026 Culebra Rd Ste 107,78251,04/13/2021      ,10:50:44        ,0,0,0,0,5,5,0,,
Walgreens Pharmacy 11130,Pharmacy,,,,,"3802 E ELMS RD Killeen, TX 76542",,04/14/2021      ,20:36:28        ,0,0,0,0,60,60,0,(254) 680-4009,https://www.walgreens.com/locator/walgreens-3802+e+elms+rd-killeen-tx-76542/id=11130
OTTO KAISER MEMORIAL - KENEDY,Hospital,P,3349 US-181,Kenedy,Karnes,"3349 US-181, Kenedy, TX 78119",78119,04/14/2021      ,08:00:47        ,21000,0,0,0,0,21000,0,(830) 583-3401,http://www.okmh.org/
Alemu Medical Home,Federal Allocation,,,Luling,Caldwell,702 S Hackberry Ave,78648,04/14/2021      ,17:55:52        ,0,280,0,0,0,280,0,(830) 445-4131,
San Patricio County Health Dept,Other,,313 N Rachal,Sinton,San Patricio,313 N Rachal,78387,04/13/2021      ,15:59:20        ,0,300,0,750,295,595,750,,
Wylie Isd - Wylie,Other,,951 S Ballard Ave,Wylie,Collin,951 S Ballard Ave Wylie 75098,75098,04/14/2021      ,09:58:12        ,0,1000,0,0,0,1000,0,,
Walgreens Pharmacy 03286,Pharmacy,,,La Porte,,9705 SPENCER HWY,77571,04/14/2021      ,19:23:41        ,18,0,0,0,0,18,0,(281) 470-7428,https://www.walgreens.com/locator/walgreens-9705+spencer+hwy-la+porte-tx-77571/id=3286
Walgreens Pharmacy 12015,Pharmacy,,,Houston,,747 E CROSSTIMBERS ST , 77022,04/14/2021      ,17:55:46        ,0,0,0,0,65,65,0,+17136952427,https://www.walgreens.com/locator/walgreens-747+e+crosstimbers+st-houston-tx-77022/id=12015
Platinum Rx North ,Federal Allocation,, Aldine Bender Rd,Harris,Harris,5627 Aldine Bender Rd #7,77071,04/12/2021      ,17:20:24        ,0,0,0,0,450,450,0,281 227 1010,
EMPIRE Pharmacy,Pharmacy,,2207 S Zarzamora St,San Antonio,Bexar,"2207 South Zarzamora Street, San Antonio, TX, USA",78207,04/14/2021      ,09:25:27        ,0,0,0,0,85,85,0,,
Zikam Nieghborhood Pharmacy,Federal Allocation,,,San Antonio,Bexar,21920 Bulverde Rd 102/103,78259,04/14/2021      ,14:48:30        ,0,0,0,0,205,205,0,,
Women Specialists of Katy,Federal Allocation,,Kingsland Blvd ,Katy,TEXAS,"21700 Kingsland Blvd, 203",77450,04/14/2021      ,16:48:21        ,882,0,0,0,0,882,0,281-398-2140 ,
WESTEX PHARMACY LLC,Federal Allocation,,,Odessa,Ector,601 East 7th Street,79761,04/13/2021      ,10:50:29        ,0,0,0,0,145,145,0,,
Walgreens Pharmacy 21320,Federal Allocation,,,,,"909 VETERANS BLVD. Del Rio, TX 78840",,04/14/2021      ,18:19:04        ,0,60,0,0,295,355,0,830-290-6015,https://www.walgreens.com/locator/walgreens-909+veterans+blvd.-del+rio-tx-78840/id=21320
"Pulmonary obesity & sleep specialists of Houston, PL",Other,,,Houston,,1900 north loop west # 590 ,77018,04/14/2021      ,08:48:29        ,25,0,0,0,0,25,0,,
Walgreens Pharmacy 07611,Federal Allocation,,,,,"511 E MARSHALL AVE Longview, TX 75601",,04/14/2021      ,18:54:16        ,1572,0,0,0,95,1667,0,(903) 234-9509,https://www.walgreens.com/locator/walgreens-511+e+marshall+ave-longview-tx-75601/id=7611
