NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE
Delta Medical Pa,Medical Practice,,12001 South Fwy,Burleson,,12001 South Fwy Ste 210 Burleson 76028,76028,04/20/2021      ,19:56:53        ,0,0,0,0,375,375,0,817-618-6769,https://www.delta-medical.com/
Edinburg Cisd Health Services Department,Local Health Department,,411 N 8th ave,EDINBURG,hildago,411 N 8TH AVE  ,78541,04/20/2021      ,16:12:17        ,0,8247,0,1269,0,8247,1269,,
Montana Vista Community Partnership,Other,,14900 GREG DRIVE STE B ,EL PASO,EL PASO,14900 GREG DRIVE STE B EL PASO 79938,79938,04/20/2021      ,13:54:35        ,0,0,0,580,100,100,580,915-533-7057,
Arlington Fire Department,Vaccine Hub,,620 W Division St,Arlington,Tarrant,620 W Division St,76011,04/19/2021      ,08:58:22        ,0,0,952,2880,45997,45997,3832,817-248-6299 Option 7,www.tarrantcounty.com/COVIDshot
Denton County Public Health,Vaccine Hub,E,"535 S Loop 288 #1003, Denton, TX 76205",Denton,Denton,535 S Loop 288,76205,04/19/2021      ,14:06:14        ,0,0,0,0,0,0,0, 940 349 2585,https://utswmed.org/covid-19/covid-19-vaccination/
Super 1 Pharmacy 618,Pharmacy,,2610 Richmond Rd,Texarkana,Bowie,2610 Richmond Rd,75503,04/20/2021      ,13:37:39        ,0,0,0,0,20,20,0,(903) 832-2258,https://www.brookshires.com/covid-19-information
Medical Arts Rural Health Clinic,Medical Practice,,2202 N Bryan Ave,Lamesa,Dawson,2202 North Bryan Avenue,79331,04/20/2021      ,09:17:13        ,0,10,0,50,0,10,50,(806) 872-7291,
Medcare Plus Pharmacy,Other,,,Elmendorf,Bexar,3712 New Mathis Rd,78112,04/20/2021      ,09:51:22        ,0,0,0,0,100,100,0,(210) 794-0099,
AMERICO M BACA MD PA,Other,,,SAN JUAN,,722 S NEBRASKA AVE SAN JUAN 78589,78589,04/20/2021      ,16:20:30        ,0,169,0,0,110,279,0,,
Hometown Pharmacy Fairfield,Federal Allocation,,201 East Commerce,Fairfield,Freestone,"201 East Commerce, Faifield, Texas 75840",75840,04/20/2021      ,08:26:52        ,0,188,0,157,0,188,157,(903) 389-2541,https://www.mygnp.com/pharmacies/hometown-pharmacy-fairfield-tx-75840/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=4519647
ADVANCED DIAGNOSTIC HOSPITAL EAST,Hospital,Q,12950 East Freeway Ste 100, Houston ,Harris,"12950 East Freeway Ste 100, Houston , TX, 77015",77015,04/19/2021      ,07:49:49        ,0,0,200,0,0,0,200,(713) 330-3887,
"Oncology Consultants, PA",Other,,,Houston,,2130 W HOLCOMBE BLVD STE 1000 ,77030,04/20/2021      ,16:43:48        ,0,280,0,0,0,280,0,,
TTUHSC Pharmacy Dallas,Pharmacy,,,Dallas,,5920 FOREST PARK RD STE 500,75235,04/19/2021      ,12:41:26        ,0,190,0,0,0,190,0,(214) 654-9404,
Brookshire Family Practice,Other,,,Brookshire,Waller,4019 S Front St,77423,04/20/2021      ,15:30:45        ,1164,0,0,0,0,1164,0,,
Arlington Family Practice PA,Medical Practice,,2415 Matlock Rd,Arlington,,2415 Matlock Rd ,76015,04/20/2021      ,10:05:45        ,0,14,0,0,0,14,0,(817) 277-6444,arlingtonfp.com
"Second Gen Ventures, Inc",Other,,,GEORGETOWN,,2700 SHELL RD,78628,04/20/2021      ,15:49:42        ,0,12,0,0,0,12,0,(512) 843-0117,
Medical Arts Clinic - Bay City,Other,,1120 Avenue G,Bay City,Matagorda,1120 Avenue G,77414,04/20/2021      ,16:57:53        ,0,260,0,200,0,260,200,(979) 245-5721,
Tlc Pharmacy And Medical Equipment - Beeville,Federal Allocation,,200 S Hillside Dr,Beeville,,"200 S Hillside Dr, Beeville, TX 78102",78102,04/19/2021      ,09:25:45        ,0,0,0,0,95,95,0,,
Ascension Medical Group Texas-Temple Pedi,Other,,,Temple,Bell,1905 Sw H K Dodgen Loop,76502,04/20/2021      ,09:04:11        ,0,60,0,0,0,60,0,254) 298-2400 ,
Zarzamora Healthcare LLC,Community Clinic,,2716 Sw Military Dr,San Antonio,Bexar,2716 SW MILITARY DR STE 102 San Antonio 78224,78224,04/20/2021      ,11:14:03        ,0,50,0,0,0,50,0,,
Family Care Clinic Of Bushland,Medical Practice,,1600 S Fm 2381,Amarillo,Potter,1600 S Fm 2381,79124,04/20/2021      ,07:37:56        ,0,150,0,0,0,150,0,(806) 310-9855,http://www.familycarepanhandle.com/
Family Care Clinic of Panhandle,Medical Practice,A,102 Hwy 60,PANHANDLE,Carson,PO BOX 10,79068,04/20/2021      ,07:39:49        ,0,1000,0,60,0,1000,60,(806) 532-2273,http://www.familycarepanhandle.com/
Family Care Clinic of Boys Ranch,Community Clinic,A,74 Patterson Circle,Boys Ranch,Oldham,74 Patterson Circle,79010,04/20/2021      ,07:41:23        ,0,280,0,280,0,280,280,806-533-1300,https://www.familycarepanhandle.com/copy-of-bushland
AUSTIN REGIONAL CLINIC - WILSON PARKE,Medical Practice,,Ste 150 ,Austin,Travis,11714 Wilson Parke Ave,78726,04/20/2021      ,09:06:36        ,0,20,0,0,0,20,0,(737) 247-7200,
Austin Regional Clinic Hutto,Medical Practice,,151 Exchange Blvd Ste 500,Hutto,Williamson,151 Exchange Blvd Ste 500,78634,04/20/2021      ,11:10:14        ,0,90,0,0,90,180,0,(512) 846-1244,https://www.austinregionalclinic.com/clinics/arc-hutto?utm_source=online-directory&utm_campaign=yext&utm_content=location-hu
Austin Regional Clinic Georgetown,Medical Practice,,940 W. University Ave Ste. 101,Georgetown,TEXAS,940 W. University Ave. Ste. 101,78626,04/17/2021      ,08:50:13        ,0,7,0,0,0,7,0,,
Emergency Operations Center,Community Clinic,,West 10th,Del Rio,Val Verde,1051 West 10th,78840,04/19/2021      ,10:12:25        ,5192,0,0,0,970,6162,0,,
Austin Regional Clinic Anderson Mill,Medical Practice,,10401 Anderson Mill Rd Ste 110b,Austin,Travis,10401 Anderson Mill Rd Ste 110b,78750,04/20/2021      ,07:54:37        ,0,0,0,0,250,250,0,(512) 250-5571,https://www.austinregionalclinic.com/clinics/arc-anderson-mill?utm_source=online-directory&utm_campaign=yext&utm_content=location-am
Austin Regional Clinic Kyle,Medical Practice,,4100 Everett Dr Ste 400,Kyle,Hays,4100 Everett Dr Ste 400,78640,04/20/2021      ,07:49:51        ,204,0,0,0,0,204,0,(512) 295-1333,https://www.austinregionalclinic.com/clinics/arc-kyle-plum-creek?utm_source=online-directory&utm_campaign=yext&utm_content=location-kpc
Austin Regional Clinic Manor,Medical Practice,,11300 Us Highway 290 E Ste 230 Bldg 2,Manor,Travis,11300 Us Highway 290 E Ste 230 Bldg 2,78653,04/21/2021      ,07:10:13        ,0,550,0,0,10,560,0,(512) 582-6075,https://www.austinregionalclinic.com/clinics/arc-manor?utm_source=online-directory&utm_campaign=yext&utm_content=location-ma
Yoakum Discount Pharmacy,Federal Allocation,,,Yoakum,,210 NELSON ST STE E YOAKUM 77995,77995,04/20/2021      ,09:14:27        ,0,0,0,0,100,100,0,,
Lockhart Family Practice Center,Other,,2060 S Colorado St,Lockhart,CALDWELL,2060 S Colorado St,78644,04/20/2021      ,11:33:15        ,0,0,0,0,5,5,0,,
Sridhar Iyer Md,Medical Practice,,802 N Bonnie Brae St Ste 104,Denton,Denton,802 N BONNIE BRAE ST STE 104104 Denton 76201,76201,04/20/2021      ,08:32:25        ,0,190,0,0,0,190,0,,
Payne Family Pharmacy,Pharmacy,,200 S Main St,Floydada,Floyd,200 S Main St,79235,04/19/2021      ,17:59:25        ,0,600,0,330,75,675,330,(806) 983-5111,https://www.mygnp.com/pharmacies/payne-family-pharmacy-floydada-tx-79235/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=4590851
"Saenz Medical Pharmacy of Penitas, Inc.",Federal Allocation,,East Expressway 83,La Joya,Hidalgo,1000 East Expressway 83 Suite 1,78560,04/20/2021      ,15:46:43        ,0,80,0,0,20,100,0,,
Best Value Royces Pharmacy,Pharmacy,,502 N Main St,Cleburne,Johnson,502 N Main St,76033,04/19/2021      ,07:22:15        ,0,8,0,0,0,8,0,(817) 645-2445,http://www.mybestvaluerx.com/
D&J Grace Team Group Llc,Other,,,FORT WORTH,,6251 OAKMOUNT BLVD ,76132,04/19/2021      ,09:49:45        ,0,437,0,0,0,437,0,682-250-5700,
Best Value Medical Center Pharmacy,Pharmacy,,1100 Bluebonnet st,Glen Rose,Somervell,1100 Bluebonnet Street,TX,04/17/2021      ,08:41:37        ,0,0,0,0,20,20,0,(254) 897-9917,
Best Value Hico Pharmacy,Other,,320 W 1st St,Hico,,320 w. 1st St Hico 76457,76457,04/20/2021      ,18:00:45        ,0,0,0,6,0,0,6,,
A+ Life Style Medical Group,Vaccine Hub,O,"815 Highway 71 West, Suite 1150",Bastrop,Bastrop,"815 Highway 71 West, Suite  1150",78602,04/16/2021      ,15:31:03        ,0,0,0,0,0,0,0,866-268-2289,https://www.Covac.info
Colleyville Fire Department,Other,,Colleyville Blvd,Colleyville,Tarrant,5209 Colleyville Blvd,76034,04/19/2021      ,16:34:24        ,468,0,0,0,0,468,0,,
Brady Medical Clinic,Community Clinic,,2010 Nine Rd,Brady,McCulloch,2010 Nine Rd,76825,04/20/2021      ,15:19:06        ,0,0,0,0,200,200,0,(325) 597-2114,http://www.bradyhospital.com/
Breckenridge Medical Center,Community Clinic,,101 S Hartford St,Breckenridge,Stephens,101 S Hartford St,76424,04/20/2021      ,17:04:20        ,0,0,0,40,0,0,40,(254) 559-3363,http://www.smhtx.com/staff/
BEAUMONT ELITE EMERGENCY CTR LLC,Medical Practice,R,4004 College Street, Beaumont,Jefferson,"4004 College Street, Beaumont, TX, 77707",77707,04/20/2021      ,09:35:39        ,0,100,0,10,0,100,10,(409) 840-4004,https://beaumontemergencycenter.com/
Davita Omni Dialysis,Other,,Kirby Dr,Houston,Harris,"9350 Kirby Dr , Ste 110",77054-2528,04/20/2021      ,10:13:25        ,2000,0,0,0,0,2000,0,(713) 665-4747,
Frontera Clinicmenard,Other,,119 S Ellis,Menard,Menard,119 S Ellis,76859,04/20/2021      ,17:24:58        ,0,0,0,100,100,100,100,,
Frontera Healthcare-Brady,Other,,,Brady,Mcculloch,2205 S Bridge St Ste 300,76825,04/20/2021      ,12:52:02        ,0,0,0,650,505,505,650,,
Aurora Concepts Pllc,Medical Practice,,233 Hurst Street,Center,Shelby,233 Hurst Street,75935,04/21/2021      ,05:29:30        ,1020,280,1170,200,105,1405,1370,(936) 544-0123,https://www.auroraconcepts.net/
Lakeland,Medical Practice,,117 Medical Circle,Athens,Henderson,117 Medical Circle,75751,04/20/2021      ,07:58:19        ,0,200,0,0,0,200,0,903-676-3200,https://lakelandmedical.net/
South Plains Rural Health Services Inc,Community Clinic,,1000 Fm 300,Levelland,Hockley,1000 Fm 300,79336,04/20/2021      ,13:04:20        ,0,0,0,0,100,100,0,(806) 894 7842,https://www.sprhs.org/?utm_source=gmb_auth
Quality Care Pharmacy,Federal Allocation,,,Wylie,Collin,2300 West Fm 544 Suite 130,75098,04/20/2021      ,21:40:01        ,0,30,0,0,135,165,0,,
Medical Arts Pharmacy - San Angelo,Pharmacy,,2102 Pecos St,San Angelo,Tom Green,2102 Pecos Ste 4,76901,04/20/2021      ,13:47:00        ,0,0,0,0,390,390,0,(325) 949-4636,
Austin Regional Clinic Leander,Medical Practice,,901 Crystal Falls Pkwy Ste 103,Leander,Williamson,901 Crystal Falls Pkwy Ste 103,78641,04/20/2021      ,07:58:04        ,0,0,0,0,200,200,0,(512) 259-2198,https://www.austinregionalclinic.com/clinics/arc-leander?utm_source=online-directory&utm_campaign=yext&utm_content=location-le
BELLVILLE MEDICAL CENTER,Hospital,Q,44 N Cummings St,Bellville,Austin,44 N Cummings St,77418,04/21/2021      ,07:33:19        ,0,30,0,50,50,80,50,(979) 413-7400,http://www.bellvillemc.org/
Star Wellness,Other,,451 Westpark Way Ste 1,Euless,Tarrant,451 Westpark Way Ste 1,76040,04/20/2021      ,14:52:58        ,0,0,0,0,200,200,0,(817) 571-6425,http://www.starwellness.org/
Presidio County Medical Clinic,Community Clinic,,1501 N Erma,Presidio,Presidio,1501 N Erma,79845,04/19/2021      ,15:11:07        ,0,470,0,0,0,470,0,(432) 229-3030,http://www.pchsmedclinic.org/
CARE RX PHARMACY AT SHERMAN,Pharmacy,,,SHERMAN,,1733 TEXOMA PKWY STE 200,75090,04/20/2021      ,13:36:47        ,0,30,0,0,95,125,0,,
DSHS - Bee County / Beeville,Local Health Department,,1770 W Corpus Christi St,Beeville,Bee,"1770 West Corpus Christi Street, Beeville, TX, USA",78102,04/19/2021      ,16:20:27        ,0,0,0,200,0,0,200,,
Lamesa Primary Care Clinic,Other,,1502 N. Ave K,Lamesa,Dawson,"1502 North Avenue K, Lamesa, TX, USA",79331,04/20/2021      ,12:55:30        ,0,0,0,0,100,100,0,(806) 894 7842,
HILL COUNTRY ALLERGY AND ASTHMA,Medical Practice,,,Austin ,,1927 Lohmans Crossing Rd Ste 200 ,78734,04/19/2021      ,08:55:17        ,0,0,0,0,20,20,0,(512) 610-3110,
DSHS - Anson,Local Health Department,D,2062 Us Hwy 277 North,Anson,Jones,2062 Us Hwy 277 North,79501,04/19/2021      ,10:40:38        ,0,70,0,70,20,90,70,,
Pediatric Practice Association,Other,,1609 N Us Hwy 83,Zapata,Zapata,1609 N Us Hwy 83,78076,04/19/2021      ,11:29:25        ,0,80,0,0,0,80,0,(956) 765-0770,
West Houston Community Health Center,Community Clinic,,19333 Clay Rd,Katy,Harris,19333 Clay Rd,77449,04/20/2021      ,17:55:10        ,0,180,0,0,0,180,0,(713) 462-6555,http://www.sbchc.net/
Walgreens Pharmacy 03696,Pharmacy,,,Sugar Land,,4711 SWEETWATER BLVD,77479,04/20/2021      ,20:43:05        ,2,0,0,0,0,2,0,(281) 980-6304,https://www.walgreens.com/locator/walgreens-4711+sweetwater+blvd-sugar+land-tx-77479/id=3696
Walgreens Pharmacy 09180,Pharmacy,,,,,"11103 W MILITARY DR San Antonio, TX 78251",,04/20/2021      ,20:14:06        ,12,0,0,0,0,12,0,(210) 679-5267,https://www.walgreens.com/locator/walgreens-11103+w+military+dr-san+antonio-tx-78251/id=9180
Laredo Isd,Other,,,Laredo ,Webb,2001 Cedar St ,78040,04/20/2021      ,16:46:13        ,0,1200,0,1200,0,1200,1200,,
"Executive Medical Services, PC",Other,,MARS DR,Woodway,McLennan,8301 MARS DR WACO 76712,76712,04/19/2021      ,11:28:17        ,0,0,0,0,100,100,0,,
Griffin Family Medicine,Medical Practice,,509 E Byron Nelson Blvd,Roanoke,,509 E BYRON NELSON BLVD STE B Roanoke 76262,76262,04/20/2021      ,07:18:04        ,0,80,0,0,0,80,0,,
"Voss Family Clinic, PLLC",Medical Practice,,S. Texas 6,Sugar Land,Fort Bend,11920 S. Texas 6 STE 1500 Sugar Land 77498,77498,04/20/2021      ,10:31:18        ,0,50,0,0,0,50,0,,
Walgreens Pharmacy 05671,Pharmacy,,,,,"4445 KINGWOOD DR Kingwood, TX 77339",,04/17/2021      ,13:55:55        ,99,0,15,0,125,224,15,(281) 360-4694,https://www.walgreens.com/locator/walgreens-4445+kingwood+dr-kingwood-tx-77339/id=5671
South San Medical Building Pharmacy,Federal Allocation,,919 Sw Military #105,San Antonio,Bexar,919 SW MILITARY DR STE 105 San Antonio 78221,78221,04/20/2021      ,15:31:41        ,0,0,0,0,215,215,0,,
Randalls Pharmacy 3067,Pharmacy,,5161 San Felipe,Houston,Harris,5161 San Felipe,77056,04/19/2021      ,17:25:49        ,0,0,0,0,200,200,0,(713)964-3154,https://local.randalls.com/tx/houston/5161-san-felipe-st.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places
Walgreens Pharmacy 04316,Pharmacy,,,,,"10800 S POST OAK RD Houston, TX 77035",,04/20/2021      ,21:02:08        ,36,0,0,0,0,36,0,(713) 723-4774,https://www.walgreens.com/locator/walgreens-10800+s+post+oak+rd-houston-tx-77035/id=4316
Walgreens Pharmacy 07112,Pharmacy,,,,,"4500 NORTH TARRANT PKWY Keller, TX 76244",,04/18/2021      ,17:36:23        ,30,0,0,0,0,30,0,(817) 485-2547,https://www.walgreens.com/locator/walgreens-4500+north+tarrant+pkwy-keller-tx-76244/id=7112
GREENVILLE PHARMACY LLC,Pharmacy,,4209 Wesley St,Greenville,Hunt,"4209 Wesley Street, Greenville, TX, USA",75401,04/20/2021      ,19:32:48        ,0,80,0,100,30,110,100,(405) 361-5420,
United Care Pharmacy,Federal Allocation,,1755 West Price Road Ste C,Brownsville,Cameron,1755 W PRICE RD STE C BROWNSVILLE 78520,78520,04/20/2021      ,14:33:54        ,0,100,0,0,295,395,0,,
Brookshires Pharmacy 79,Pharmacy,,1705 W Audie Murphy Pkwy,Farmersville,Collin,1705 W Audie Murphy Pkwy,75442,04/19/2021      ,15:55:49        ,0,80,0,0,205,285,0,(972) 782-8601,https://www.brookshires.com/covid-19-information
LC PHARMA OF UVALDE,Federal Allocation,,1001 East Main St,Uvalde,Uvalde,1001 East Main St,78802,04/20/2021      ,18:20:13        ,0,90,0,0,0,90,0,830-591-2014,
Walgreens Pharmacy 05792,Pharmacy,,,,,"102 N TIMBERLAND DR Lufkin, TX 75901",,04/20/2021      ,20:24:16        ,0,195,0,195,145,340,195,(936) 699-2916,https://www.walgreens.com/locator/walgreens-102+n+timberland+dr-lufkin-tx-75901/id=5792
Walgreens Pharmacy 06750,Pharmacy,,,,,"18535 CHAMPION FOREST DR Spring, TX 77379",,04/19/2021      ,18:04:17        ,4,0,0,0,60,64,0,(281) 370-4961,https://www.walgreens.com/locator/walgreens-18535+champion+forest+dr-spring-tx-77379/id=6750
Walgreens Pharmacy 03570,Pharmacy,,,,,"890 N RESLER DR El Paso, TX 79912",,04/17/2021      ,09:30:26        ,223,0,2,0,0,223,2,(915) 584-1359,https://www.walgreens.com/locator/walgreens-890+n+resler+dr-el+paso-tx-79912/id=3570
James Haden Md,Medical Practice,,1000 College Ave,Fort Worth,Tarrant,1000 College Ave,76104,04/13/2021      ,14:23:33        ,0,90,0,40,0,90,40,(817) 336-8855,http://www.allergyfortworth.com/
Irving Regional Dialysis Center,Medical Practice,,2535 W Airport Freeway,Irving,Dallas,2535 W Airport Freeway,75062,04/17/2021      ,22:11:49        ,0,0,0,20,0,0,20,(972) 252-1656,http://www.americanrenaldallas.com/
Walgreens Pharmacy 06715,Pharmacy,,W UNIVERSITY BLVD, Odessa,odessa,"1305 W UNIVERSITY BLVD Odessa, TX 79764",79764,04/21/2021      ,06:13:09        ,50,0,40,0,0,50,40,(432) 580-0166,https://www.walgreens.com/locator/walgreens-1305+w+university+blvd-odessa-tx-79764/id=6715
hometown healthcare Dilley,Other,,205 North Commerce Street,Dilley,Frio,"205 North Commerce Street, Dilley, Texas 78017",78017,04/20/2021      ,14:53:04        ,0,0,0,0,45,45,0,(830) 965-4466,HTHCDilley@yahoo.com
Brookshires Pharmacy 93,Pharmacy,,400 W Central Ave,Comanche,Comanche,400 W Central Ave,76442,04/20/2021      ,16:46:38        ,0,60,0,0,0,60,0,(325) 356-5276,https://www.brookshires.com/covid-19-information
Super 1 Pharmacy 630,Pharmacy,,100 N 15th St,Corsicana,Navarro,100 N 15th St,75110,04/20/2021      ,16:41:09        ,0,69,0,0,0,69,0,(903) 874-2152,https://www.brookshires.com/covid-19-information
Brookshires Pharmacy 77,Pharmacy,,800 N Main St Ste A,Corsicana,Navarro,800 N Main St Ste A,75110,04/20/2021      ,16:48:21        ,0,80,0,0,195,275,0,(903) 874-1111,https://www.brookshires.com/covid-19-information
Brookshires Pharmacy 14,Pharmacy,,925 Clarksville St,Paris,Lamar,925 Clarksville St,75460,04/20/2021      ,12:29:41        ,0,90,0,0,60,150,0,(903) 785-3297,https://www.brookshires.com/covid-19-information
Super 1 Pharmacy 612,Pharmacy,,1217 E Marshall Ave,Longview,Gregg,1217 E Marshall Ave,75601,04/20/2021      ,18:32:11        ,0,80,0,0,0,80,0,(903) 753-1964,https://www.brookshires.com/covid-19-information
Brookshires Pharmacy 60,Pharmacy,,502C E. Goode,Quitman,Wood,502C E. Goode,75783,04/20/2021      ,17:14:05        ,0,66,0,0,0,66,0,(903) 763-1420,https://www.brookshires.com/covid-19-information
Walgreens Pharmacy 11465,Other,,3822 Old Spanish Trl,Houston,Harris,3822 Old Spanish Trl,77021,04/18/2021      ,17:52:38        ,72,0,0,0,75,147,0,(713) 741-7323,https://www.walgreens.com/topic/findcare/coronavirus.jsp?ban=dl_dlDLB_03292020_covid19
Walgreens Pharmacy 07963,Pharmacy,,,,,"2906 HOUSTON HWY Victoria, TX 77901",,04/20/2021      ,21:03:21        ,0,60,0,0,70,130,0,(361) 576-5458,https://www.walgreens.com/locator/walgreens-2906+houston+hwy-victoria-tx-77901/id=7963
Walgreens Pharmacy 00489,Pharmacy,,,,,"5560 WESLAYAN ST Houston, TX 77005",,04/20/2021      ,16:15:56        ,30,0,0,0,0,30,0,(713) 667-9349,https://www.walgreens.com/locator/walgreens-5560+weslayan+st-houston-tx-77005/id=489
"Conviva Care Solutions, Inc.",Medical Practice,,711 Navarro Street,San Antonio,Bexar,711 NAVARRO ST STE 600 SAN ANTONIO 78205,78205,04/19/2021      ,16:32:59        ,0,30,0,0,0,30,0,,
El Paso Pulmonary Association West,Medical Practice,,4305 N Mesa St,El Paso,El Paso,4305 N Mesa St Ste A,79902,04/16/2021      ,16:08:42        ,0,0,0,0,25,25,0,(915) 532-2477,http://www.elpasopulmonary.com/
Warm Springs Specialty Hospital of Thousand Oaks,Other,,14747 Jones Maltsberger Road,San Antonio,Bexar,14747 Jones Maltsberger Road,78247,04/20/2021      ,10:55:19        ,0,0,0,100,0,0,100,,
CHRISTUS ST. MICHAEL HOSPITAL,Vaccine Hub,F,2600 Saint Michael Dr,Texarkana,Bowie,2600 Saint Michael Dr,75503,04/20/2021      ,11:12:08        ,0,800,0,80,2150,2950,80,(903) 614-1000,https://www.christushealth.org/St-Michael?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTUzNzY1OTMtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl
Gulf Coast Health Center Inc.,Other,,,Port Arthur,Jefferson,2548 Memorial Blvd,77640,04/16/2021      ,17:25:54        ,0,30,0,0,500,530,0,(409) 983-1161,
Red River Pharmacy Long Term Care,Pharmacy,F,1550 Moores Lane,TEXARKANA,BOWIE,"1550 Moores Lane, Suite A",75503,04/20/2021      ,10:28:00        ,0,60,0,340,0,60,340,,
Gateway Pharmacy,Federal Allocation,,921 E. Fm 1187 Suite A,Crowley,Tarrant,921 FM 1187 E STE A CROWLEY 76036,76036,04/20/2021      ,17:50:30        ,0,74,0,0,200,274,0,,
University Health System - San Antonio UHSSA,Vaccine Hub,P,4522 Fredericksburg Rd,San Antonio,Bexar,4522 Fredericksburg Rd,78201,04/21/2021      ,07:22:23        ,0,0,0,0,0,0,0,210-644-1960,https://www.universityhealthsystem.com/coronavirus-covid19/vaccine?utm_source=corpcomm&utm_medium=web&utm_campaign=wecandoitsa_typed&utm_content=typed_URL
Phillips 66 Health Services Borger,Other,,Spur 119 North,Borger,Hutchinson,"State Highway 119 Spur, Borger, TX, USA",79008,04/16/2021      ,17:20:47        ,0,180,0,0,0,180,0,,
Phillips 66 Health Services Old Ocean,Other,,8189 Old FM 524,Old Ocean,Brazoria,8189 Old FM 524,77463,04/09/2021      ,17:33:22        ,0,240,0,0,0,240,0,,
Tejas Healthcare Clinic,Other,,890 E Travis St,La Grange,Fayette,890 E Travis St,78945,04/16/2021      ,15:57:49        ,0,66,0,1,0,66,1,(979) 968-2000,
The Friendly Pharmacy ,Federal Allocation,,3302 Boca Chica Blvd STE 107,Brownsville,Cameron,"3302 Boca Chica Blvd STE 107, Brownsville, TX 78521",78521,04/20/2021      ,14:55:41        ,0,290,0,0,0,290,0,(956) 544-1200,https://www.unitedfriendlypharmacy.com/
Hope Community Medicine - San Augustine,Community Clinic,,109 E Main St,San Augustine,San Augustine,"109 E Main St, San Augustine, Texas 75972",75972,04/20/2021      ,14:32:37        ,0,170,0,0,0,170,0,(936) 275-4420,http://www.hcmtx.org/
Casa De Amigos Health Center,Medical Practice,,,Houston,Harris,1615 N Main St,77009,04/21/2021      ,07:29:21        ,0,380,0,0,0,380,0,713-222-2272,https://www.harrishealth.org/locations-hh/Pages/casa-de-amigos-health-center.aspx
Pharr- San Juan- Alamo ISD,Other,,,San Juan,,704 W Ridge Rd,78589,04/20/2021      ,17:30:35        ,0,8450,0,0,0,8450,0,(956)354-2016,
COSTCO PHARMACY 1146,Federal Allocation,,17520 Sw Freeway,Sugar Land,Fort Bend,17520 Sw Freeway,77479,04/20/2021      ,18:19:14        ,0,50,0,0,180,230,0,,
LHD Gregg County Health Department (RE),Community Clinic,,405 E Marshall Ave,Longview,Gregg,405 E MARSHALL AVE STE 103 Longview 75601,75601,04/20/2021      ,07:46:52        ,0,200,0,0,100,300,0,,
Dr Andres Garcia Zuniga MD PA,Medical Practice,,,Laredo,, 6416 Polaris Drive,78041,04/20/2021      ,13:35:39        ,0,0,0,34,0,0,34,(956) 568-5140,
Archer City RHC/Archer Family Clinic,Other,,404 East Chestnut,Archer City,Archer,"404 E Chestnut St, Archer City, TX 76351",76351,04/20/2021      ,13:31:58        ,0,50,0,0,0,50,0,940-574-2580,https://olneyhamiltonhospital.com/services/archer-family-clinic/
Uthealth Tyler Hospital,Hospital,,1000 S BECKHAM AVE,Tyler,,1000 S BECKHAM AVE,75701,04/13/2021      ,12:14:16        ,0,0,0,102,0,0,102,,
North East ISD,Other,,,San Antonio,,10333 BROADWAY ST,78217,04/19/2021      ,09:41:55        ,0,200,0,0,0,200,0,,
BJP Healthcare LLC,Pharmacy,,1724 S colorado Street,lockhart,caldwell,"1724 South Colorado Street, Lockhart, TX, USA",78644,04/20/2021      ,17:34:46        ,0,40,0,0,380,420,0,(512) 398-2288,
SPLENDORA PHARMACY,Federal Allocation,,13841 Hwy 59 Ste C,Splendora,Montgomery,13841 HIGHWAY 59 STE C Splendora 77372,77372,04/20/2021      ,17:05:24        ,0,220,0,220,0,220,220,,
EAGLE LAKE DRUGSTORE,Pharmacy,,702 S MCCARTY AVE,Eagle Lake,Colorado,702 S MCCARTY AVE EAGLE LAKE 77434,77434,04/17/2021      ,08:12:50        ,0,0,0,0,30,30,0,,
Evins Regional Juvenile Center/Utmb,Other,,,Edinburg,Hidalgo,3801 E Monte Cristo,78541,04/20/2021      ,13:15:26        ,0,70,0,0,80,150,0,,
Falls Community Hospital & Clinic,Vaccine Hub,M,322 Coleman Street, Marlin,Falls,"307 Live Oak Street Marlin, TX  76661",76661,04/19/2021      ,08:43:05        ,1000,0,0,0,0,1000,0,254-252-2667,http://www.fallshospital.com/
Irving Health Center Parkland Health And Hospital,Community Clinic,E,1800 N Britain Rd,Irving,Dallas,1800 N Britain Rd,75061,04/20/2021      ,07:45:26        ,0,0,0,90,0,0,90,214-266-3031,https://www.parklandhospital.com/locations/irving-health-center-7
HILL REGIONAL HOSPITAL,Hospital,M,101 Circle Dr,Hillsboro,Hill,101 Circle Dr,76645,04/16/2021      ,12:48:05        ,0,490,0,10,90,580,10,(254) 580-8500,https://www.hillregionalhospital.com/?utm_campaign=gmb-website&utm_medium=organic&utm_source=google
