"TSA","Date","Cases_Raw","Hospitalizations_Daily","CI_Lower","CI_Upper"
"D - Big Country",2020-04-10,363,NA,NA,NA
"D - Big Country",2020-04-11,122,NA,NA,NA
"D - Big Country",2020-04-12,318,NA,NA,NA
"D - Big Country",2020-04-13,267,NA,NA,NA
"D - Big Country",2020-04-14,385,313.285714285714,NA,NA
"D - Big Country",2020-04-15,170,277.571428571429,NA,NA
"D - Big Country",2020-04-16,3,232.571428571429,NA,NA
"D - Big Country",2020-04-17,318,226.142857142857,NA,NA
"D - Big Country",2020-04-18,363,260.571428571429,NA,NA
"D - Big Country",2020-04-19,21,218.142857142857,NA,NA
"D - Big Country",2020-04-20,402,237.428571428571,NA,NA
"D - Big Country",2020-04-21,402,239.857142857143,NA,NA
"D - Big Country",2020-04-22,318,261,NA,NA
"D - Big Country",2020-04-23,318,306,NA,NA
"D - Big Country",2020-04-24,363,312.428571428571,NA,NA
"D - Big Country",2020-04-25,318,306,NA,NA
"D - Big Country",2020-04-26,208,332.714285714286,NA,NA
"D - Big Country",2020-04-27,208,305,NA,NA
"D - Big Country",2020-04-28,208,277.285714285714,NA,NA
"D - Big Country",2020-04-29,208,261.571428571429,NA,NA
"D - Big Country",2020-04-30,318,261.571428571429,NA,NA
"D - Big Country",2020-05-01,208,239.428571428571,NA,NA
"D - Big Country",2020-05-02,267,232.142857142857,NA,NA
"D - Big Country",2020-05-03,170,226.714285714286,NA,NA
"D - Big Country",2020-05-04,170,221.285714285714,NA,NA
"D - Big Country",2020-05-05,122,209,NA,NA
"D - Big Country",2020-05-06,2,179.571428571429,NA,NA
"D - Big Country",2020-05-07,170,158.428571428571,NA,NA
"D - Big Country",2020-05-08,267,166.857142857143,NA,NA
"D - Big Country",2020-05-09,208,158.428571428571,NA,NA
"D - Big Country",2020-05-10,170,158.428571428571,NA,NA
"D - Big Country",2020-05-11,208,163.857142857143,NA,NA
"D - Big Country",2020-05-12,170,170.714285714286,NA,NA
"D - Big Country",2020-05-13,170,194.714285714286,NA,NA
"D - Big Country",2020-05-14,170,194.714285714286,NA,NA
"D - Big Country",2020-05-15,170,180.857142857143,NA,NA
"D - Big Country",2020-05-16,208,180.857142857143,NA,NA
"D - Big Country",2020-05-17,208,186.285714285714,NA,NA
"D - Big Country",2020-05-18,363,208.428571428571,NA,NA
"D - Big Country",2020-05-19,170,208.428571428571,NA,NA
"D - Big Country",2020-05-20,170,208.428571428571,NA,NA
"D - Big Country",2020-05-21,208,213.857142857143,NA,NA
"D - Big Country",2020-05-22,267,227.714285714286,NA,NA
"D - Big Country",2020-05-23,208,227.714285714286,NA,NA
"D - Big Country",2020-05-24,2,198.285714285714,NA,NA
"D - Big Country",2020-05-25,2,146.714285714286,NA,NA
"D - Big Country",2020-05-26,122,139.857142857143,NA,NA
"D - Big Country",2020-05-27,122,133,NA,NA
"D - Big Country",2020-05-28,170,127.571428571429,NA,NA
"D - Big Country",2020-05-29,122,106.857142857143,NA,NA
"D - Big Country",2020-05-30,2,77.4285714285714,NA,NA
"D - Big Country",2020-05-31,2,77.4285714285714,NA,NA
"D - Big Country",2020-06-01,2,77.4285714285714,NA,NA
"D - Big Country",2020-06-02,2,60.2857142857143,NA,NA
"D - Big Country",2020-06-03,2,43.1428571428571,NA,NA
"D - Big Country",2020-06-04,1,19,NA,NA
"D - Big Country",2020-06-05,2,1.85714285714286,NA,NA
"D - Big Country",2020-06-06,2,1.85714285714286,NA,NA
"D - Big Country",2020-06-07,2,1.85714285714286,NA,NA
"D - Big Country",2020-06-08,1,1.71428571428571,NA,NA
"D - Big Country",2020-06-09,1,1.57142857142857,NA,NA
"D - Big Country",2020-06-10,1,1.42857142857143,NA,NA
"D - Big Country",2020-06-11,2,1.57142857142857,NA,NA
"D - Big Country",2020-06-12,1,1.42857142857143,NA,NA
"D - Big Country",2020-06-13,2,1.42857142857143,NA,NA
"D - Big Country",2020-06-14,2,1.42857142857143,NA,NA
"D - Big Country",2020-06-15,2,1.57142857142857,NA,NA
"D - Big Country",2020-06-16,122,18.8571428571429,NA,NA
"D - Big Country",2020-06-17,2,19,NA,NA
"D - Big Country",2020-06-18,2,19,NA,NA
"D - Big Country",2020-06-19,122,36.2857142857143,NA,NA
"D - Big Country",2020-06-20,267,74.1428571428571,NA,NA
"D - Big Country",2020-06-21,267,112,NA,NA
"D - Big Country",2020-06-22,318,157.142857142857,NA,NA
"D - Big Country",2020-06-23,385,194.714285714286,NA,NA
"D - Big Country",2020-06-24,363,246.285714285714,NA,NA
"D - Big Country",2020-06-25,402,303.428571428571,NA,NA
"D - Big Country",2020-06-26,402,343.428571428571,NA,NA
"D - Big Country",2020-06-27,3,305.714285714286,NA,NA
"D - Big Country",2020-06-28,3,268,NA,NA
"D - Big Country",2020-06-29,3,223,NA,NA
"D - Big Country",2020-06-30,60,176.571428571429,NA,NA
"D - Big Country",2020-07-01,111,140.571428571429,NA,NA
"D - Big Country",2020-07-02,134,102.285714285714,NA,NA
"D - Big Country",2020-07-03,185,71.2857142857143,NA,NA
"D - Big Country",2020-07-04,134,90,NA,NA
"D - Big Country",2020-07-05,144,110.142857142857,NA,NA
"D - Big Country",2020-07-06,143,130.142857142857,NA,NA
"D - Big Country",2020-07-07,NA,NA,NA,NA
"D - Big Country",2020-07-08,NA,NA,NA,NA
"D - Big Country",2020-07-09,NA,NA,NA,NA
"D - Big Country",2020-07-10,NA,154.030899694022,84.0893922816421,223.972407106402
"D - Big Country",2020-07-11,NA,155.2583632617,71.8833044532573,238.633422070143
"D - Big Country",2020-07-12,NA,155.960795335511,60.4212605830764,251.500330087945
"D - Big Country",2020-07-13,NA,156.362771272972,49.7208276099854,263.004714935959
"D - Big Country",2020-07-14,NA,156.592807258404,39.7306431889962,273.454971327812
"D - Big Country",2020-07-15,NA,156.724448358436,30.3764341272978,283.072462589574
"D - Big Country",2020-07-16,NA,156.799781698935,21.581546532775,292.018016865094
"D - Big Country",2020-07-17,NA,156.842892187903,13.2753747474672,300.410409628339
"D - Big Country",2020-07-18,NA,156.867562728819,5.39612495777934,308.339000499859
"D - Big Country",2020-07-19,NA,156.881680768388,0,315.872326256105
"E - Greater Dallas-Fort Worth",2020-03-04,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-05,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-06,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-07,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-08,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-09,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-10,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-11,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-12,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-13,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-14,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-15,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-16,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-17,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-18,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-19,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-20,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-21,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-22,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-23,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-24,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-25,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-26,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-27,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-28,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-29,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-30,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-03-31,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-01,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-02,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-03,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-04,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-05,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-06,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-07,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-08,426,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-09,197,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-10,196,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-11,199,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-12,238,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-13,255,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-14,259,252.857142857143,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-15,226,224.285714285714,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-16,231,229.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-17,219,232.428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-18,235,237.571428571429,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-19,260,240.714285714286,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-20,278,244,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-21,295,249.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-22,280,256.857142857143,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-23,256,260.428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-24,266,267.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-25,311,278,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-26,326,287.428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-27,305,291.285714285714,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-28,337,297.285714285714,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-29,336,305.285714285714,NA,NA
"E - Greater Dallas-Fort Worth",2020-04-30,285,309.428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-01,276,310.857142857143,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-02,349,316.285714285714,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-03,353,320.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-04,347,326.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-05,351,328.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-06,342,329,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-07,301,331.285714285714,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-08,285,332.571428571429,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-09,352,333,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-10,333,330.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-11,346,330,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-12,355,330.571428571429,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-13,357,332.714285714286,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-14,296,332,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-15,297,333.714285714286,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-16,340,332,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-17,340,333,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-18,320,329.285714285714,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-19,303,321.857142857143,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-20,327,317.571428571429,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-21,292,317,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-22,280,314.571428571429,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-23,286,306.857142857143,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-24,314,303.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-25,328,304.285714285714,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-26,309,305.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-27,332,305.857142857143,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-28,317,309.428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-29,308,313.428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-30,310,316.857142857143,NA,NA
"E - Greater Dallas-Fort Worth",2020-05-31,304,315.428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-01,322,314.571428571429,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-02,321,316.285714285714,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-03,323,315,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-04,323,315.857142857143,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-05,327,318.571428571429,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-06,344,323.428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-07,358,331.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-08,366,337.428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-09,368,344.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-10,371,351,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-11,370,357.714285714286,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-12,365,363.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-13,379,368.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-14,396,373.571428571429,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-15,401,378.571428571429,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-16,405,383.857142857143,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-17,409,389.285714285714,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-18,413,395.428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-19,418,403,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-20,16,351.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-21,26,298.285714285714,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-22,27,244.857142857143,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-23,38,192.428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-24,50,141.142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-25,53,89.7142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-26,57,38.1428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-27,70,45.8571428571429,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-28,74,52.7142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-29,84,60.8571428571429,NA,NA
"E - Greater Dallas-Fort Worth",2020-06-30,89,68.1428571428571,NA,NA
"E - Greater Dallas-Fort Worth",2020-07-01,88,73.5714285714286,NA,NA
"E - Greater Dallas-Fort Worth",2020-07-02,91,79,NA,NA
"E - Greater Dallas-Fort Worth",2020-07-03,97,84.7142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-07-04,105,89.7142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-07-05,113,95.2857142857143,NA,NA
"E - Greater Dallas-Fort Worth",2020-07-06,115,99.7142857142857,NA,NA
"E - Greater Dallas-Fort Worth",2020-07-07,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-07-08,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-07-09,NA,NA,NA,NA
"E - Greater Dallas-Fort Worth",2020-07-10,NA,110.259983218865,65.9118389565296,154.608127481201
"E - Greater Dallas-Fort Worth",2020-07-11,NA,111.738436269757,55.6318123005893,167.845060238924
"E - Greater Dallas-Fort Worth",2020-07-12,NA,112.925615567289,45.2949360410335,180.556295093544
"E - Greater Dallas-Fort Worth",2020-07-13,NA,113.878905686065,35.0558494479878,192.701961924142
"E - Greater Dallas-Fort Worth",2020-07-14,NA,114.644385721342,25.0107240267852,204.278047415899
"E - Greater Dallas-Fort Worth",2020-07-15,NA,115.259056609949,15.2173164538,215.300796766099
"E - Greater Dallas-Fort Worth",2020-07-16,NA,115.752629641105,5.70781056333946,225.797448718871
"E - Greater Dallas-Fort Worth",2020-07-17,NA,116.148962608226,0,235.800629447354
"E - Greater Dallas-Fort Worth",2020-07-18,NA,116.467213020852,0,245.344945845051
"E - Greater Dallas-Fort Worth",2020-07-19,NA,116.722764119397,0,254.464936346544
"F - Northeast Texas",2020-03-04,NA,NA,NA,NA
"F - Northeast Texas",2020-03-05,NA,NA,NA,NA
"F - Northeast Texas",2020-03-06,NA,NA,NA,NA
"F - Northeast Texas",2020-03-07,NA,NA,NA,NA
"F - Northeast Texas",2020-03-08,NA,NA,NA,NA
"F - Northeast Texas",2020-03-09,NA,NA,NA,NA
"F - Northeast Texas",2020-03-10,NA,NA,NA,NA
"F - Northeast Texas",2020-03-11,NA,NA,NA,NA
"F - Northeast Texas",2020-03-12,NA,NA,NA,NA
"F - Northeast Texas",2020-03-13,NA,NA,NA,NA
"F - Northeast Texas",2020-03-14,NA,NA,NA,NA
"F - Northeast Texas",2020-03-15,NA,NA,NA,NA
"F - Northeast Texas",2020-03-16,NA,NA,NA,NA
"F - Northeast Texas",2020-03-17,NA,NA,NA,NA
"F - Northeast Texas",2020-03-18,NA,NA,NA,NA
"F - Northeast Texas",2020-03-19,NA,NA,NA,NA
"F - Northeast Texas",2020-03-20,NA,NA,NA,NA
"F - Northeast Texas",2020-03-21,NA,NA,NA,NA
"F - Northeast Texas",2020-03-22,NA,NA,NA,NA
"F - Northeast Texas",2020-03-23,NA,NA,NA,NA
"F - Northeast Texas",2020-03-24,NA,NA,NA,NA
"F - Northeast Texas",2020-03-25,NA,NA,NA,NA
"F - Northeast Texas",2020-03-26,NA,NA,NA,NA
"F - Northeast Texas",2020-03-27,NA,NA,NA,NA
"F - Northeast Texas",2020-03-28,NA,NA,NA,NA
"F - Northeast Texas",2020-03-29,NA,NA,NA,NA
"F - Northeast Texas",2020-03-30,NA,NA,NA,NA
"F - Northeast Texas",2020-03-31,NA,NA,NA,NA
"F - Northeast Texas",2020-04-01,NA,NA,NA,NA
"F - Northeast Texas",2020-04-02,NA,NA,NA,NA
"F - Northeast Texas",2020-04-03,NA,NA,NA,NA
"F - Northeast Texas",2020-04-04,NA,NA,NA,NA
"F - Northeast Texas",2020-04-05,NA,NA,NA,NA
"F - Northeast Texas",2020-04-06,NA,NA,NA,NA
"F - Northeast Texas",2020-04-07,NA,NA,NA,NA
"F - Northeast Texas",2020-04-08,436,NA,NA,NA
"F - Northeast Texas",2020-04-09,72,NA,NA,NA
"F - Northeast Texas",2020-04-10,94,NA,NA,NA
"F - Northeast Texas",2020-04-11,129,NA,NA,NA
"F - Northeast Texas",2020-04-12,111,NA,NA,NA
"F - Northeast Texas",2020-04-13,85,NA,NA,NA
"F - Northeast Texas",2020-04-14,42,138.428571428571,NA,NA
"F - Northeast Texas",2020-04-15,42,82.1428571428571,NA,NA
"F - Northeast Texas",2020-04-16,104,86.7142857142857,NA,NA
"F - Northeast Texas",2020-04-17,94,86.7142857142857,NA,NA
"F - Northeast Texas",2020-04-18,117,85,NA,NA
"F - Northeast Texas",2020-04-19,117,85.8571428571429,NA,NA
"F - Northeast Texas",2020-04-20,104,88.5714285714286,NA,NA
"F - Northeast Texas",2020-04-21,117,99.2857142857143,NA,NA
"F - Northeast Texas",2020-04-22,104,108.142857142857,NA,NA
"F - Northeast Texas",2020-04-23,104,108.142857142857,NA,NA
"F - Northeast Texas",2020-04-24,117,111.428571428571,NA,NA
"F - Northeast Texas",2020-04-25,111,110.571428571429,NA,NA
"F - Northeast Texas",2020-04-26,72,104.142857142857,NA,NA
"F - Northeast Texas",2020-04-27,94,102.714285714286,NA,NA
"F - Northeast Texas",2020-04-28,111,101.857142857143,NA,NA
"F - Northeast Texas",2020-04-29,117,103.714285714286,NA,NA
"F - Northeast Texas",2020-04-30,104,103.714285714286,NA,NA
"F - Northeast Texas",2020-05-01,94,100.428571428571,NA,NA
"F - Northeast Texas",2020-05-02,94,98,NA,NA
"F - Northeast Texas",2020-05-03,60,96.2857142857143,NA,NA
"F - Northeast Texas",2020-05-04,94,96.2857142857143,NA,NA
"F - Northeast Texas",2020-05-05,94,93.8571428571429,NA,NA
"F - Northeast Texas",2020-05-06,42,83.1428571428571,NA,NA
"F - Northeast Texas",2020-05-07,72,78.5714285714286,NA,NA
"F - Northeast Texas",2020-05-08,94,78.5714285714286,NA,NA
"F - Northeast Texas",2020-05-09,94,78.5714285714286,NA,NA
"F - Northeast Texas",2020-05-10,72,80.2857142857143,NA,NA
"F - Northeast Texas",2020-05-11,21,69.8571428571429,NA,NA
"F - Northeast Texas",2020-05-12,60,65,NA,NA
"F - Northeast Texas",2020-05-13,85,71.1428571428571,NA,NA
"F - Northeast Texas",2020-05-14,72,71.1428571428571,NA,NA
"F - Northeast Texas",2020-05-15,72,68,NA,NA
"F - Northeast Texas",2020-05-16,42,60.5714285714286,NA,NA
"F - Northeast Texas",2020-05-17,60,58.8571428571429,NA,NA
"F - Northeast Texas",2020-05-18,104,70.7142857142857,NA,NA
"F - Northeast Texas",2020-05-19,139,82,NA,NA
"F - Northeast Texas",2020-05-20,139,89.7142857142857,NA,NA
"F - Northeast Texas",2020-05-21,123,97,NA,NA
"F - Northeast Texas",2020-05-22,94,100.142857142857,NA,NA
"F - Northeast Texas",2020-05-23,111,110,NA,NA
"F - Northeast Texas",2020-05-24,134,120.571428571429,NA,NA
"F - Northeast Texas",2020-05-25,134,124.857142857143,NA,NA
"F - Northeast Texas",2020-05-26,144,125.571428571429,NA,NA
"F - Northeast Texas",2020-05-27,123,123.285714285714,NA,NA
"F - Northeast Texas",2020-05-28,94,119.142857142857,NA,NA
"F - Northeast Texas",2020-05-29,72,116,NA,NA
"F - Northeast Texas",2020-05-30,85,112.285714285714,NA,NA
"F - Northeast Texas",2020-05-31,111,109,NA,NA
"F - Northeast Texas",2020-06-01,152,111.571428571429,NA,NA
"F - Northeast Texas",2020-06-02,123,108.571428571429,NA,NA
"F - Northeast Texas",2020-06-03,129,109.428571428571,NA,NA
"F - Northeast Texas",2020-06-04,134,115.142857142857,NA,NA
"F - Northeast Texas",2020-06-05,129,123.285714285714,NA,NA
"F - Northeast Texas",2020-06-06,166,134.857142857143,NA,NA
"F - Northeast Texas",2020-06-07,180,144.714285714286,NA,NA
"F - Northeast Texas",2020-06-08,149,144.285714285714,NA,NA
"F - Northeast Texas",2020-06-09,166,150.428571428571,NA,NA
"F - Northeast Texas",2020-06-10,163,155.285714285714,NA,NA
"F - Northeast Texas",2020-06-11,171,160.571428571429,NA,NA
"F - Northeast Texas",2020-06-12,163,165.428571428571,NA,NA
"F - Northeast Texas",2020-06-13,152,163.428571428571,NA,NA
"F - Northeast Texas",2020-06-14,166,161.428571428571,NA,NA
"F - Northeast Texas",2020-06-15,157,162.571428571429,NA,NA
"F - Northeast Texas",2020-06-16,144,159.428571428571,NA,NA
"F - Northeast Texas",2020-06-17,157,158.571428571429,NA,NA
"F - Northeast Texas",2020-06-18,144,154.714285714286,NA,NA
"F - Northeast Texas",2020-06-19,134,150.571428571429,NA,NA
"F - Northeast Texas",2020-06-20,149,150.142857142857,NA,NA
"F - Northeast Texas",2020-06-21,149,147.714285714286,NA,NA
"F - Northeast Texas",2020-06-22,185,151.714285714286,NA,NA
"F - Northeast Texas",2020-06-23,180,156.857142857143,NA,NA
"F - Northeast Texas",2020-06-24,191,161.714285714286,NA,NA
"F - Northeast Texas",2020-06-25,189,168.142857142857,NA,NA
"F - Northeast Texas",2020-06-26,191,176.285714285714,NA,NA
"F - Northeast Texas",2020-06-27,198,183.285714285714,NA,NA
"F - Northeast Texas",2020-06-28,200,190.571428571429,NA,NA
"F - Northeast Texas",2020-06-29,200,192.714285714286,NA,NA
"F - Northeast Texas",2020-06-30,227,199.428571428571,NA,NA
"F - Northeast Texas",2020-07-01,245,207.142857142857,NA,NA
"F - Northeast Texas",2020-07-02,265,218,NA,NA
"F - Northeast Texas",2020-07-03,274,229.857142857143,NA,NA
"F - Northeast Texas",2020-07-04,279,241.428571428571,NA,NA
"F - Northeast Texas",2020-07-05,284,253.428571428571,NA,NA
"F - Northeast Texas",2020-07-06,306,268.571428571429,NA,NA
"F - Northeast Texas",2020-07-07,NA,NA,NA,NA
"F - Northeast Texas",2020-07-08,NA,NA,NA,NA
"F - Northeast Texas",2020-07-09,NA,NA,NA,NA
"F - Northeast Texas",2020-07-10,NA,322.779540027899,291.104970527416,354.454109528382
"F - Northeast Texas",2020-07-11,NA,336.331567892017,295.151240051836,377.511895732198
"F - Northeast Texas",2020-07-12,NA,349.883595756134,298.435696636527,401.331494875742
"F - Northeast Texas",2020-07-13,NA,363.435623620252,301.006481651999,425.864765588505
"F - Northeast Texas",2020-07-14,NA,376.98765148437,302.904776434199,451.07052653454
"F - Northeast Texas",2020-07-15,NA,390.539679348487,304.165905575982,476.913453120992
"F - Northeast Texas",2020-07-16,NA,404.091707212605,304.820434064893,503.362980360317
"F - Northeast Texas",2020-07-17,NA,417.643735076723,304.895069225847,530.392400927598
"F - Northeast Texas",2020-07-18,NA,431.19576294084,304.413369141386,557.978156740294
"F - Northeast Texas",2020-07-19,NA,444.747790804958,303.396294537916,586.099287071999
"G - Piney Woods",2020-03-04,NA,NA,NA,NA
"G - Piney Woods",2020-03-05,NA,NA,NA,NA
"G - Piney Woods",2020-03-06,NA,NA,NA,NA
"G - Piney Woods",2020-03-07,NA,NA,NA,NA
"G - Piney Woods",2020-03-08,NA,NA,NA,NA
"G - Piney Woods",2020-03-09,NA,NA,NA,NA
"G - Piney Woods",2020-03-10,NA,NA,NA,NA
"G - Piney Woods",2020-03-11,NA,NA,NA,NA
"G - Piney Woods",2020-03-12,NA,NA,NA,NA
"G - Piney Woods",2020-03-13,NA,NA,NA,NA
"G - Piney Woods",2020-03-14,NA,NA,NA,NA
"G - Piney Woods",2020-03-15,NA,NA,NA,NA
"G - Piney Woods",2020-03-16,NA,NA,NA,NA
"G - Piney Woods",2020-03-17,NA,NA,NA,NA
"G - Piney Woods",2020-03-18,NA,NA,NA,NA
"G - Piney Woods",2020-03-19,NA,NA,NA,NA
"G - Piney Woods",2020-03-20,NA,NA,NA,NA
"G - Piney Woods",2020-03-21,NA,NA,NA,NA
"G - Piney Woods",2020-03-22,NA,NA,NA,NA
"G - Piney Woods",2020-03-23,NA,NA,NA,NA
"G - Piney Woods",2020-03-24,NA,NA,NA,NA
"G - Piney Woods",2020-03-25,NA,NA,NA,NA
"G - Piney Woods",2020-03-26,NA,NA,NA,NA
"G - Piney Woods",2020-03-27,NA,NA,NA,NA
"G - Piney Woods",2020-03-28,NA,NA,NA,NA
"G - Piney Woods",2020-03-29,NA,NA,NA,NA
"G - Piney Woods",2020-03-30,NA,NA,NA,NA
"G - Piney Woods",2020-03-31,NA,NA,NA,NA
"G - Piney Woods",2020-04-01,NA,NA,NA,NA
"G - Piney Woods",2020-04-02,NA,NA,NA,NA
"G - Piney Woods",2020-04-03,NA,NA,NA,NA
"G - Piney Woods",2020-04-04,NA,NA,NA,NA
"G - Piney Woods",2020-04-05,NA,NA,NA,NA
"G - Piney Woods",2020-04-06,NA,NA,NA,NA
"G - Piney Woods",2020-04-07,NA,NA,NA,NA
