"Date","County","Cases_Daily"
2020-08-30,"Coryell",2
2020-08-31,"Coryell",283
2020-03-04,"Cottle",0
2020-03-05,"Cottle",0
2020-03-06,"Cottle",0
2020-03-07,"Cottle",0
2020-03-08,"Cottle",0
2020-03-09,"Cottle",0
2020-03-10,"Cottle",0
2020-03-11,"Cottle",0
2020-03-12,"Cottle",0
2020-03-13,"Cottle",0
2020-03-14,"Cottle",0
2020-03-15,"Cottle",0
2020-03-16,"Cottle",0
2020-03-17,"Cottle",0
2020-03-18,"Cottle",0
2020-03-19,"Cottle",0
2020-03-20,"Cottle",0
2020-03-21,"Cottle",0
2020-03-22,"Cottle",0
2020-03-23,"Cottle",0
2020-03-24,"Cottle",0
2020-03-25,"Cottle",0
2020-03-26,"Cottle",0
2020-03-27,"Cottle",0
2020-03-28,"Cottle",0
2020-03-29,"Cottle",0
2020-03-30,"Cottle",0
2020-03-31,"Cottle",0
2020-04-01,"Cottle",0
2020-04-02,"Cottle",0
2020-04-03,"Cottle",0
2020-04-04,"Cottle",0
2020-04-05,"Cottle",0
2020-04-06,"Cottle",0
2020-04-07,"Cottle",0
2020-04-08,"Cottle",0
2020-04-09,"Cottle",0
2020-04-10,"Cottle",0
2020-04-11,"Cottle",0
2020-04-12,"Cottle",0
2020-04-13,"Cottle",0
2020-04-14,"Cottle",0
2020-04-15,"Cottle",0
2020-04-16,"Cottle",0
2020-04-17,"Cottle",0
2020-04-18,"Cottle",0
2020-04-19,"Cottle",0
2020-04-20,"Cottle",0
2020-04-21,"Cottle",0
2020-04-22,"Cottle",0
2020-04-23,"Cottle",0
2020-04-24,"Cottle",0
2020-04-25,"Cottle",0
2020-04-26,"Cottle",0
2020-04-27,"Cottle",1
2020-04-28,"Cottle",0
2020-04-29,"Cottle",1
2020-04-30,"Cottle",0
2020-05-01,"Cottle",0
2020-05-02,"Cottle",0
2020-05-03,"Cottle",0
2020-05-04,"Cottle",0
2020-05-05,"Cottle",1
2020-05-06,"Cottle",0
2020-05-07,"Cottle",0
2020-05-08,"Cottle",0
2020-05-09,"Cottle",1
2020-05-10,"Cottle",0
2020-05-11,"Cottle",0
2020-05-12,"Cottle",0
2020-05-13,"Cottle",0
2020-05-14,"Cottle",0
2020-05-15,"Cottle",0
2020-05-16,"Cottle",0
2020-05-17,"Cottle",0
2020-05-18,"Cottle",0
2020-05-19,"Cottle",0
2020-05-20,"Cottle",0
2020-05-21,"Cottle",0
2020-05-22,"Cottle",0
2020-05-23,"Cottle",0
2020-05-24,"Cottle",0
2020-05-25,"Cottle",0
2020-05-26,"Cottle",0
2020-05-27,"Cottle",0
2020-05-28,"Cottle",0
2020-05-29,"Cottle",0
2020-05-30,"Cottle",0
2020-05-31,"Cottle",0
2020-06-01,"Cottle",0
2020-06-02,"Cottle",0
2020-06-03,"Cottle",0
2020-06-04,"Cottle",0
2020-06-05,"Cottle",0
2020-06-06,"Cottle",0
2020-06-07,"Cottle",0
2020-06-08,"Cottle",0
2020-06-09,"Cottle",0
2020-06-10,"Cottle",0
2020-06-11,"Cottle",0
2020-06-12,"Cottle",0
2020-06-13,"Cottle",0
2020-06-14,"Cottle",0
2020-06-15,"Cottle",0
2020-06-16,"Cottle",0
2020-06-17,"Cottle",0
2020-06-18,"Cottle",0
2020-06-19,"Cottle",0
2020-06-20,"Cottle",0
2020-06-21,"Cottle",0
2020-06-22,"Cottle",0
2020-06-23,"Cottle",0
2020-06-24,"Cottle",0
2020-06-25,"Cottle",0
2020-06-26,"Cottle",0
2020-06-27,"Cottle",0
2020-06-28,"Cottle",0
2020-06-29,"Cottle",0
2020-06-30,"Cottle",0
2020-07-01,"Cottle",0
2020-07-02,"Cottle",0
2020-07-03,"Cottle",0
2020-07-04,"Cottle",0
2020-07-05,"Cottle",0
2020-07-06,"Cottle",0
2020-07-07,"Cottle",0
2020-07-08,"Cottle",0
2020-07-09,"Cottle",0
2020-07-10,"Cottle",0
2020-07-11,"Cottle",0
2020-07-12,"Cottle",0
2020-07-13,"Cottle",0
2020-07-14,"Cottle",0
2020-07-15,"Cottle",0
2020-07-16,"Cottle",1
2020-07-17,"Cottle",0
2020-07-18,"Cottle",1
2020-07-19,"Cottle",0
2020-07-20,"Cottle",0
2020-07-21,"Cottle",0
2020-07-22,"Cottle",0
2020-07-23,"Cottle",0
2020-07-24,"Cottle",0
2020-07-25,"Cottle",1
2020-07-26,"Cottle",0
2020-07-27,"Cottle",0
2020-07-28,"Cottle",2
2020-07-29,"Cottle",0
2020-07-30,"Cottle",2
2020-07-31,"Cottle",3
2020-08-01,"Cottle",0
2020-08-02,"Cottle",0
2020-08-03,"Cottle",0
2020-08-04,"Cottle",0
2020-08-05,"Cottle",0
2020-08-06,"Cottle",0
2020-08-07,"Cottle",2
2020-08-08,"Cottle",2
2020-08-09,"Cottle",0
2020-08-10,"Cottle",0
2020-08-11,"Cottle",0
2020-08-12,"Cottle",0
2020-08-13,"Cottle",0
2020-08-14,"Cottle",0
2020-08-15,"Cottle",0
2020-08-16,"Cottle",0
2020-08-17,"Cottle",0
2020-08-18,"Cottle",0
2020-08-19,"Cottle",0
2020-08-20,"Cottle",0
2020-08-21,"Cottle",0
2020-08-22,"Cottle",0
2020-08-23,"Cottle",0
2020-08-24,"Cottle",0
2020-08-25,"Cottle",0
2020-08-26,"Cottle",0
2020-08-27,"Cottle",0
2020-08-28,"Cottle",0
2020-08-29,"Cottle",0
2020-08-30,"Cottle",0
2020-08-31,"Cottle",0
2020-03-04,"Crane",0
2020-03-05,"Crane",0
2020-03-06,"Crane",0
2020-03-07,"Crane",0
2020-03-08,"Crane",0
2020-03-09,"Crane",0
2020-03-10,"Crane",0
2020-03-11,"Crane",0
2020-03-12,"Crane",0
2020-03-13,"Crane",0
2020-03-14,"Crane",0
2020-03-15,"Crane",0
2020-03-16,"Crane",0
2020-03-17,"Crane",0
2020-03-18,"Crane",0
2020-03-19,"Crane",0
2020-03-20,"Crane",1
2020-03-21,"Crane",0
2020-03-22,"Crane",0
2020-03-23,"Crane",0
2020-03-24,"Crane",0
2020-03-25,"Crane",0
2020-03-26,"Crane",0
2020-03-27,"Crane",0
2020-03-28,"Crane",0
2020-03-29,"Crane",0
2020-03-30,"Crane",0
2020-03-31,"Crane",0
2020-04-01,"Crane",1
2020-04-02,"Crane",0
2020-04-03,"Crane",0
2020-04-04,"Crane",0
2020-04-05,"Crane",0
2020-04-06,"Crane",0
2020-04-07,"Crane",0
2020-04-08,"Crane",0
2020-04-09,"Crane",0
2020-04-10,"Crane",0
2020-04-11,"Crane",0
2020-04-12,"Crane",0
2020-04-13,"Crane",0
2020-04-14,"Crane",0
2020-04-15,"Crane",0
2020-04-16,"Crane",0
2020-04-17,"Crane",0
2020-04-18,"Crane",0
2020-04-19,"Crane",0
2020-04-20,"Crane",0
2020-04-21,"Crane",0
2020-04-22,"Crane",0
2020-04-23,"Crane",0
2020-04-24,"Crane",0
2020-04-25,"Crane",0
2020-04-26,"Crane",0
2020-04-27,"Crane",0
2020-04-28,"Crane",0
2020-04-29,"Crane",0
2020-04-30,"Crane",0
2020-05-01,"Crane",0
2020-05-02,"Crane",0
2020-05-03,"Crane",0
2020-05-04,"Crane",0
2020-05-05,"Crane",0
2020-05-06,"Crane",0
2020-05-07,"Crane",0
2020-05-08,"Crane",0
2020-05-09,"Crane",0
2020-05-10,"Crane",0
2020-05-11,"Crane",0
2020-05-12,"Crane",0
2020-05-13,"Crane",0
2020-05-14,"Crane",0
2020-05-15,"Crane",0
2020-05-16,"Crane",0
2020-05-17,"Crane",0
2020-05-18,"Crane",0
2020-05-19,"Crane",0
2020-05-20,"Crane",0
2020-05-21,"Crane",1
2020-05-22,"Crane",4
2020-05-23,"Crane",0
2020-05-24,"Crane",0
2020-05-25,"Crane",15
2020-05-26,"Crane",0
2020-05-27,"Crane",0
2020-05-28,"Crane",0
2020-05-29,"Crane",0
2020-05-30,"Crane",1
2020-05-31,"Crane",0
2020-06-01,"Crane",0
2020-06-02,"Crane",2
2020-06-03,"Crane",0
2020-06-04,"Crane",0
2020-06-05,"Crane",1
2020-06-06,"Crane",1
2020-06-07,"Crane",0
2020-06-08,"Crane",0
2020-06-09,"Crane",1
2020-06-10,"Crane",3
2020-06-11,"Crane",1
2020-06-12,"Crane",0
2020-06-13,"Crane",0
2020-06-14,"Crane",0
2020-06-15,"Crane",0
2020-06-16,"Crane",7
2020-06-17,"Crane",0
2020-06-18,"Crane",6
2020-06-19,"Crane",0
2020-06-20,"Crane",1
2020-06-21,"Crane",0
2020-06-22,"Crane",1
2020-06-23,"Crane",0
2020-06-24,"Crane",1
2020-06-25,"Crane",1
2020-06-26,"Crane",1
2020-06-27,"Crane",0
2020-06-28,"Crane",0
2020-06-29,"Crane",0
2020-06-30,"Crane",4
2020-07-01,"Crane",3
2020-07-02,"Crane",0
2020-07-03,"Crane",1
2020-07-04,"Crane",2
2020-07-05,"Crane",0
2020-07-06,"Crane",0
2020-07-07,"Crane",1
2020-07-08,"Crane",1
2020-07-09,"Crane",0
2020-07-10,"Crane",1
2020-07-11,"Crane",1
2020-07-12,"Crane",0
2020-07-13,"Crane",0
2020-07-14,"Crane",0
2020-07-15,"Crane",0
2020-07-16,"Crane",0
2020-07-17,"Crane",1
2020-07-18,"Crane",0
2020-07-19,"Crane",0
2020-07-20,"Crane",0
2020-07-21,"Crane",0
2020-07-22,"Crane",0
2020-07-23,"Crane",0
2020-07-24,"Crane",0
2020-07-25,"Crane",0
2020-07-26,"Crane",0
2020-07-27,"Crane",0
2020-07-28,"Crane",1
2020-07-29,"Crane",0
2020-07-30,"Crane",6
2020-07-31,"Crane",0
2020-08-01,"Crane",3
2020-08-02,"Crane",0
2020-08-03,"Crane",0
2020-08-04,"Crane",0
2020-08-05,"Crane",0
2020-08-06,"Crane",1
2020-08-07,"Crane",0
2020-08-08,"Crane",0
2020-08-09,"Crane",0
2020-08-10,"Crane",0
2020-08-11,"Crane",0
2020-08-12,"Crane",1
2020-08-13,"Crane",0
2020-08-14,"Crane",0
2020-08-15,"Crane",0
2020-08-16,"Crane",0
2020-08-17,"Crane",0
2020-08-18,"Crane",0
2020-08-19,"Crane",0
2020-08-20,"Crane",1
2020-08-21,"Crane",0
2020-08-22,"Crane",0
2020-08-23,"Crane",0
2020-08-24,"Crane",0
2020-08-25,"Crane",0
2020-08-26,"Crane",0
2020-08-27,"Crane",0
2020-08-28,"Crane",0
2020-08-29,"Crane",0
2020-08-30,"Crane",0
2020-08-31,"Crane",0
2020-03-04,"Crockett",0
2020-03-05,"Crockett",0
2020-03-06,"Crockett",0
2020-03-07,"Crockett",0
2020-03-08,"Crockett",0
2020-03-09,"Crockett",0
2020-03-10,"Crockett",0
2020-03-11,"Crockett",0
2020-03-12,"Crockett",0
2020-03-13,"Crockett",0
2020-03-14,"Crockett",0
2020-03-15,"Crockett",0
2020-03-16,"Crockett",0
2020-03-17,"Crockett",0
2020-03-18,"Crockett",0
2020-03-19,"Crockett",0
2020-03-20,"Crockett",0
2020-03-21,"Crockett",0
2020-03-22,"Crockett",0
2020-03-23,"Crockett",0
2020-03-24,"Crockett",0
2020-03-25,"Crockett",0
2020-03-26,"Crockett",0
2020-03-27,"Crockett",0
2020-03-28,"Crockett",0
2020-03-29,"Crockett",0
2020-03-30,"Crockett",0
2020-03-31,"Crockett",0
2020-04-01,"Crockett",0
2020-04-02,"Crockett",0
2020-04-03,"Crockett",0
2020-04-04,"Crockett",0
2020-04-05,"Crockett",0
2020-04-06,"Crockett",0
2020-04-07,"Crockett",0
2020-04-08,"Crockett",0
2020-04-09,"Crockett",0
2020-04-10,"Crockett",0
2020-04-11,"Crockett",0
2020-04-12,"Crockett",0
2020-04-13,"Crockett",0
2020-04-14,"Crockett",0
2020-04-15,"Crockett",0
2020-04-16,"Crockett",0
2020-04-17,"Crockett",0
2020-04-18,"Crockett",0
2020-04-19,"Crockett",0
2020-04-20,"Crockett",0
2020-04-21,"Crockett",0
2020-04-22,"Crockett",0
2020-04-23,"Crockett",0
2020-04-24,"Crockett",0
2020-04-25,"Crockett",0
2020-04-26,"Crockett",0
2020-04-27,"Crockett",0
2020-04-28,"Crockett",0
2020-04-29,"Crockett",0
2020-04-30,"Crockett",0
2020-05-01,"Crockett",0
2020-05-02,"Crockett",0
2020-05-03,"Crockett",0
2020-05-04,"Crockett",0
2020-05-05,"Crockett",0
2020-05-06,"Crockett",0
2020-05-07,"Crockett",0
2020-05-08,"Crockett",0
2020-05-09,"Crockett",0
2020-05-10,"Crockett",0
2020-05-11,"Crockett",0
2020-05-12,"Crockett",0
2020-05-13,"Crockett",0
2020-05-14,"Crockett",0
2020-05-15,"Crockett",0
2020-05-16,"Crockett",0
2020-05-17,"Crockett",0
2020-05-18,"Crockett",0
2020-05-19,"Crockett",0
2020-05-20,"Crockett",0
2020-05-21,"Crockett",0
2020-05-22,"Crockett",0
2020-05-23,"Crockett",0
2020-05-24,"Crockett",0
2020-05-25,"Crockett",0
2020-05-26,"Crockett",0
2020-05-27,"Crockett",0
2020-05-28,"Crockett",0
2020-05-29,"Crockett",0
2020-05-30,"Crockett",0
2020-05-31,"Crockett",0
2020-06-01,"Crockett",0
2020-06-02,"Crockett",0
2020-06-03,"Crockett",0
2020-06-04,"Crockett",0
2020-06-05,"Crockett",1
2020-06-06,"Crockett",0
2020-06-07,"Crockett",0
2020-06-08,"Crockett",0
2020-06-09,"Crockett",3
2020-06-10,"Crockett",1
2020-06-11,"Crockett",0
2020-06-12,"Crockett",0
2020-06-13,"Crockett",0
2020-06-14,"Crockett",0
2020-06-15,"Crockett",0
2020-06-16,"Crockett",0
2020-06-17,"Crockett",0
2020-06-18,"Crockett",0
2020-06-19,"Crockett",0
2020-06-20,"Crockett",0
2020-06-21,"Crockett",0
2020-06-22,"Crockett",0
2020-06-23,"Crockett",0
2020-06-24,"Crockett",0
2020-06-25,"Crockett",0
2020-06-26,"Crockett",0
2020-06-27,"Crockett",2
2020-06-28,"Crockett",0
2020-06-29,"Crockett",1
2020-06-30,"Crockett",1
2020-07-01,"Crockett",1
2020-07-02,"Crockett",1
2020-07-03,"Crockett",2
2020-07-04,"Crockett",0
2020-07-05,"Crockett",0
2020-07-06,"Crockett",0
2020-07-07,"Crockett",2
2020-07-08,"Crockett",1
2020-07-09,"Crockett",2
2020-07-10,"Crockett",11
2020-07-11,"Crockett",6
2020-07-12,"Crockett",0
2020-07-13,"Crockett",3
2020-07-14,"Crockett",3
2020-07-15,"Crockett",0
2020-07-16,"Crockett",30
2020-07-17,"Crockett",13
2020-07-18,"Crockett",12
2020-07-19,"Crockett",0
2020-07-20,"Crockett",7
2020-07-21,"Crockett",12
2020-07-22,"Crockett",3
2020-07-23,"Crockett",8
2020-07-24,"Crockett",10
2020-07-25,"Crockett",0
2020-07-26,"Crockett",0
2020-07-27,"Crockett",0
2020-07-28,"Crockett",5
2020-07-29,"Crockett",1
2020-07-30,"Crockett",9
2020-07-31,"Crockett",3
2020-08-01,"Crockett",0
2020-08-02,"Crockett",0
2020-08-03,"Crockett",1
2020-08-04,"Crockett",2
2020-08-05,"Crockett",0
2020-08-06,"Crockett",1
2020-08-07,"Crockett",0
2020-08-08,"Crockett",0
2020-08-09,"Crockett",0
2020-08-10,"Crockett",0
2020-08-11,"Crockett",3
2020-08-12,"Crockett",0
2020-08-13,"Crockett",1
2020-08-14,"Crockett",0
2020-08-15,"Crockett",0
2020-08-16,"Crockett",0
2020-08-17,"Crockett",0
2020-08-18,"Crockett",0
2020-08-19,"Crockett",0
2020-08-20,"Crockett",0
2020-08-21,"Crockett",2
2020-08-22,"Crockett",1
2020-08-23,"Crockett",0
2020-08-24,"Crockett",0
2020-08-25,"Crockett",1
2020-08-26,"Crockett",0
2020-08-27,"Crockett",1
2020-08-28,"Crockett",0
2020-08-29,"Crockett",0
2020-08-30,"Crockett",0
2020-08-31,"Crockett",0
2020-03-04,"Crosby",0
2020-03-05,"Crosby",0
2020-03-06,"Crosby",0
2020-03-07,"Crosby",0
2020-03-08,"Crosby",0
2020-03-09,"Crosby",0
2020-03-10,"Crosby",0
2020-03-11,"Crosby",0
2020-03-12,"Crosby",0
2020-03-13,"Crosby",0
2020-03-14,"Crosby",0
2020-03-15,"Crosby",0
2020-03-16,"Crosby",0
2020-03-17,"Crosby",0
2020-03-18,"Crosby",0
2020-03-19,"Crosby",0
2020-03-20,"Crosby",0
2020-03-21,"Crosby",0
2020-03-22,"Crosby",0
2020-03-23,"Crosby",0
2020-03-24,"Crosby",0
2020-03-25,"Crosby",0
2020-03-26,"Crosby",0
2020-03-27,"Crosby",0
2020-03-28,"Crosby",0
2020-03-29,"Crosby",0
2020-03-30,"Crosby",0
2020-03-31,"Crosby",0
2020-04-01,"Crosby",0
2020-04-02,"Crosby",0
2020-04-03,"Crosby",0
2020-04-04,"Crosby",0
2020-04-05,"Crosby",0
2020-04-06,"Crosby",1
2020-04-07,"Crosby",0
2020-04-08,"Crosby",0
2020-04-09,"Crosby",0
2020-04-10,"Crosby",0
2020-04-11,"Crosby",0
2020-04-12,"Crosby",0
2020-04-13,"Crosby",0
2020-04-14,"Crosby",0
2020-04-15,"Crosby",0
2020-04-16,"Crosby",0
2020-04-17,"Crosby",0
2020-04-18,"Crosby",0
2020-04-19,"Crosby",0
2020-04-20,"Crosby",0
2020-04-21,"Crosby",0
2020-04-22,"Crosby",0
2020-04-23,"Crosby",0
2020-04-24,"Crosby",1
2020-04-25,"Crosby",0
2020-04-26,"Crosby",0
2020-04-27,"Crosby",0
2020-04-28,"Crosby",0
2020-04-29,"Crosby",0
2020-04-30,"Crosby",0
2020-05-01,"Crosby",0
2020-05-02,"Crosby",0
2020-05-03,"Crosby",0
2020-05-04,"Crosby",0
2020-05-05,"Crosby",0
2020-05-06,"Crosby",0
2020-05-07,"Crosby",0
2020-05-08,"Crosby",0
2020-05-09,"Crosby",0
2020-05-10,"Crosby",0
2020-05-11,"Crosby",0
2020-05-12,"Crosby",0
2020-05-13,"Crosby",0
2020-05-14,"Crosby",0
2020-05-15,"Crosby",0
2020-05-16,"Crosby",0
2020-05-17,"Crosby",1
2020-05-18,"Crosby",0
2020-05-19,"Crosby",0
2020-05-20,"Crosby",0
2020-05-21,"Crosby",0
2020-05-22,"Crosby",0
2020-05-23,"Crosby",0
2020-05-24,"Crosby",0
2020-05-25,"Crosby",0
2020-05-26,"Crosby",0
2020-05-27,"Crosby",0
2020-05-28,"Crosby",0
2020-05-29,"Crosby",0
2020-05-30,"Crosby",1
2020-05-31,"Crosby",0
2020-06-01,"Crosby",0
2020-06-02,"Crosby",0
2020-06-03,"Crosby",0
2020-06-04,"Crosby",0
2020-06-05,"Crosby",0
2020-06-06,"Crosby",0
2020-06-07,"Crosby",0
2020-06-08,"Crosby",0
2020-06-09,"Crosby",0
2020-06-10,"Crosby",1
2020-06-11,"Crosby",0
2020-06-12,"Crosby",0
2020-06-13,"Crosby",0
2020-06-14,"Crosby",0
2020-06-15,"Crosby",0
2020-06-16,"Crosby",3
2020-06-17,"Crosby",1
2020-06-18,"Crosby",0
2020-06-19,"Crosby",0
2020-06-20,"Crosby",0
2020-06-21,"Crosby",0
2020-06-22,"Crosby",0
2020-06-23,"Crosby",1
2020-06-24,"Crosby",4
2020-06-25,"Crosby",0
2020-06-26,"Crosby",2
2020-06-27,"Crosby",0
2020-06-28,"Crosby",0
2020-06-29,"Crosby",0
2020-06-30,"Crosby",6
2020-07-01,"Crosby",4
2020-07-02,"Crosby",1
2020-07-03,"Crosby",0
2020-07-04,"Crosby",0
2020-07-05,"Crosby",0
2020-07-06,"Crosby",0
2020-07-07,"Crosby",2
2020-07-08,"Crosby",2
2020-07-09,"Crosby",4
2020-07-10,"Crosby",0
2020-07-11,"Crosby",2
2020-07-12,"Crosby",0
2020-07-13,"Crosby",0
2020-07-14,"Crosby",0
2020-07-15,"Crosby",0
2020-07-16,"Crosby",0
2020-07-17,"Crosby",0
2020-07-18,"Crosby",1
2020-07-19,"Crosby",0
2020-07-20,"Crosby",0
2020-07-21,"Crosby",0
2020-07-22,"Crosby",1
2020-07-23,"Crosby",0
2020-07-24,"Crosby",5
2020-07-25,"Crosby",4
2020-07-26,"Crosby",0
2020-07-27,"Crosby",0
2020-07-28,"Crosby",5
2020-07-29,"Crosby",0
2020-07-30,"Crosby",0
2020-07-31,"Crosby",1
2020-08-01,"Crosby",0
2020-08-02,"Crosby",0
2020-08-03,"Crosby",0
2020-08-04,"Crosby",2
2020-08-05,"Crosby",4
2020-08-06,"Crosby",1
2020-08-07,"Crosby",0
2020-08-08,"Crosby",4
2020-08-09,"Crosby",0
2020-08-10,"Crosby",0
2020-08-11,"Crosby",0
2020-08-12,"Crosby",0
2020-08-13,"Crosby",2
2020-08-14,"Crosby",0
2020-08-15,"Crosby",0
2020-08-16,"Crosby",0
2020-08-17,"Crosby",0
2020-08-18,"Crosby",4
2020-08-19,"Crosby",3
2020-08-20,"Crosby",0
2020-08-21,"Crosby",2
2020-08-22,"Crosby",1
2020-08-23,"Crosby",0
2020-08-24,"Crosby",0
2020-08-25,"Crosby",5
2020-08-26,"Crosby",1
2020-08-27,"Crosby",0
2020-08-28,"Crosby",0
2020-08-29,"Crosby",0
2020-08-30,"Crosby",0
2020-08-31,"Crosby",0
2020-03-04,"Culberson",0
2020-03-05,"Culberson",0
2020-03-06,"Culberson",0
2020-03-07,"Culberson",0
2020-03-08,"Culberson",0
2020-03-09,"Culberson",0
2020-03-10,"Culberson",0
2020-03-11,"Culberson",0
2020-03-12,"Culberson",0
2020-03-13,"Culberson",0
2020-03-14,"Culberson",0
2020-03-15,"Culberson",0
2020-03-16,"Culberson",0
2020-03-17,"Culberson",0
2020-03-18,"Culberson",0
2020-03-19,"Culberson",0
2020-03-20,"Culberson",0
2020-03-21,"Culberson",0
2020-03-22,"Culberson",0
2020-03-23,"Culberson",0
2020-03-24,"Culberson",0
2020-03-25,"Culberson",0
2020-03-26,"Culberson",0
2020-03-27,"Culberson",0
2020-03-28,"Culberson",0
2020-03-29,"Culberson",0
2020-03-30,"Culberson",0
2020-03-31,"Culberson",0
2020-04-01,"Culberson",0
2020-04-02,"Culberson",0
2020-04-03,"Culberson",0
2020-04-04,"Culberson",0
2020-04-05,"Culberson",0
2020-04-06,"Culberson",0
2020-04-07,"Culberson",0
2020-04-08,"Culberson",0
2020-04-09,"Culberson",0
2020-04-10,"Culberson",0
2020-04-11,"Culberson",0
2020-04-12,"Culberson",0
2020-04-13,"Culberson",0
2020-04-14,"Culberson",0
2020-04-15,"Culberson",0
2020-04-16,"Culberson",0
2020-04-17,"Culberson",0
2020-04-18,"Culberson",0
2020-04-19,"Culberson",0
2020-04-20,"Culberson",0
2020-04-21,"Culberson",0
2020-04-22,"Culberson",0
2020-04-23,"Culberson",0
2020-04-24,"Culberson",0
2020-04-25,"Culberson",0
2020-04-26,"Culberson",0
2020-04-27,"Culberson",0
2020-04-28,"Culberson",0
2020-04-29,"Culberson",0
2020-04-30,"Culberson",0
2020-05-01,"Culberson",0
2020-05-02,"Culberson",0
2020-05-03,"Culberson",0
2020-05-04,"Culberson",0
2020-05-05,"Culberson",0
2020-05-06,"Culberson",0
2020-05-07,"Culberson",0
2020-05-08,"Culberson",0
2020-05-09,"Culberson",0
2020-05-10,"Culberson",0
2020-05-11,"Culberson",0
2020-05-12,"Culberson",0
2020-05-13,"Culberson",0
2020-05-14,"Culberson",0
2020-05-15,"Culberson",0
2020-05-16,"Culberson",0
2020-05-17,"Culberson",0
2020-05-18,"Culberson",0
2020-05-19,"Culberson",0
2020-05-20,"Culberson",0
2020-05-21,"Culberson",0
2020-05-22,"Culberson",0
2020-05-23,"Culberson",0
2020-05-24,"Culberson",0
2020-05-25,"Culberson",0
2020-05-26,"Culberson",0
2020-05-27,"Culberson",0
2020-05-28,"Culberson",0
2020-05-29,"Culberson",0
2020-05-30,"Culberson",0
2020-05-31,"Culberson",0
2020-06-01,"Culberson",0
2020-06-02,"Culberson",0
2020-06-03,"Culberson",0
2020-06-04,"Culberson",0
2020-06-05,"Culberson",0
2020-06-06,"Culberson",0
2020-06-07,"Culberson",0
2020-06-08,"Culberson",0
2020-06-09,"Culberson",0
2020-06-10,"Culberson",0
2020-06-11,"Culberson",0
2020-06-12,"Culberson",0
2020-06-13,"Culberson",0
2020-06-14,"Culberson",0
2020-06-15,"Culberson",0
2020-06-16,"Culberson",0
2020-06-17,"Culberson",0
2020-06-18,"Culberson",0
2020-06-19,"Culberson",0
2020-06-20,"Culberson",1
2020-06-21,"Culberson",0
2020-06-22,"Culberson",0
2020-06-23,"Culberson",2
2020-06-24,"Culberson",0
2020-06-25,"Culberson",0
2020-06-26,"Culberson",0
2020-06-27,"Culberson",0
2020-06-28,"Culberson",0
2020-06-29,"Culberson",0
2020-06-30,"Culberson",0
2020-07-01,"Culberson",0
2020-07-02,"Culberson",0
2020-07-03,"Culberson",0
2020-07-04,"Culberson",0
2020-07-05,"Culberson",0
2020-07-06,"Culberson",0
2020-07-07,"Culberson",1
2020-07-08,"Culberson",0
2020-07-09,"Culberson",2
2020-07-10,"Culberson",0
2020-07-11,"Culberson",0
2020-07-12,"Culberson",0
2020-07-13,"Culberson",0
2020-07-14,"Culberson",1
2020-07-15,"Culberson",0
2020-07-16,"Culberson",1
2020-07-17,"Culberson",3
2020-07-18,"Culberson",2
2020-07-19,"Culberson",0
2020-07-20,"Culberson",0
2020-07-21,"Culberson",0
2020-07-22,"Culberson",0
2020-07-23,"Culberson",0
2020-07-24,"Culberson",1
2020-07-25,"Culberson",0
2020-07-26,"Culberson",0
2020-07-27,"Culberson",0
2020-07-28,"Culberson",1
2020-07-29,"Culberson",0
2020-07-30,"Culberson",0
2020-07-31,"Culberson",0
2020-08-01,"Culberson",0
2020-08-02,"Culberson",0
2020-08-03,"Culberson",0
2020-08-04,"Culberson",1
2020-08-05,"Culberson",0
2020-08-06,"Culberson",1
2020-08-07,"Culberson",0
2020-08-08,"Culberson",0
2020-08-09,"Culberson",0
2020-08-10,"Culberson",0
2020-08-11,"Culberson",0
2020-08-12,"Culberson",1
2020-08-13,"Culberson",3
2020-08-14,"Culberson",0
2020-08-15,"Culberson",0
2020-08-16,"Culberson",0
2020-08-17,"Culberson",0
2020-08-18,"Culberson",1
2020-08-19,"Culberson",0
2020-08-20,"Culberson",0
2020-08-21,"Culberson",0
2020-08-22,"Culberson",0
2020-08-23,"Culberson",0
2020-08-24,"Culberson",0
2020-08-25,"Culberson",1
2020-08-26,"Culberson",0
2020-08-27,"Culberson",0
2020-08-28,"Culberson",1
2020-08-29,"Culberson",0
2020-08-30,"Culberson",0
2020-08-31,"Culberson",0
2020-03-04,"Dallam",0
2020-03-05,"Dallam",0
2020-03-06,"Dallam",0
2020-03-07,"Dallam",0
2020-03-08,"Dallam",0
2020-03-09,"Dallam",0
2020-03-10,"Dallam",0
2020-03-11,"Dallam",0
2020-03-12,"Dallam",0
2020-03-13,"Dallam",0
2020-03-14,"Dallam",0
2020-03-15,"Dallam",0
2020-03-16,"Dallam",0
2020-03-17,"Dallam",0
2020-03-18,"Dallam",0
2020-03-19,"Dallam",0
2020-03-20,"Dallam",0
2020-03-21,"Dallam",0
2020-03-22,"Dallam",0
2020-03-23,"Dallam",0
2020-03-24,"Dallam",0
2020-03-25,"Dallam",0
2020-03-26,"Dallam",0
2020-03-27,"Dallam",0
2020-03-28,"Dallam",0
2020-03-29,"Dallam",0
2020-03-30,"Dallam",0
2020-03-31,"Dallam",0
2020-04-01,"Dallam",0
2020-04-02,"Dallam",0
2020-04-03,"Dallam",0
2020-04-04,"Dallam",0
2020-04-05,"Dallam",0
2020-04-06,"Dallam",1
2020-04-07,"Dallam",0
2020-04-08,"Dallam",0
2020-04-09,"Dallam",0
