Date,Level,COVID_ICU_Beds,COVID_ICU_Patients,COVID_General_Beds,COVID_General_Patients
2022-07-14,Harris,1565,115,7815,809
2022-07-15,Harris,1554,123,7742,804
2022-07-16,Harris,1541,115,7650,754
2022-07-17,Harris,1546,114,7548,774
2022-07-18,Harris,1536,118,7544,817
2022-07-19,Harris,1544,125,7591,815
2022-07-20,Harris,1542,127,8279,838
2022-07-21,Harris,1562,135,8005,820
2022-07-22,Harris,1539,135,7815,768
2022-07-23,Harris,1550,144,7364,747
2022-07-24,Harris,1533,144,6995,772
2022-07-25,Harris,1522,129,7418,774
2022-07-26,Harris,1540,138,7869,810
2022-07-27,Harris,1516,132,7851,758
2022-07-28,Harris,1517,137,7723,745
2022-07-29,Harris,1513,143,8204,801
2022-07-30,Harris,134,143,7415,737
2022-07-31,Harris,1519,129,6825,753
2022-08-01,Harris,1484,128,7329,789
2022-08-02,Harris,1350,133,7855,816
2022-08-03,Harris,1420,147,8077,747
2022-08-04,Harris,1416,146,7995,754
2022-08-05,Harris,1538,137,7727,727
2022-08-06,Harris,1488,132,7271,685
2022-08-07,Harris,1520,137,6718,702
2022-08-08,Harris,1544,134,7284,741
2022-08-09,Harris,1549,126,7714,763
2022-08-10,Harris,1518,132,7313,711
2022-08-11,Harris,1540,127,7590,759
2022-08-12,Harris,1533,122,7575,712
2022-08-13,Harris,1511,114,7500,723
2022-08-14,Harris,1510,115,7072,760
2022-08-15,Harris,1516,121,7407,747
2022-08-16,Harris,1503,124,7895,778
2022-08-17,Harris,1537,136,7993,780
2022-08-18,Harris,1536,124,8253,711
2022-08-19,Harris,1527,117,7815,720
2022-08-20,Harris,1519,101,7848,679
2022-08-21,Harris,1490,116,7254,703
2022-08-22,Harris,1524,115,7731,672
2020-04-01,Galveston,87,4,321,14
2020-04-02,Galveston,79,4,331,6
2020-04-03,Galveston,88,7,338,18
2020-04-04,Galveston,91,11,333,9
2020-04-05,Galveston,79,14,334,23
2020-04-06,Galveston,91,8,323,17
2020-04-07,Galveston,87,12,328,19
2020-04-08,Galveston,16,12,311,17
2020-04-09,Galveston,81,17,339,25
2020-04-10,Galveston,83,15,320,24
2020-04-11,Galveston,85,13,306,32
2020-04-12,Galveston,91,18,297,42
2020-04-13,Galveston,90,16,318,26
2020-04-14,Galveston,88,18,327,31
2020-04-15,Galveston,87,19,326,43
2020-04-16,Galveston,84,24,328,42
2020-04-17,Galveston,88,27,316,61
2020-04-18,Galveston,89,21,301,48
2020-04-19,Galveston,87,21,316,48
2020-04-20,Galveston,88,16,335,56
2020-04-21,Galveston,94,32,343,63
2020-04-22,Galveston,91,31,351,73
2020-04-23,Galveston,89,26,369,68
2020-04-24,Galveston,83,34,70,68
2020-04-25,Galveston,77,19,357,69
2020-04-26,Galveston,91,27,321,59
2020-04-27,Galveston,89,23,322,63
2020-04-28,Galveston,94,24,328,73
2020-04-29,Galveston,90,23,339,66
2020-04-30,Galveston,92,25,302,69
2020-05-01,Galveston,88,17,221,48
2020-05-02,Galveston,90,16,215,47
2020-05-03,Galveston,91,13,224,53
2020-05-04,Galveston,93,19,318,69
2020-05-05,Galveston,92,22,353,78
2020-05-06,Galveston,90,9,269,23
2020-05-07,Galveston,11,9,267,18
2020-05-08,Galveston,69,9,278,22
2020-05-09,Galveston,85,9,261,21
2020-05-10,Galveston,92,4,147,6
2020-05-11,Galveston,90,10,253,15
2020-05-12,Galveston,91,10,312,21
2020-05-13,Galveston,84,12,318,13
2020-05-14,Galveston,88,23,306,30
2020-05-15,Galveston,27,23,373,64
2020-05-16,Galveston,91,23,355,61
2020-05-17,Galveston,92,30,376,67
2020-05-18,Galveston,32,30,65,67
2020-05-19,Galveston,94,30,392,64
2020-05-20,Galveston,33,30,379,65
2020-05-21,Galveston,82,26,392,52
2020-05-22,Galveston,90,26,-90,52
2020-05-23,Galveston,91,21,377,77
2020-05-24,Galveston,92,25,341,84
2020-05-25,Galveston,94,25,400,67
2020-05-26,Galveston,89,26,401,63
2020-05-27,Galveston,92,29,407,53
2020-05-28,Galveston,24,29,430,64
2020-05-29,Galveston,93,27,417,60
2020-05-30,Galveston,94,30,380,46
2020-05-31,Galveston,92,28,364,54
2020-06-01,Galveston,94,36,383,74
2020-06-02,Galveston,37,36,400,78
2020-06-03,Galveston,22,36,446,83
2020-06-04,Galveston,34,36,447,88
2020-06-05,Galveston,90,30,479,56
2020-06-06,Galveston,83,49,484,42
2020-06-07,Galveston,90,34,458,60
2020-06-08,Galveston,32,34,475,57
2020-06-09,Galveston,94,37,488,62
2020-06-10,Galveston,89,41,466,48
2020-06-11,Galveston,93,37,433,50
2020-06-12,Galveston,94,36,440,62
2020-06-13,Galveston,45,36,432,59
2020-06-14,Galveston,91,43,454,63
2020-06-15,Galveston,88,32,461,76
2020-06-16,Galveston,94,32,500,96
2020-06-17,Galveston,30,32,485,90
2020-06-18,Galveston,90,34,478,89
2020-06-19,Galveston,83,41,496,48
2020-06-20,Galveston,91,38,502,103
2020-06-21,Galveston,93,19,471,82
2020-06-22,Galveston,94,30,487,88
2020-06-23,Galveston,93,28,506,115
2020-06-24,Galveston,33,28,497,105
2020-06-25,Galveston,90,28,112,105
2020-06-26,Galveston,88,36,498,120
2020-06-27,Galveston,94,36,494,119
2020-06-28,Galveston,40,36,468,115
2020-06-29,Galveston,93,31,469,118
2020-06-30,Galveston,94,38,466,131
2020-07-01,Galveston,90,25,359,77
2020-07-02,Galveston,87,33,500,144
2020-07-03,Galveston,92,31,488,106
2020-07-04,Galveston,94,38,478,137
2020-07-05,Galveston,34,38,147,137
2020-07-06,Galveston,26,38,352,90
2020-07-07,Galveston,40,38,492,214
2020-07-08,Galveston,39,38,507,68
2020-07-09,Galveston,93,38,504,152
2020-07-10,Galveston,91,47,492,148
2020-07-11,Galveston,92,41,489,142
2020-07-12,Galveston,93,47,476,144
2020-07-13,Galveston,94,46,484,124
2020-07-14,Galveston,50,46,516,143
2020-07-15,Galveston,92,46,537,130
2020-07-16,Galveston,94,56,508,154
2020-07-17,Galveston,93,51,526,133
2020-07-18,Galveston,94,51,496,114
2020-07-19,Galveston,91,37,491,119
2020-07-20,Galveston,94,37,497,82
2020-07-21,Galveston,53,37,510,140
2020-07-22,Galveston,59,37,526,138
2020-07-23,Galveston,93,37,508,132
2020-07-24,Galveston,91,60,479,126
2020-07-25,Galveston,94,62,484,135
2020-07-26,Galveston,53,62,479,132
2020-07-27,Galveston,52,62,477,149
2020-07-28,Galveston,92,62,491,141
2020-07-29,Galveston,50,62,488,119
2020-07-30,Galveston,90,58,486,130
2020-07-31,Galveston,92,37,516,78
2020-08-01,Galveston,44,37,505,103
2020-08-02,Galveston,94,43,404,116
2020-08-03,Galveston,92,43,473,105
2020-08-04,Galveston,94,45,487,94
2020-08-05,Galveston,58,45,507,103
2020-08-06,Galveston,93,50,501,96
2020-08-07,Galveston,93,50,498,88
2020-08-08,Galveston,49,50,492,81
2020-08-09,Galveston,94,42,482,82
2020-08-10,Galveston,46,42,483,81
2020-08-11,Galveston,47,42,520,81
2020-08-12,Galveston,46,42,498,72
2020-08-13,Galveston,92,43,501,78
2020-08-14,Galveston,89,41,503,72
2020-08-15,Galveston,93,37,463,70
2020-08-16,Galveston,90,35,441,74
2020-08-17,Galveston,92,41,447,80
2020-08-18,Galveston,90,38,491,68
2020-08-19,Galveston,91,37,483,60
2020-08-20,Galveston,88,40,472,60
2020-08-21,Galveston,34,40,474,59
2020-08-22,Galveston,90,32,485,72
2020-08-23,Galveston,88,15,469,57
2020-08-24,Galveston,86,18,349,42
2020-08-25,Galveston,91,30,442,53
2020-08-26,Galveston,92,17,376,43
2020-08-27,Galveston,79,12,383,52
2020-08-28,Galveston,88,19,373,52
2020-08-29,Galveston,90,16,355,42
2020-08-30,Galveston,93,16,408,48
2020-08-31,Galveston,93,16,401,45
2020-09-01,Galveston,91,21,439,44
2020-09-02,Galveston,92,27,473,44
2020-09-03,Galveston,90,19,462,52
2020-09-04,Galveston,92,20,477,44
2020-09-05,Galveston,91,26,453,50
2020-09-06,Galveston,92,24,447,55
2020-09-07,Galveston,93,21,448,38
2020-09-08,Galveston,94,18,470,43
2020-09-09,Galveston,19,18,497,43
2020-09-10,Galveston,92,18,525,25
2020-09-11,Galveston,81,14,508,28
2020-09-12,Galveston,83,12,491,33
2020-09-13,Galveston,91,19,477,36
2020-09-14,Galveston,90,18,480,29
2020-09-15,Galveston,85,19,497,26
2020-09-16,Galveston,88,16,507,24
2020-09-17,Galveston,17,16,498,28
2020-09-18,Galveston,89,15,480,34
2020-09-19,Galveston,91,15,453,31
2020-09-20,Galveston,90,15,422,33
2020-09-21,Galveston,93,16,407,25
2020-09-22,Galveston,89,12,428,31
2020-09-23,Galveston,92,17,431,23
2020-09-24,Galveston,11,17,415,26
2020-09-25,Galveston,12,17,437,29
2020-09-26,Galveston,91,10,406,25
2020-09-27,Galveston,93,11,407,14
2020-09-28,Galveston,90,9,293,14
2020-09-29,Galveston,12,9,436,18
2020-09-30,Galveston,16,9,439,15
2020-10-01,Galveston,92,14,399,18
2020-10-02,Galveston,89,9,391,24
2020-10-03,Galveston,90,13,405,27
2020-10-04,Galveston,94,9,376,27
2020-10-05,Galveston,11,9,420,24
2020-10-06,Galveston,8,9,461,29
2020-10-07,Galveston,92,12,444,30
2020-10-08,Galveston,90,6,440,28
2020-10-09,Galveston,89,7,442,25
2020-10-10,Galveston,91,8,433,22
2020-10-11,Galveston,92,8,428,30
2020-10-12,Galveston,78,10,463,26
2020-10-13,Galveston,75,9,459,26
2020-10-14,Galveston,93,8,478,24
2020-10-15,Galveston,91,9,473,19
2020-10-16,Galveston,91,9,486,23
2020-10-17,Galveston,93,7,446,17
2020-10-18,Galveston,5,7,422,18
2020-10-19,Galveston,92,7,445,18
2020-10-20,Galveston,91,7,446,17
2020-10-21,Galveston,93,4,452,19
2020-10-22,Galveston,92,7,454,20
2020-10-23,Galveston,8,7,445,16
2020-10-24,Galveston,87,7,452,23
2020-10-25,Galveston,92,7,435,14
2020-10-26,Galveston,87,10,454,14
2020-10-27,Galveston,90,7,449,15
2020-10-28,Galveston,94,8,440,15
2020-10-29,Galveston,90,6,416,17
2020-10-30,Galveston,93,6,436,17
2020-10-31,Galveston,94,8,398,21
2020-11-01,Galveston,90,8,411,19
2020-11-02,Galveston,89,7,400,23
2020-11-03,Galveston,94,8,422,19
2020-11-04,Galveston,93,10,442,19
2020-11-05,Galveston,92,6,471,24
2020-11-06,Galveston,88,10,450,21
2020-11-07,Galveston,90,13,449,20
2020-11-08,Galveston,93,10,457,20
2020-11-09,Galveston,94,11,458,21
2020-11-10,Galveston,92,15,514,20
2020-11-11,Galveston,90,16,518,24
2020-11-12,Galveston,90,16,515,16
2020-11-13,Galveston,91,14,491,20
2020-11-14,Galveston,93,17,440,26
2020-11-15,Galveston,12,17,444,23
2020-11-16,Galveston,90,11,454,28
2020-11-17,Galveston,94,12,472,22
2020-11-18,Galveston,87,14,499,21
2020-11-19,Galveston,94,13,470,26
2020-11-20,Galveston,11,13,475,24
2020-11-21,Galveston,14,13,480,27
2020-11-22,Galveston,93,13,478,23
2020-11-23,Galveston,91,17,472,24
2020-11-24,Galveston,18,17,26,24
2020-11-25,Galveston,92,16,480,28
2020-11-26,Galveston,94,16,436,27
2020-11-27,Galveston,93,15,418,37
2020-11-28,Galveston,16,15,425,40
2020-11-29,Galveston,92,29,453,37
2020-11-30,Galveston,91,16,457,37
2020-12-01,Galveston,93,16,466,29
2020-12-02,Galveston,92,9,479,21
2020-12-03,Galveston,91,12,487,23
2020-12-04,Galveston,93,13,471,32
2020-12-05,Galveston,94,11,450,34
2020-12-06,Galveston,10,11,448,31
2020-12-07,Galveston,93,18,428,29
2020-12-08,Galveston,94,19,448,34
2020-12-09,Galveston,94,19,489,40
2020-12-10,Galveston,94,19,512,36
2020-12-11,Galveston,25,19,455,35
2020-12-12,Galveston,24,19,525,43
2020-12-13,Galveston,91,9,494,24
2020-12-14,Galveston,94,23,479,44
2020-12-15,Galveston,26,23,499,41
2020-12-16,Galveston,93,25,518,42
2020-12-17,Galveston,94,24,517,37
2020-12-18,Galveston,25,24,506,40
2020-12-19,Galveston,23,24,474,42
2020-12-20,Galveston,23,24,494,45
2020-12-21,Galveston,92,22,499,58
2020-12-22,Galveston,91,19,483,50
2020-12-23,Galveston,93,23,461,53
2020-12-24,Galveston,8,23,438,44
2020-12-25,Galveston,94,20,396,45
2020-12-26,Galveston,94,20,409,48
2020-12-27,Galveston,93,20,458,58
2020-12-28,Galveston,94,25,473,60
2020-12-29,Galveston,29,25,514,62
2020-12-30,Galveston,92,25,535,59
2020-12-31,Galveston,93,32,507,61
2021-01-01,Galveston,92,18,463,59
2021-01-02,Galveston,94,25,443,66
2021-01-03,Galveston,29,25,471,62
2021-01-04,Galveston,91,30,438,60
2021-01-05,Galveston,93,35,474,60
2021-01-06,Galveston,94,36,539,66
2021-01-07,Galveston,86,31,434,62
2021-01-08,Galveston,90,32,468,75
2021-01-09,Galveston,93,26,362,60
2021-01-10,Galveston,21,26,357,55
2021-01-11,Galveston,90,24,345,53
2021-01-12,Galveston,91,22,369,46
2021-01-13,Galveston,90,24,387,51
2021-01-14,Galveston,22,24,228,55
2021-01-15,Galveston,93,21,377,49
2021-01-16,Galveston,92,21,339,61
2021-01-17,Galveston,23,21,323,52
2021-01-18,Galveston,25,21,343,65
2021-01-19,Galveston,89,29,382,66
2021-01-20,Galveston,93,29,405,61
2021-01-21,Galveston,89,27,361,60
2021-01-22,Galveston,94,28,332,53
2021-01-23,Galveston,92,24,351,50
2021-01-24,Galveston,86,27,350,61
2021-01-25,Galveston,90,25,56,61
2021-01-26,Galveston,93,21,367,60
2021-01-27,Galveston,94,23,386,52
2021-01-28,Galveston,92,25,345,45
2021-01-29,Galveston,73,23,389,46
2021-01-30,Galveston,94,26,345,45
2021-01-31,Galveston,90,22,343,46
2021-02-01,Galveston,89,23,341,38
2021-02-02,Galveston,88,21,352,37
2021-02-03,Galveston,26,21,383,47
2021-02-04,Galveston,86,23,359,53
2021-02-05,Galveston,94,23,379,53
2021-02-06,Galveston,88,21,342,47
2021-02-07,Galveston,89,21,315,43
2021-02-08,Galveston,88,21,312,46
2021-02-09,Galveston,92,21,335,41
2021-02-10,Galveston,86,20,364,42
2021-02-11,Galveston,19,20,353,55
2021-02-12,Galveston,78,18,340,49
2021-02-13,Galveston,92,17,298,45
2021-02-14,Galveston,82,18,284,42
2021-02-15,Galveston,83,13,277,39
2021-02-16,Galveston,94,19,353,40
2021-02-17,Galveston,93,19,368,42
2021-02-18,Galveston,90,19,305,36
2021-02-19,Galveston,92,21,281,36
2021-02-20,Galveston,18,21,305,34
2021-02-21,Galveston,18,21,329,36
2021-02-22,Galveston,90,19,348,41
2021-02-23,Galveston,91,17,374,40
2021-02-24,Galveston,88,16,393,40
2021-02-25,Galveston,86,16,378,33
2021-02-26,Galveston,85,17,343,36
2021-02-27,Galveston,92,15,354,43
2021-02-28,Galveston,90,13,365,46
2021-03-01,Galveston,92,12,363,46
2021-03-02,Galveston,92,12,412,35
2021-03-03,Galveston,86,11,417,41
2021-03-04,Galveston,85,13,405,32
2021-03-05,Galveston,91,12,375,31
2021-03-06,Galveston,13,12,363,32
2021-03-07,Galveston,90,11,331,26
2021-03-08,Galveston,89,14,387,39
2021-03-09,Galveston,93,15,377,33
2021-03-10,Galveston,94,16,411,27
2021-03-11,Galveston,17,16,368,22
2021-03-12,Galveston,90,16,383,27
2021-03-13,Galveston,88,14,371,27
2021-03-14,Galveston,88,14,368,28
2021-03-15,Galveston,93,15,361,27
2021-03-16,Galveston,92,16,375,19
2021-03-17,Galveston,93,15,396,20
2021-03-18,Galveston,93,15,358,21
2021-03-19,Galveston,91,14,355,25
2021-03-20,Galveston,88,13,357,27
2021-03-21,Galveston,51,14,350,13
2021-03-22,Galveston,92,14,328,19
2021-03-23,Galveston,16,14,377,29
2021-03-24,Galveston,89,17,422,20
2021-03-25,Galveston,94,15,370,16
2021-03-26,Galveston,90,13,366,30
2021-03-27,Galveston,91,15,339,31
2021-03-28,Galveston,90,16,317,26
2021-03-29,Galveston,88,15,328,32
2021-03-30,Galveston,92,15,350,19
2021-03-31,Galveston,94,14,395,26
2021-04-01,Galveston,92,13,352,27
2021-04-02,Galveston,93,14,357,19
2021-04-03,Galveston,88,13,312,11
2021-04-04,Galveston,87,14,301,15
2021-04-05,Galveston,91,13,317,19
2021-04-06,Galveston,10,13,341,23
2021-04-07,Galveston,92,11,368,16
2021-04-08,Galveston,9,11,351,21
2021-04-09,Galveston,89,11,356,18
2021-04-10,Galveston,90,11,341,20
2021-04-11,Galveston,88,10,319,22
2021-04-12,Galveston,84,15,316,23
2021-04-13,Galveston,87,12,309,28
2021-04-14,Galveston,92,14,399,24
2021-04-15,Galveston,94,17,356,23
2021-04-16,Galveston,92,14,348,25
2021-04-17,Galveston,90,12,331,16
2021-04-18,Galveston,85,10,283,15
2021-04-19,Galveston,87,8,288,17
2021-04-20,Galveston,88,11,318,15
2021-04-21,Galveston,89,11,373,13
2021-04-22,Galveston,87,15,330,15
2021-04-23,Galveston,88,10,329,14
2021-04-24,Galveston,93,9,11,14
2021-04-25,Galveston,91,7,339,12
2021-04-26,Galveston,83,5,317,11
2021-04-27,Galveston,87,4,358,14
2021-04-28,Galveston,88,10,380,16
2021-04-29,Galveston,90,11,348,19
2021-04-30,Galveston,83,9,334,14
2021-05-01,Galveston,84,8,315,7
2021-05-02,Galveston,80,7,306,12
2021-05-03,Galveston,91,12,311,12
2021-05-04,Galveston,90,11,367,15
2021-05-05,Galveston,92,9,407,17
2021-05-06,Galveston,7,9,346,16
2021-05-07,Galveston,7,9,342,13
2021-05-08,Galveston,90,4,336,13
2021-05-09,Galveston,91,4,309,11
2021-05-10,Galveston,88,1,316,14
2021-05-11,Galveston,93,4,365,10
2021-05-12,Galveston,5,4,338,8
2021-05-13,Galveston,91,4,322,8
2021-05-14,Galveston,88,7,319,10
2021-05-15,Galveston,89,11,325,6
2021-05-16,Galveston,85,4,307,9
2021-05-17,Galveston,88,7,272,10
2021-05-18,Galveston,88,7,335,13
2021-05-19,Galveston,84,2,363,10
2021-05-20,Galveston,84,2,306,10
2021-05-21,Galveston,88,8,311,13
2021-05-22,Galveston,86,9,310,13
2021-05-23,Galveston,90,6,283,14
2021-05-24,Galveston,94,5,291,11
2021-05-25,Galveston,90,8,330,17
2021-05-26,Galveston,9,8,385,12
2021-05-27,Galveston,91,7,353,10
2021-05-28,Galveston,86,4,330,8
2021-05-29,Galveston,92,4,309,9
2021-05-30,Galveston,90,8,303,9
2021-05-31,Galveston,7,8,310,9
2021-06-01,Galveston,92,8,320,7
2021-06-02,Galveston,90,3,389,9
2021-06-03,Galveston,92,3,363,6
2021-06-04,Galveston,91,5,314,8
2021-06-05,Galveston,92,3,326,9
2021-06-06,Galveston,90,5,354,12
2021-06-07,Galveston,94,3,364,11
2021-06-08,Galveston,90,3,380,16
2021-06-09,Galveston,94,8,400,11
2021-06-10,Galveston,88,2,368,15
2021-06-11,Galveston,90,1,357,12
2021-06-12,Galveston,3,1,321,8
2021-06-13,Galveston,93,2,326,8
2021-06-14,Galveston,89,8,333,9
2021-06-15,Galveston,94,2,340,13
2021-06-16,Galveston,92,3,368,12
2021-06-17,Galveston,77,4,378,10
2021-06-18,Galveston,90,5,342,12
2021-06-19,Galveston,94,5,326,9
2021-06-20,Galveston,94,5,285,9
2021-06-21,Galveston,90,3,306,11
2021-06-22,Galveston,92,4,294,11
2021-06-23,Galveston,90,5,331,10
2021-06-24,Galveston,94,7,326,10
2021-06-25,Galveston,6,7,324,10
2021-06-26,Galveston,93,7,308,9
2021-06-27,Galveston,90,6,298,11
2021-06-28,Galveston,8,6,296,12
2021-06-29,Galveston,92,7,332,12
2021-06-30,Galveston,3,7,369,11
2021-07-01,Galveston,91,7,344,14
2021-07-02,Galveston,93,5,334,10
2021-07-03,Galveston,94,5,316,9
2021-07-04,Galveston,7,5,320,7
2021-07-05,Galveston,90,5,337,9
2021-07-06,Galveston,93,5,349,12
2021-07-07,Galveston,94,8,356,11
2021-07-08,Galveston,92,7,360,14
2021-07-09,Galveston,90,9,357,9
2021-07-10,Galveston,94,8,340,12
2021-07-11,Galveston,93,8,337,11
2021-07-12,Galveston,7,8,323,9
2021-07-13,Galveston,11,8,327,11
2021-07-14,Galveston,94,9,367,10
2021-07-15,Galveston,7,9,341,10
2021-07-16,Galveston,10,9,344,15
2021-07-17,Galveston,88,5,335,13
2021-07-18,Galveston,93,11,341,16
2021-07-19,Galveston,12,11,346,21
2021-07-20,Galveston,94,11,354,20
2021-07-21,Galveston,12,11,381,18
2021-07-22,Galveston,11,11,351,21
2021-07-23,Galveston,12,11,357,24
2021-07-24,Galveston,10,11,360,22
2021-07-25,Galveston,93,12,344,26
2021-07-26,Galveston,94,17,365,36
2021-07-27,Galveston,15,17,357,35
2021-07-28,Galveston,18,17,397,34
2021-07-29,Galveston,19,17,363,35
2021-07-30,Galveston,18,17,378,48
2021-07-31,Galveston,19,17,376,50
2021-08-01,Galveston,93,18,389,50
2021-08-02,Galveston,94,18,361,65
2021-08-03,Galveston,21,18,367,50
2021-08-04,Galveston,21,18,407,50
2021-08-05,Galveston,22,18,371,44
2021-08-06,Galveston,93,18,380,56
2021-08-07,Galveston,94,18,349,58
2021-08-08,Galveston,24,18,356,58
2021-08-09,Galveston,28,18,364,60
2021-08-10,Galveston,29,18,374,66
2021-08-11,Galveston,27,18,389,83
2021-08-12,Galveston,29,18,357,70
2021-08-13,Galveston,27,18,369,70
2021-08-14,Galveston,32,18,343,72
2021-08-15,Galveston,33,18,363,97
2021-08-16,Galveston,30,18,357,61
2021-08-17,Galveston,35,18,351,79
2021-08-18,Galveston,35,18,393,77
2021-08-19,Galveston,32,18,365,81
2021-08-20,Galveston,93,35,354,71
2021-08-21,Galveston,94,35,352,67
2021-08-22,Galveston,93,30,346,81
2021-08-23,Galveston,94,31,355,83
2021-08-24,Galveston,91,29,362,89
2021-08-25,Galveston,93,26,388,73
2021-08-26,Galveston,94,32,353,83
2021-08-27,Galveston,37,32,318,83
2021-08-28,Galveston,39,32,326,80
2021-08-29,Galveston,43,32,329,79
2021-08-30,Galveston,36,32,331,66
2021-08-31,Galveston,36,32,354,81
2021-09-01,Galveston,92,39,379,83
2021-09-02,Galveston,94,32,357,80
2021-09-03,Galveston,88,36,367,80
2021-09-04,Galveston,94,35,366,79
2021-09-05,Galveston,33,35,374,79
2021-09-06,Galveston,92,31,372,84
2021-09-07,Galveston,28,31,386,84
2021-09-08,Galveston,24,31,412,83
2021-09-09,Galveston,94,22,388,85
2021-09-10,Galveston,92,27,375,73
2021-09-11,Galveston,94,29,360,69
2021-09-12,Galveston,30,29,370,73
2021-09-13,Galveston,92,14,359,78
2021-09-14,Galveston,28,14,360,72
2021-09-15,Galveston,91,14,363,68
2021-09-16,Galveston,94,26,367,70
2021-09-17,Galveston,25,26,379,58
2021-09-18,Galveston,25,26,397,69
2021-09-19,Galveston,93,26,388,66
2021-09-20,Galveston,88,30,355,61
2021-09-21,Galveston,94,26,370,55
2021-09-22,Galveston,92,26,375,53
2021-09-23,Galveston,22,26,387,47
2021-09-24,Galveston,91,31,397,44
2021-09-25,Galveston,92,15,359,40
2021-09-26,Galveston,94,25,350,43
2021-09-27,Galveston,93,23,367,47
2021-09-28,Galveston,92,20,391,41
2021-09-29,Galveston,92,20,381,34
2021-09-30,Galveston,93,20,342,36
2021-10-01,Galveston,18,20,334,36
2021-10-02,Galveston,17,20,353,37
2021-10-03,Galveston,94,16,350,31
2021-10-04,Galveston,15,16,368,31
2021-10-05,Galveston,14,16,381,31
2021-10-06,Galveston,92,12,400,35
2021-10-07,Galveston,11,12,381,24
2021-10-08,Galveston,94,14,380,28
2021-10-09,Galveston,89,7,365,26
2021-10-10,Galveston,94,7,355,24
2021-10-11,Galveston,94,7,365,29
2021-10-12,Galveston,8,7,388,31
2021-10-13,Galveston,90,9,382,25
2021-10-14,Galveston,92,9,354,24
2021-10-15,Galveston,6,9,351,24
2021-10-16,Galveston,86,9,349,26
2021-10-17,Galveston,88,7,337,23
2021-10-18,Galveston,91,7,336,17
2021-10-19,Galveston,89,8,345,20
2021-10-20,Galveston,91,6,378,21
2021-10-21,Galveston,87,7,345,17
2021-10-22,Galveston,8,7,352,13
2021-10-23,Galveston,83,9,337,13
2021-10-24,Galveston,93,7,324,17
2021-10-25,Galveston,92,10,331,18
2021-10-26,Galveston,12,10,330,11
2021-10-27,Galveston,91,8,377,23
2021-10-28,Galveston,93,6,341,19
2021-10-29,Galveston,88,8,344,17
2021-10-30,Galveston,89,8,304,19
2021-10-31,Galveston,93,10,267,18
2021-11-01,Galveston,94,9,294,17
2021-11-02,Galveston,89,11,327,14
2021-11-03,Galveston,88,13,349,14
2021-11-04,Galveston,91,8,355,13
2021-11-05,Galveston,90,10,370,11
2021-11-06,Galveston,88,11,347,13
2021-11-07,Galveston,94,9,325,10
2021-11-08,Galveston,93,9,324,8
2021-11-09,Galveston,92,8,345,5
2021-11-10,Galveston,89,3,357,10
2021-11-11,Galveston,93,4,208,7
2021-11-12,Galveston,89,4,338,10
2021-11-13,Galveston,88,5,337,10
2021-11-14,Galveston,6,5,303,7
2021-11-15,Galveston,94,4,307,14
2021-11-16,Galveston,90,5,341,13
2021-11-17,Galveston,91,8,4,13
2021-11-18,Galveston,88,7,353,5
2021-11-19,Galveston,90,5,332,12
2021-11-20,Galveston,92,5,319,8
2021-11-21,Galveston,83,3,304,9
2021-11-22,Galveston,91,4,305,10
2021-11-23,Galveston,90,10,307,1
2021-11-24,Galveston,93,9,296,2
2021-11-25,Galveston,89,6,262,5
2021-11-26,Galveston,91,6,259,6
2021-11-27,Galveston,90,6,267,6
2021-11-28,Galveston,90,6,276,6
2021-11-29,Galveston,93,6,287,7
2021-11-30,Galveston,89,6,326,3
2021-12-01,Galveston,94,7,348,5
2021-12-02,Galveston,91,7,367,6
2021-12-03,Galveston,90,4,355,11
2021-12-04,Galveston,94,5,321,10
2021-12-05,Galveston,92,6,308,6
2021-12-06,Galveston,8,6,322,7
2021-12-07,Galveston,94,6,319,8
2021-12-08,Galveston,92,4,324,14
2021-12-09,Galveston,91,3,208,12
2021-12-10,Galveston,89,6,323,10
2021-12-11,Galveston,5,6,7,10
2021-12-12,Galveston,92,6,296,9
2021-12-13,Galveston,93,4,306,12
2021-12-14,Galveston,94,4,355,13
2021-12-15,Galveston,5,4,358,12
2021-12-16,Galveston,5,4,348,11
2021-12-17,Galveston,4,4,341,13
2021-12-18,Galveston,4,4,339,12
2021-12-19,Galveston,93,5,295,10
2021-12-20,Galveston,94,8,279,10
2021-12-21,Galveston,7,8,315,14
2021-12-22,Galveston,7,8,256,7
2021-12-23,Galveston,6,8,349,9
2021-12-24,Galveston,7,8,328,18
2021-12-25,Galveston,9,8,288,25
2021-12-26,Galveston,5,8,295,31
2021-12-27,Galveston,8,8,305,26
2021-12-28,Galveston,8,8,291,22
2021-12-29,Galveston,92,11,308,31
2021-12-30,Galveston,94,12,294,29
2021-12-31,Galveston,10,12,296,41
2022-01-01,Galveston,10,12,258,53
2022-01-02,Galveston,12,12,275,50
2022-01-03,Galveston,8,12,174,37
2022-01-04,Galveston,12,12,297,59
2022-01-05,Galveston,22,12,341,65
2022-01-06,Galveston,19,12,305,67
2022-01-07,Galveston,15,12,225,51
2022-01-08,Galveston,93,19,291,71
2022-01-09,Galveston,94,21,295,70
2022-01-10,Galveston,16,21,296,67
2022-01-11,Galveston,93,22,298,61
2022-01-12,Galveston,92,33,306,65
2022-01-13,Galveston,90,19,328,75
2022-01-14,Galveston,93,22,317,73
2022-01-15,Galveston,94,28,328,74
